"Step","Freeway-v4__state_of_art_intrinsic__1__1666557898 - charts/mean_episodic_return","Freeway-v4__state_of_art_intrinsic__1__1666557898 - charts/mean_episodic_return__MIN","Freeway-v4__state_of_art_intrinsic__1__1666557898 - charts/mean_episodic_return__MAX"
"28681344","1","1","1"
"28684672","0","0","0"
"28689792","0","0","0"
"28691328","0","0","0"
"28691968","0","0","0"
"28693888","0","0","0"
"28695168","0","0","0"
"28696064","0","0","0"
"28704640","1","1","1"
"28765952","1","1","1"
"28766848","0","0","0"
"28769920","0","0","0"
"28770048","0","0","0"
"28776960","0","0","0"
"28795520","1","1","1"
"28795648","0","0","0"
"28858240","0","0","0"
"28859392","0","0","0"
"28860544","0","0","0"
"28862976","0.5","0.5","0.5"
"28867840","0","0","0"
"28872576","0","0","0"
"28882816","0","0","0"
"28940544","0","0","0"
"28941824","1","1","1"
"28944384","0","0","0"
"28953216","1","1","1"
"28962176","1","1","1"
"28967680","1","1","1"
"29028864","0","0","0"
"29033728","0","0","0"
"29038208","0.5","0.5","0.5"
"29048832","0","0","0"
"29111424","0","0","0"
"29115264","0","0","0"
"29117056","0","0","0"
"29121152","0","0","0"
"29124352","0","0","0"
"29124992","0","0","0"
"29126144","0","0","0"
"29128960","1","1","1"
"29130880","0","0","0"
"29133184","1","1","1"
"29135360","0","0","0"
"29135872","1","1","1"
"29199232","0","0","0"
"29204224","0","0","0"
"29209856","0","0","0"
"29210112","0","0","0"
"29213056","0","0","0"
"29217664","1","1","1"
"29218688","0","0","0"
"29227136","1","1","1"
"29227264","0","0","0"
"29227904","0","0","0"
"29284352","0","0","0"
"29287040","1","1","1"
"29288832","1","1","1"
"29289088","0","0","0"
"29291136","0","0","0"
"29301504","0","0","0"
"29304064","0","0","0"
"29305856","0","0","0"
"29386496","0","0","0"
"29394176","0","0","0"
"29465472","1","1","1"
"29470720","1","1","1"
"29477504","0","0","0"
"29490688","0","0","0"
"29553152","0","0","0"
"29556736","0","0","0"
"29565312","0","0","0"
"29565824","0","0","0"
"29625472","1","1","1"
"29640960","0","0","0"
"29642112","0","0","0"
"29644032","1","1","1"
"29648768","0","0","0"
"29650048","0.5","0.5","0.5"
"29650176","0","0","0"
"29653632","1","1","1"
"29654272","0.5","0.5","0.5"
"29656448","0","0","0"
"29735808","0","0","0"
"29802752","0","0","0"
"29812608","1","1","1"
"29814400","0","0","0"
"29822592","0","0","0"
"29825664","1","1","1"
"29826304","0","0","0"
"29831808","1","1","1"
"29834496","0","0","0"
"29841024","1","1","1"
"29882496","0","0","0"
"29901824","0","0","0"
"29906944","0","0","0"
"29909120","0","0","0"
"29909632","0","0","0"
"29910912","0","0","0"
"29912320","0","0","0"
"29912576","0","0","0"
"29912832","0","0","0"
"29928320","0","0","0"
"29980928","0","0","0"
"29986176","0","0","0"
"29996800","0","0","0"
"30008192","0","0","0"
"30010624","0","0","0"
"30015360","0","0","0"
"30060928","0","0","0"
"30061056","0","0","0"
"30075904","0","0","0"
"30079616","0","0","0"
"30083968","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"30088704","1","1","1"
"30091776","1","1","1"
"30098304","0","0","0"
"30155776","1","1","1"
"30160896","0","0","0"
"30173184","1","1","1"
"30174464","0","0","0"
"30179456","0","0","0"
"30187008","0","0","0"
"30244736","0","0","0"
"30248064","0","0","0"
"30252672","0","0","0"
"30260992","0","0","0"
"30261376","0","0","0"
"30268672","0","0","0"
"30330880","2","2","2"
"30339200","0","0","0"
"30341376","0","0","0"
"30343424","1","1","1"
"30349184","0","0","0"
"30356608","0","0","0"
"30358144","0","0","0"
"30418816","0","0","0"
"30427136","1","1","1"
"30428160","0","0","0"
"30429952","0","0","0"
"30432128","0.5","0.5","0.5"
"30434560","0","0","0"
"30435072","0","0","0"
"30440064","0","0","0"
"30446848","1","1","1"
"30507264","0.5","0.5","0.5"
"30509440","1","1","1"
"30509824","0","0","0"
"30582272","0.5","0.5","0.5"
"30604928","1","1","1"
"30613376","0","0","0"
"30617344","0","0","0"
"30626944","0","0","0"
"30668672","0","0","0"
"30686848","2","2","2"
"30690176","0","0","0"
"30690432","0","0","0"
"30691840","2","2","2"
"30696960","0","0","0"
"30704512","0","0","0"
"30708608","0","0","0"
"30710656","0","0","0"
"30765696","1","1","1"
"30770304","1","1","1"
"30780416","0","0","0"
"30801536","0","0","0"
"30857600","0","0","0"
"30858240","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"30862720","0","0","0"
"30863616","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"30865024","0","0","0"
"30867072","0","0","0"
"30877824","1","1","1"
"30877952","0","0","0"
"30938752","0","0","0"
"30946816","0","0","0"
"30948352","0","0","0"
"30949376","1","1","1"
"31034368","0","0","0"
"31036160","0","0","0"
"31036416","1","1","1"
"31041408","0","0","0"
"31049088","0","0","0"
"31051136","0","0","0"
"31051264","0.5","0.5","0.5"
"31117952","0","0","0"
"31122560","0","0","0"
"31126400","0","0","0"
"31129600","0","0","0"
"31131520","0","0","0"
"31206144","0","0","0"
"31206656","0","0","0"
"31207936","0","0","0"
"31210880","0","0","0"
"31211392","0.5","0.5","0.5"
"31219072","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"31224576","0","0","0"
"31296640","0","0","0"
"31302528","0","0","0"
"31307136","1","1","1"
"31371648","0","0","0"
"31376896","0","0","0"
"31381888","0.25","0.25","0.25"
"31389952","0","0","0"
"31390848","0","0","0"
"31394944","1","1","1"
"31400832","0","0","0"
"31463680","0","0","0"
"31467392","0","0","0"
"31474816","0","0","0"
"31479040","0","0","0"
"31480064","1","1","1"
"31489920","1","1","1"
"31547264","1","1","1"
"31550464","1","1","1"
"31551616","0","0","0"
"31551744","1","1","1"
"31555072","0.5","0.5","0.5"
"31555584","0.5","0.5","0.5"
"31557760","0","0","0"
"31560576","0","0","0"
"31567744","0","0","0"
"31568512","0","0","0"
"31570816","0.5","0.5","0.5"
"31573504","0","0","0"
"31575552","1","1","1"
"31575680","1","1","1"
"31640832","0","0","0"
"31642368","0","0","0"
"31643392","0","0","0"
"31647744","0","0","0"
"31649024","0.5","0.5","0.5"
"31655168","0","0","0"
"31664384","0","0","0"
"31711232","0","0","0"
"31729280","0","0","0"
"31729536","0","0","0"
"31730304","0","0","0"
"31730560","0","0","0"
"31731584","0","0","0"
"31732096","0","0","0"
"31751680","0","0","0"
"31798784","0","0","0"
"31812992","0","0","0"
"31817216","0","0","0"
"31817472","1","1","1"
"31818624","0","0","0"
"31826048","1","1","1"
"31895168","0","0","0"
"31900544","0","0","0"
"31903488","0","0","0"
"31903872","0","0","0"
"31962624","1","1","1"
"31982976","0","0","0"
"31985664","0","0","0"
"31995520","0","0","0"
"31996928","1","1","1"
"31999104","2","2","2"
"32007296","0","0","0"
"32013440","0","0","0"
"32079744","0","0","0"
"32085376","0","0","0"
"32087296","0","0","0"
"32094720","1","1","1"
"32149504","0","0","0"
"32157568","0","0","0"
"32158080","0","0","0"
"32163328","0.5","0.5","0.5"
"32168320","0","0","0"
"32168576","0","0","0"
"32169088","0","0","0"
"32171520","0","0","0"
"32171648","0","0","0"
"32177792","0","0","0"
"32182144","0","0","0"
"32183424","0","0","0"
"32195840","0","0","0"
"32248832","1","1","1"
"32257792","0","0","0"
"32258432","0","0","0"
"32266112","0","0","0"
"32269312","1","1","1"
"32329600","0","0","0"
"32331264","0","0","0"
"32337152","0","0","0"
"32342016","0.5","0.5","0.5"
"32345856","0","0","0"
"32361856","0","0","0"
"32429056","1","1","1"
"32438912","1","1","1"
"32496896","0","0","0"
"32497664","0","0","0"
"32504704","0","0","0"
"32510080","0","0","0"
"32513024","1","1","1"
"32513408","1","1","1"
"32527232","1","1","1"
"32528896","0","0","0"
"32531200","0","0","0"
"32595712","0","0","0"
"32601856","0","0","0"
"32603776","0.5","0.5","0.5"
"32604416","0","0","0"
"32604928","1","1","1"
"32608512","0","0","0"
"32615552","0","0","0"
"32616960","0","0","0"
"32684800","0","0","0"
"32685184","0","0","0"
"32687616","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"32688640","0","0","0"
"32692480","0","0","0"
"32696832","0","0","0"
"32702592","0","0","0"
"32704512","0","0","0"
"32704896","0","0","0"
"32765056","0","0","0"
"32765952","0","0","0"
"32776576","0","0","0"
"32793984","1","1","1"
"32845568","0","0","0"
"32854016","0","0","0"
"32854272","0","0","0"
"32860544","0","0","0"
"32861312","1","1","1"
"32862336","0","0","0"
"32862464","0","0","0"
"32863360","0","0","0"
"32868224","0","0","0"
"32870528","0","0","0"
"32939008","0","0","0"
"32941440","0","0","0"
"32950144","1","1","1"
"32951296","0","0","0"
"32959104","0","0","0"
"32961920","0","0","0"
"32964608","0","0","0"
"32965888","0","0","0"
"32966272","0","0","0"
"32966656","0","0","0"
"33030784","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"33032192","0","0","0"
"33040000","0","0","0"
"33062016","0","0","0"
"33120384","1","1","1"
"33121664","0","0","0"
"33123328","0","0","0"
"33129856","0","0","0"
"33131520","0","0","0"
"33138816","1","1","1"
"33214464","0","0","0"
"33217280","0","0","0"
"33281280","0","0","0"
"33304448","0","0","0"
"33310976","1","1","1"
"33312512","0","0","0"
"33313024","0","0","0"
"33378688","0","0","0"
"33384576","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"33387520","0","0","0"
"33394688","0","0","0"
"33395328","0","0","0"
"33460480","0","0","0"
"33467904","0","0","0"
"33470464","0","0","0"
"33471232","0","0","0"
"33473024","0","0","0"
"33477376","1","1","1"
"33478784","0","0","0"
"33479296","0","0","0"
"33489024","0","0","0"
"33554048","0","0","0"
"33558400","0","0","0"
"33561600","0","0","0"
"33563392","0","0","0"
"33565952","0","0","0"
"33569024","0","0","0"
"33641472","0","0","0"
"33643648","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"33645184","0","0","0"
"33646976","0","0","0"
"33651456","0","0","0"
"33658880","0","0","0"
"33712128","1","1","1"
"33729280","0","0","0"
"33730688","0","0","0"
"33734656","1","1","1"
"33736960","0","0","0"
"33739648","0","0","0"
"33740672","0","0","0"
"33744000","0","0","0"
"33748864","0","0","0"
"33819392","0","0","0"
"33821440","0","0","0"
"33822080","0","0","0"
"33822208","0","0","0"
"33844352","0","0","0"
"33845632","0","0","0"
"33888896","0","0","0"
"33896576","0","0","0"
"33898752","0","0","0"
"33902848","0.5","0.5","0.5"
"33905536","0.5","0.5","0.5"
"33906176","0","0","0"
"33908736","1.5","1.5","1.5"
"33911040","2","2","2"
"33911552","1","1","1"
"33911936","0","0","0"
"33919872","1","1","1"
"33994368","0","0","0"
"33995648","1","1","1"
"33997568","1","1","1"
"34004992","1","1","1"
"34006144","1","1","1"
"34008832","0","0","0"
"34074112","0","0","0"
"34080896","0","0","0"
"34085888","0","0","0"
"34089856","0","0","0"
"34093824","0","0","0"
"34094720","0","0","0"
"34140288","0","0","0"
"34156672","0","0","0"
"34165248","0","0","0"
"34168704","0","0","0"
"34169600","0","0","0"
"34172416","0","0","0"
"34174592","0","0","0"
"34180608","0","0","0"
"34184704","1","1","1"
"34232064","0","0","0"
"34235008","2","2","2"
"34238464","0","0","0"
"34241920","0","0","0"
"34251776","0","0","0"
"34253056","1","1","1"
"34256384","0","0","0"
"34257920","0","0","0"
"34318592","0","0","0"
"34329344","1","1","1"
"34329600","0","0","0"
"34332800","0.5","0.5","0.5"
"34334848","0","0","0"
"34351232","0","0","0"
"34412672","0","0","0"
"34422016","0","0","0"
"34424704","0","0","0"
"34429824","0","0","0"
"34432640","0","0","0"
"34434688","0","0","0"
"34440192","1","1","1"
"34489344","0","0","0"
"34502784","0","0","0"
"34514560","0","0","0"
"34516480","0","0","0"
"34518272","0","0","0"
"34519808","0","0","0"
"34521344","0.5","0.5","0.5"
"34522880","0","0","0"
"34525184","0","0","0"
"34575616","1","1","1"
"34583168","0","0","0"
"34586240","0","0","0"
"34590848","1","1","1"
"34594560","0","0","0"
"34601088","0.5","0.5","0.5"
"34604160","1","1","1"
"34608896","0","0","0"
"34611456","0","0","0"
"34615168","0.5","0.5","0.5"
"34620544","1","1","1"
"34663552","0","0","0"
"34676608","0","0","0"
"34680064","1","1","1"
"34688128","0","0","0"
"34689024","0","0","0"
"34690048","0","0","0"
"34694400","0","0","0"
"34703488","0","0","0"
"34769280","1","1","1"
"34779648","0","0","0"
"34781440","0","0","0"
"34782592","0","0","0"
"34787584","0","0","0"
"34791040","1","1","1"
"34866176","0","0","0"
"34866560","0","0","0"
"34924160","0","0","0"
"34938240","0.5","0.5","0.5"
"34951680","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"34955264","0","0","0"
"34976384","0","0","0"
"35024128","0","0","0"
"35024512","0","0","0"
"35031936","0.5","0.5","0.5"
"35035136","0","0","0"
"35037568","1","1","1"
"35038848","0","0","0"
"35040128","0","0","0"
"35052416","0","0","0"
"35113984","0","0","0"
"35118336","0","0","0"
"35119488","1","1","1"
"35130240","1","1","1"
"35202176","1","1","1"
"35202432","1","1","1"
"35205632","0","0","0"
"35209344","0","0","0"
"35213056","0","0","0"
"35215488","0","0","0"
"35216000","0","0","0"
"35219456","1","1","1"
"35220992","1","1","1"
"35280000","1","1","1"
"35298688","0","0","0"
"35300480","1","1","1"
"35300864","1","1","1"
"35304064","0","0","0"
"35307776","0","0","0"
"35308288","0","0","0"
"35310464","0","0","0"
"35368832","0","0","0"
"35372416","1","1","1"
"35386368","0","0","0"
"35392000","0","0","0"
"35399296","0","0","0"
"35400064","0","0","0"
"35400192","0","0","0"
"35401600","0","0","0"
"35447424","0","0","0"
"35465856","2","2","2"
"35468928","0.5","0.5","0.5"
"35478400","1","1","1"
"35481728","0","0","0"
"35488256","0","0","0"
"35547392","0","0","0"
"35550720","0.5","0.5","0.5"
"35553664","2","2","2"
"35631232","0","0","0"
"35635200","0","0","0"
"35636096","0","0","0"
"35636736","0","0","0"
"35637120","0","0","0"
"35637376","1","1","1"
"35639808","0","0","0"
"35655808","0","0","0"
"35661312","0","0","0"
"35663360","2","2","2"
"35705088","0","0","0"
"35720960","0","0","0"
"35735296","1","1","1"
"35742720","0","0","0"
"35747584","0","0","0"
"35810944","0","0","0"
"35814016","0.5","0.5","0.5"
"35817728","1","1","1"
"35821312","0","0","0"
"35896704","0","0","0"
"35905152","0.5","0.5","0.5"
"35907456","0","0","0"
"35919744","0","0","0"
"35958144","1","1","1"
"35980032","1","1","1"
"35984640","0","0","0"
"35994496","2","2","2"
"35995136","0.5","0.5","0.5"
"36004864","1","1","1"
"36011776","0","0","0"
"36023552","0","0","0"
"36045824","0","0","0"
"36052096","0","0","0"
"36061824","0","0","0"
"36067584","0","0","0"
"36069376","0","0","0"
"36070656","0","0","0"
"36072320","0","0","0"
"36080000","0","0","0"
"36088192","0","0","0"
"36088320","0","0","0"
"36090496","0","0","0"
"36149760","1","1","1"
"36161408","0","0","0"
"36163072","0.5","0.5","0.5"
"36168576","1","1","1"
"36169600","0.5","0.5","0.5"
"36170880","1","1","1"
"36186624","0","0","0"
"36238848","1","1","1"
"36244224","1","1","1"
"36254208","0","0","0"
"36255232","1","1","1"
"36261888","0","0","0"
"36264576","0.5","0.5","0.5"
"36267904","0","0","0"
"36268672","0","0","0"
"36339200","0","0","0"
"36354688","0","0","0"
"36369792","0","0","0"
"36407168","1","1","1"
"36417536","0","0","0"
"36424064","0","0","0"
"36428672","0","0","0"
"36430848","0.5","0.5","0.5"
"36436992","0.5","0.5","0.5"
"36456704","0","0","0"
"36481408","0","0","0"
"36508032","0","0","0"
"36518016","0","0","0"
"36520960","1","1","1"
"36528000","1","1","1"
"36529152","0","0","0"
"36530816","0.5","0.5","0.5"
"36588288","0","0","0"
"36589952","0","0","0"
"36597888","1","1","1"
"36598144","0","0","0"
"36599296","0","0","0"
"36603136","1","1","1"
"36607616","0","0","0"
"36610176","0","0","0"
"36614656","1","1","1"
"36658944","0","0","0"
"36679424","0","0","0"
"36696832","0","0","0"
"36768256","0.5","0.5","0.5"
"36770176","0","0","0"
"36770432","1","1","1"
"36777088","0","0","0"
"36794624","0","0","0"
"36847232","2","2","2"
"36854400","1","1","1"
"36859136","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"36860672","0.5","0.5","0.5"
"36862720","0","0","0"
"36864256","1","1","1"
"36865024","0.5","0.5","0.5"
"36872960","0","0","0"
"36875776","0","0","0"
"36883712","0","0","0"
"36888832","1","1","1"
"36939776","0","0","0"
"36942336","0","0","0"
"36944000","1","1","1"
"36946560","1","1","1"
"36955520","0","0","0"
"36960384","0","0","0"
"36964096","0","0","0"
"36964224","0","0","0"
"37027712","0","0","0"
"37028352","0","0","0"
"37034368","0","0","0"
"37036800","0.5","0.5","0.5"
"37037568","0.5","0.5","0.5"
"37052416","1.5","1.5","1.5"
"37091200","0","0","0"
"37108608","0","0","0"
"37113856","0","0","0"
"37117952","0","0","0"
"37119616","0","0","0"
"37124864","2","2","2"
"37125504","0","0","0"
"37179904","1","1","1"
"37185920","0","0","0"
"37211136","1","1","1"
"37212416","1","1","1"
"37225984","0.5","0.5","0.5"
"37229056","0","0","0"
"37290624","2","2","2"
"37297408","2","2","2"
"37298688","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"37302656","0","0","0"
"37304832","0","0","0"
"37306624","0","0","0"
"37316096","0","0","0"
"37379200","0","0","0"
"37383040","1","1","1"
"37385600","0","0","0"
"37401728","1","1","1"
"37402368","0","0","0"
"37455744","0","0","0"
"37464064","0","0","0"
"37470208","0","0","0"
"37471488","0.5","0.5","0.5"
"37472000","0","0","0"
"37472640","0.5","0.5","0.5"
"37474048","1","1","1"
"37477760","0.5","0.5","0.5"
"37497600","0","0","0"
"37541888","0","0","0"
"37546880","0","0","0"
"37556224","0","0","0"
"37561472","0","0","0"
"37565056","1","1","1"
"37576704","0","0","0"
"37611648","1","1","1"
"37640832","0","0","0"
"37644672","0","0","0"
"37647488","0","0","0"
"37648512","0.5","0.5","0.5"
"37651200","0","0","0"
"37651712","0","0","0"
"37653504","0","0","0"
"37698304","0","0","0"
"37714304","0","0","0"
"37724928","0","0","0"
"37734400","0","0","0"
"37748864","0","0","0"
"37749120","0","0","0"
"37785216","0","0","0"
"37789568","0","0","0"
"37815936","1","1","1"
"37826560","0","0","0"
"37827712","1","1","1"
"37828608","0","0","0"
"37840640","0","0","0"
"37912704","0","0","0"
"37913984","0","0","0"
"37915648","0","0","0"
"37973760","0","0","0"
"37979776","1","1","1"
"37990144","0","0","0"
"37991168","0","0","0"
"37995520","0","0","0"
"38055040","1","1","1"
"38071552","1","1","1"
"38072448","0","0","0"
"38086784","0","0","0"
"38096384","0","0","0"
"38168960","0","0","0"
"38176768","0","0","0"
"38178048","0","0","0"
"38179456","2","2","2"
"38186624","1","1","1"
"38238976","0","0","0"
"38239616","0","0","0"
"38246144","0","0","0"
"38263168","1","1","1"
"38270080","0.5","0.5","0.5"
"38338944","0","0","0"
"38343040","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"38349952","0","0","0"
"38357888","1","1","1"
"38359168","0","0","0"
"38359936","1","1","1"
"38409728","0","0","0"
"38422016","1","1","1"
"38426240","0","0","0"
"38427392","0","0","0"
"38427904","0","0","0"
"38434944","0","0","0"
"38501632","0","0","0"
"38506240","0","0","0"
"38512640","0","0","0"
"38513664","0","0","0"
"38515712","0","0","0"
"38524544","0","0","0"
"38563584","0","0","0"
"38588928","0","0","0"
"38593664","0","0","0"
"38595200","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"38599424","1","1","1"
"38601600","0","0","0"
"38609280","0.5","0.5","0.5"
"38616832","0","0","0"
"38650752","0","0","0"
"38679296","1","1","1"
"38691712","1","1","1"
"38696704","0","0","0"
"38701952","0","0","0"
"38706176","0","0","0"
"38706304","0","0","0"
"38709632","0","0","0"
"38751360","0","0","0"
"38772736","0","0","0"
"38780416","0.5","0.5","0.5"
"38788096","0","0","0"
"38793728","0","0","0"
"38825216","0","0","0"
"38845184","0","0","0"
"38847744","1","1","1"
"38853760","0","0","0"
"38857472","0.5","0.5","0.5"
"38861824","2","2","2"
"38862080","0","0","0"
"38862720","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"38875392","0","0","0"
"38937728","1","1","1"
"38954112","1","1","1"
"38954368","1","1","1"
"38958464","1","1","1"
"39021696","0","0","0"
"39027328","1","1","1"
"39028608","0","0","0"
"39030528","1","1","1"
"39031808","0","0","0"
"39031936","0.5","0.5","0.5"
"39037824","0","0","0"
"39039360","0","0","0"
"39039616","2","2","2"
"39045376","0","0","0"
"39054848","1","1","1"
"39056768","0","0","0"
"39094656","2","2","2"
"39108608","0","0","0"
"39113216","1","1","1"
"39115264","0","0","0"
"39117184","0","0","0"
"39134848","2","2","2"
"39140992","0","0","0"
"39202432","0","0","0"
"39203328","1","1","1"
"39209216","2","2","2"
"39216128","0","0","0"
"39218560","0","0","0"
"39229312","0","0","0"
"39286912","0","0","0"
"39290368","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"39293824","0","0","0"
"39296384","0","0","0"
"39306112","0","0","0"
"39307392","1","1","1"
"39311360","0","0","0"
"39370752","1","1","1"
"39376000","0","0","0"
"39378432","0","0","0"
"39378560","0","0","0"
"39379200","0","0","0"
"39389440","0","0","0"
"39403776","1","1","1"
"39458176","1","1","1"
"39464832","0","0","0"
"39465088","0","0","0"
"39479552","0","0","0"
"39552128","0","0","0"
"39558272","0","0","0"
"39559552","0.5","0.5","0.5"
"39563008","0","0","0"
"39576576","0","0","0"
"39636480","0","0","0"
"39649280","0","0","0"
"39650560","0","0","0"
"39653504","1","1","1"
"39657856","2","2","2"
"39659520","0","0","0"
"39665152","0","0","0"
"39672320","0","0","0"
"39717760","0","0","0"
"39729536","1","1","1"
"39734528","0","0","0"
"39734912","2","2","2"
"39740160","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"39790336","0","0","0"
"39804160","0","0","0"
"39811328","0","0","0"
"39823104","0","0","0"
"39825280","0","0","0"
"39845632","1","1","1"
"39888768","1","1","1"
"39896704","1","1","1"
"39900672","0","0","0"
"39905408","0","0","0"
"39905792","0","0","0"
"39910144","1","1","1"
"39910656","0","0","0"
"39910784","0","0","0"
"39913600","0","0","0"
"39918080","0","0","0"
"39922176","0","0","0"
"39924352","0","0","0"
"39924736","0.5","0.5","0.5"
"39985536","0","0","0"
"39994240","0.5","0.5","0.5"
"39994752","0.5","0.5","0.5"
"40009600","0","0","0"
"40054144","0","0","0"
"40062976","1","1","1"
"40071936","1","1","1"
"40074240","0","0","0"
"40081664","0","0","0"
"40082432","1","1","1"
"40082560","0","0","0"
"40083968","0","0","0"
"40084864","0","0","0"
"40085632","0","0","0"
"40085888","0","0","0"
"40088704","0","0","0"
"40098816","0","0","0"
"40163584","0","0","0"
"40171264","0","0","0"
"40174720","1","1","1"
"40181888","1","1","1"
"40187264","0","0","0"
"40237952","0","0","0"
"40248960","0","0","0"
"40258304","0","0","0"
"40266112","1","1","1"
"40268288","0","0","0"
"40271872","1","1","1"
"40325248","0","0","0"
"40330112","0","0","0"
"40331776","0.5","0.5","0.5"
"40337280","0","0","0"
"40337792","0.5","0.5","0.5"
"40340096","0","0","0"
"40341248","1","1","1"
"40345344","0","0","0"
"40346624","0.5","0.5","0.5"
"40351232","0","0","0"
"40424576","1","1","1"
"40432000","0","0","0"
"40435712","0","0","0"
"40435840","0","0","0"
"40507392","0","0","0"
"40509184","0","0","0"
"40512256","0","0","0"
"40512384","0","0","0"
"40515968","0","0","0"
"40516480","0","0","0"
"40516608","1","1","1"
"40518144","0","0","0"
"40520960","0","0","0"
"40521600","1","1","1"
"40534144","0","0","0"
"40584192","0","0","0"
"40595200","1","1","1"
"40603136","0","0","0"
"40608000","0","0","0"
"40627712","0","0","0"
"40672512","0","0","0"
"40683008","0","0","0"
"40690560","1","1","1"
"40695040","0","0","0"
"40708480","0","0","0"
"40765440","0","0","0"
"40766464","0","0","0"
"40772992","0","0","0"
"40773504","1","1","1"
"40775296","0","0","0"
"40779776","1","1","1"
"40788096","1","1","1"
"40796032","0","0","0"
"40809216","0","0","0"
"40844544","0","0","0"
"40851584","0","0","0"
"40854016","1","1","1"
"40867584","0","0","0"
"40882944","0","0","0"
"40930944","0","0","0"
"40932736","0","0","0"
"40941184","0","0","0"
"41019904","0","0","0"
"41020160","0","0","0"
"41029504","0.5","0.5","0.5"
"41030656","1","1","1"
"41035008","0","0","0"
"41037568","0","0","0"
"41041280","1","1","1"
"41042816","0","0","0"
"41044096","0.5","0.5","0.5"
"41058176","0","0","0"
"41097856","0","0","0"
"41114880","0","0","0"
"41116160","0","0","0"
"41118336","0","0","0"
"41118976","0","0","0"
"41126016","0","0","0"
"41127680","0.5","0.5","0.5"
"41129344","0","0","0"
"41130368","1","1","1"
"41145472","0","0","0"
"41184640","0","0","0"
"41205248","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"41215872","0","0","0"
"41228800","1","1","1"
"41277696","0","0","0"
"41287936","0","0","0"
"41289472","2","2","2"
"41297664","0","0","0"
"41304832","0","0","0"
"41318016","0","0","0"
"41320704","0","0","0"
"41376384","1","1","1"
"41379200","0","0","0"
"41382144","0","0","0"
"41388544","0","0","0"
"41398144","1","1","1"
"41446784","0","0","0"
"41458176","0","0","0"
"41465216","0","0","0"
"41492480","0","0","0"
"41496064","0","0","0"
"41540224","0","0","0"
"41549568","0","0","0"
"41551104","0.5","0.5","0.5"
"41555968","0","0","0"
"41559424","1","1","1"
"41559808","1","1","1"
"41569152","0","0","0"
"41582208","1","1","1"
"41588352","1","1","1"
"41632128","0","0","0"
"41638144","0","0","0"
"41643520","1","1","1"
"41644288","0","0","0"
"41654400","0","0","0"
"41655936","0","0","0"
"41732608","1","1","1"
"41804544","1","1","1"
"41807616","0","0","0"
"41812224","1","1","1"
"41812480","0","0","0"
"41815040","0.25","0.25","0.25"
"41821056","0","0","0"
"41825152","1","1","1"
"41897984","0","0","0"
"41905408","1","1","1"
"41910656","0","0","0"
"41911296","0","0","0"
"41917696","0","0","0"
"41922560","0","0","0"
"41929600","0","0","0"
"41977728","0","0","0"
"41981056","0","0","0"
"41995264","0","0","0"
"42004736","0","0","0"
"42008960","0","0","0"
"42077952","0","0","0"
"42087552","0","0","0"
"42093056","0","0","0"
"42093952","1","1","1"
"42099712","1","1","1"
"42140800","0","0","0"
"42151296","0","0","0"
"42161536","0","0","0"
"42164480","0","0","0"
"42166272","0","0","0"
"42170752","0","0","0"
"42179968","0","0","0"
"42185216","0","0","0"
"42248576","0","0","0"
"42252928","0","0","0"
"42275968","0","0","0"
"42334336","1","1","1"
"42336256","0","0","0"
"42340224","0.5","0.5","0.5"
"42344576","0.5","0.5","0.5"
"42348928","0","0","0"
"42356224","0","0","0"
"42423552","0","0","0"
"42424192","0","0","0"
"42433920","0","0","0"
"42436992","0","0","0"
"42440832","1","1","1"
"42513280","0","0","0"
"42520064","1","1","1"
"42522752","0.5","0.5","0.5"
"42525312","0","0","0"
"42597888","0","0","0"
"42600960","0","0","0"
"42607744","0","0","0"
"42607872","0","0","0"
"42614272","0","0","0"
"42680192","0","0","0"
"42683136","0","0","0"
"42692736","1","1","1"
"42694784","0","0","0"
"42701696","0","0","0"
"42712576","1","1","1"
"42749312","0","0","0"
"42755456","0","0","0"
"42765312","0","0","0"
"42774912","0","0","0"
"42778368","0","0","0"
"42781184","0","0","0"
"42782336","0.5","0.5","0.5"
"42788736","1","1","1"
"42795648","1","1","1"
"42848000","0","0","0"
"42859520","0","0","0"
"42862336","0","0","0"
"42866816","0","0","0"
"42867712","0","0","0"
"42868096","0.5","0.5","0.5"
"42868224","0","0","0"
"42877696","0","0","0"
"42882688","0","0","0"
"42882944","0","0","0"
"42883968","0","0","0"
"42951808","0","0","0"
"42962816","0","0","0"
