"Step","Freeway-v4__state_of_art_intrinsic__1__1666557898 - charts/mean_episodic_return","Freeway-v4__state_of_art_intrinsic__1__1666557898 - charts/mean_episodic_return__MIN","Freeway-v4__state_of_art_intrinsic__1__1666557898 - charts/mean_episodic_return__MAX"
"79929600","0","0","0"
"79958400","0","0","0"
"79962112","0","0","0"
"79985536","0","0","0"
"79994368","0","0","0"
"79998080","0","0","0"
"80000384","1","1","1"
"80047616","1","1","1"
"80054912","0","0","0"
"80062464","0","0","0"
"80069632","1","1","1"
"80071936","0","0","0"
"80072320","0","0","0"
"80078080","1","1","1"
"80079488","0","0","0"
"80087040","0","0","0"
"80140160","0","0","0"
"80149120","0","0","0"
"80155008","0","0","0"
"80157696","0","0","0"
"80161664","0","0","0"
"80169600","0","0","0"
"80185216","0","0","0"
"80188288","0","0","0"
"80198528","0","0","0"
"80220288","2","2","2"
"80225536","0","0","0"
"80240896","0","0","0"
"80250880","0","0","0"
"80251392","1","1","1"
"80260352","0","0","0"
"80323840","2","2","2"
"80324992","0","0","0"
"80340864","0","0","0"
"80342528","0","0","0"
"80342912","0","0","0"
"80355200","0","0","0"
"80360064","0","0","0"
"80360192","0","0","0"
"80396800","1","1","1"
"80443264","0","0","0"
"80445952","1","1","1"
"80448128","1","1","1"
"80488448","0","0","0"
"80500864","1","1","1"
"80502784","0","0","0"
"80507264","0.5","0.5","0.5"
"80509696","1","1","1"
"80512768","0","0","0"
"80515584","0","0","0"
"80517120","0","0","0"
"80521472","0","0","0"
"80538240","1","1","1"
"80562560","0","0","0"
"80575872","0","0","0"
"80576896","0","0","0"
"80577280","0.5","0.5","0.5"
"80579840","0.5","0.5","0.5"
"80588672","0","0","0"
"80603520","0","0","0"
"80604160","0","0","0"
"80663168","0","0","0"
"80667136","2","2","2"
"80670848","0.5","0.5","0.5"
"80682752","1","1","1"
"80683264","0","0","0"
"80683520","0","0","0"
"80695040","0","0","0"
"80750976","0","0","0"
"80751104","0","0","0"
"80761472","0","0","0"
"80762112","0","0","0"
"80763136","0","0","0"
"80772992","0","0","0"
"80777600","2","2","2"
"80790528","0","0","0"
"80837376","0","0","0"
"80840320","0","0","0"
"80843904","0","0","0"
"80845440","0.5","0.5","0.5"
"80859008","0.5","0.5","0.5"
"80865280","0","0","0"
"80868992","1","1","1"
"80871680","1","1","1"
"80876800","0","0","0"
"80878080","0","0","0"
"80897024","0","0","0"
"80907392","0","0","0"
"80918144","0","0","0"
"80938880","0","0","0"
"80939520","0","0","0"
"80941440","0.5","0.5","0.5"
"80947200","0","0","0"
"80954752","0","0","0"
"81008512","0","0","0"
"81013632","0","0","0"
"81017728","0","0","0"
"81024896","0","0","0"
"81030912","0.5","0.5","0.5"
"81036032","1","1","1"
"81059456","0","0","0"
"81068032","0","0","0"
"81102592","0","0","0"
"81109504","0","0","0"
"81115904","0","0","0"
"81188992","0","0","0"
"81189248","0","0","0"
"81192960","0","0","0"
"81193344","0","0","0"
"81197056","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"81200128","2","2","2"
"81202560","0","0","0"
"81214208","1","1","1"
"81217408","0","0","0"
"81219072","0","0","0"
"81228800","0","0","0"
"81229952","0","0","0"
"81230464","3","3","3"
"81276800","0","0","0"
"81279744","0","0","0"
"81284352","0","0","0"
"81286528","0","0","0"
"81289344","0","0","0"
"81289856","1","1","1"
"81290496","2","2","2"
"81291776","1","1","1"
"81293312","0","0","0"
"81294592","0","0","0"
"81363200","0","0","0"
"81377664","0","0","0"
"81384448","0","0","0"
"81387776","0","0","0"
"81387904","0","0","0"
"81388416","0","0","0"
"81403904","1","1","1"
"81440000","0","0","0"
"81453568","0","0","0"
"81460224","0","0","0"
"81478272","0","0","0"
"81526144","0","0","0"
"81544576","0","0","0"
"81612416","0","0","0"
"81618048","0","0","0"
"81635072","0","0","0"
"81635328","0.5","0.5","0.5"
"81663360","1","1","1"
"81689728","1","1","1"
"81700352","1","1","1"
"81700608","0","0","0"
"81708672","0","0","0"
"81710208","0","0","0"
"81713280","0.5","0.5","0.5"
"81720192","0","0","0"
"81729280","1","1","1"
"81751808","0","0","0"
"81767808","0","0","0"
"81781120","0","0","0"
"81785856","0","0","0"
"81787264","0","0","0"
"81794816","0","0","0"
"81799168","0","0","0"
"81809664","0","0","0"
"81811072","0","0","0"
"81833472","0","0","0"
"81878656","0","0","0"
"81880704","0","0","0"
"81882240","0","0","0"
"81885312","0","0","0"
"81890048","0","0","0"
"81896448","0","0","0"
"81900928","0","0","0"
"81902464","1","1","1"
"81906304","0","0","0"
"81960448","0","0","0"
"81969408","0","0","0"
"81978624","0","0","0"
"81981696","0","0","0"
"81984512","0","0","0"
"82000256","0","0","0"
"82004608","0","0","0"
"82011264","0","0","0"
"82013440","0","0","0"
"82014720","0","0","0"
"82046592","0","0","0"
"82057472","0","0","0"
"82062848","0","0","0"
"82065152","0","0","0"
"82071680","1","1","1"
"82081920","0","0","0"
"82101248","0","0","0"
"82103296","0","0","0"
"82114944","1","1","1"
"82134272","1","1","1"
"82140032","1","1","1"
"82143232","0","0","0"
"82143488","1","1","1"
"82145920","0","0","0"
"82162432","0.5","0.5","0.5"
"82166144","0","0","0"
"82170496","1","1","1"
"82220416","0","0","0"
"82231936","0","0","0"
"82233600","1","1","1"
"82238080","0","0","0"
"82238976","0","0","0"
"82243072","0","0","0"
"82245888","0","0","0"
"82261504","0","0","0"
"82262912","0","0","0"
"82272384","0","0","0"
"82274816","0","0","0"
"82288640","0","0","0"
"82299776","0","0","0"
"82329088","0","0","0"
"82329984","0","0","0"
"82333696","1","1","1"
"82335232","1","1","1"
"82337280","0","0","0"
"82343040","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"82349952","0","0","0"
"82359808","0","0","0"
"82360960","0","0","0"
"82391296","1","1","1"
"82399488","0","0","0"
"82400256","0","0","0"
"82403712","1","1","1"
"82405120","0","0","0"
"82441728","1","1","1"
"82448128","1","1","1"
"82472064","1","1","1"
"82472832","0","0","0"
"82490496","0","0","0"
"82493824","0","0","0"
"82508672","0","0","0"
"82508928","0.5","0.5","0.5"
"82512000","0","0","0"
"82533504","0","0","0"
"82549760","0","0","0"
"82573312","0","0","0"
"82574720","0","0","0"
"82580608","0","0","0"
"82580736","0","0","0"
"82589312","0","0","0"
"82595712","0","0","0"
"82597504","1","1","1"
"82660224","0","0","0"
"82665088","0","0","0"
"82673664","0","0","0"
"82675200","0.5","0.5","0.5"
"82680448","0","0","0"
"82681984","1","1","1"
"82688384","0","0","0"
"82693120","0","0","0"
"82699136","0","0","0"
"82712576","1","1","1"
"82712704","0","0","0"
"82751872","0","0","0"
"82753024","1","1","1"
"82756864","0","0","0"
"82761600","0","0","0"
"82778496","1","1","1"
"82780416","0","0","0"
"82784896","0","0","0"
"82834688","0","0","0"
"82840960","0","0","0"
"82848768","2","2","2"
"82858112","0","0","0"
"82859648","0","0","0"
"82864384","0","0","0"
"82865792","0","0","0"
"82925952","0","0","0"
"82941056","0","0","0"
"82957696","1","1","1"
"83009536","0","0","0"
"83015936","0","0","0"
"83016960","0","0","0"
"83032064","0","0","0"
"83032832","0.5","0.5","0.5"
"83037696","0","0","0"
"83067392","0","0","0"
"83096448","0.5","0.5","0.5"
"83097472","0","0","0"
"83116672","0","0","0"
"83117312","0","0","0"
"83117696","1","1","1"
"83120000","0","0","0"
"83121280","1","1","1"
"83127552","2","2","2"
"83135488","0","0","0"
"83168640","0","0","0"
"83180160","0","0","0"
"83185536","1","1","1"
"83193344","0","0","0"
"83200128","0","0","0"
"83204864","0","0","0"
"83205120","0","0","0"
"83209088","1","1","1"
"83212800","1","1","1"
"83219328","0","0","0"
"83220608","0","0","0"
"83255808","0","0","0"
"83268992","0","0","0"
"83281664","0","0","0"
"83290752","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"83290880","0","0","0"
"83292416","0","0","0"
"83292672","1","1","1"
"83302912","0","0","0"
"83364096","0","0","0"
"83367168","2","2","2"
"83374592","0","0","0"
"83376768","1","1","1"
"83378560","0","0","0"
"83388288","0","0","0"
"83391616","1","1","1"
"83431296","0","0","0"
"83453696","0","0","0"
"83463296","0","0","0"
"83465088","0","0","0"
"83472768","0","0","0"
"83526528","1","1","1"
"83530112","0","0","0"
"83532032","0","0","0"
"83542528","0","0","0"
"83546624","0","0","0"
"83556992","0","0","0"
"83559808","0","0","0"
"83578240","1","1","1"
"83616000","1","1","1"
"83618176","1","1","1"
"83619840","0","0","0"
"83620608","0","0","0"
"83626368","0","0","0"
"83627136","0","0","0"
"83630976","0","0","0"
"83633792","0","0","0"
"83639936","0","0","0"
"83643904","0","0","0"
"83647104","0.5","0.5","0.5"
"83654400","0","0","0"
"83661696","0","0","0"
"83702016","0","0","0"
"83703424","1","1","1"
"83717504","0","0","0"
"83722240","0","0","0"
"83731712","0","0","0"
"83738752","0","0","0"
"83740544","0","0","0"
"83793536","1","1","1"
"83806592","0","0","0"
"83811328","0","0","0"
"83813376","0","0","0"
"83815168","0","0","0"
"83828224","1","1","1"
"83854464","0","0","0"
"83876096","0","0","0"
"83906816","0","0","0"
"83942016","0","0","0"
"83966976","0","0","0"
"83977472","0","0","0"
"83984384","0","0","0"
"83999616","0","0","0"
"84045824","0","0","0"
"84050944","0","0","0"
"84055424","1","1","1"
"84061824","0","0","0"
"84094464","0","0","0"
"84152448","0","0","0"
"84170368","0","0","0"
"84228224","1","1","1"
"84240256","0","0","0"
"84242944","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"84244480","1","1","1"
"84248576","0","0","0"
"84260352","0","0","0"
"84285184","0","0","0"
"84349568","0","0","0"
"84358144","1","1","1"
"84375040","0","0","0"
"84388352","0","0","0"
"84392192","0.5","0.5","0.5"
"84396928","0","0","0"
"84400640","0","0","0"
"84409472","0","0","0"
"84416128","0","0","0"
"84417408","1","1","1"
"84417792","0","0","0"
"84427264","1","1","1"
"84431744","1","1","1"
"84431872","1","1","1"
"84435456","0","0","0"
"84437120","0","0","0"
"84443904","1","1","1"
"84449152","1","1","1"
"84491264","0","0","0"
"84506240","0","0","0"
"84517120","0","0","0"
"84571264","0","0","0"
"84573440","0","0","0"
"84590976","0","0","0"
"84597632","0","0","0"
"84657536","0","0","0"
"84683008","0","0","0"
"84683264","2","2","2"
"84684800","0","0","0"
"84691072","0","0","0"
"84696704","1","1","1"
"84723712","0","0","0"
"84740608","0","0","0"
"84744832","0","0","0"
"84746752","0","0","0"
"84748160","0","0","0"
"84762112","0","0","0"
"84762240","0","0","0"
"84762496","0","0","0"
"84776576","0","0","0"
"84777216","0","0","0"
"84783744","0","0","0"
"84790016","0","0","0"
"84835840","1","1","1"
"84848128","1","1","1"
"84849152","0","0","0"
"84849792","0","0","0"
"84856832","0","0","0"
"84857216","0","0","0"
"84857472","0","0","0"
"84864896","0","0","0"
"84865664","0","0","0"
"84871424","0","0","0"
"84876288","0","0","0"
"84877056","1","1","1"
"84906112","0","0","0"
"84917632","0","0","0"
"84921856","0","0","0"
"84928384","0","0","0"
"84932096","0","0","0"
"84937984","0","0","0"
"84941696","1","1","1"
"84945920","0","0","0"
"84973568","0","0","0"
"85014272","1","1","1"
"85016576","0","0","0"
"85019648","0","0","0"
"85020672","0","0","0"
"85022336","1","1","1"
"85025024","0","0","0"
"85027584","1","1","1"
"85030784","0","0","0"
"85030912","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"85041920","0","0","0"
"85046528","0","0","0"
"85049472","0","0","0"
"85049856","0","0","0"
"85097856","0.5","0.5","0.5"
"85097984","0","0","0"
"85102080","0","0","0"
"85103360","2","2","2"
"85112192","0","0","0"
"85115648","1","1","1"
"85118080","0","0","0"
"85134976","0","0","0"
"85185408","1","1","1"
"85198720","0","0","0"
"85199744","0","0","0"
"85201152","0","0","0"
"85201408","0","0","0"
"85229952","1","1","1"
"85284992","0","0","0"
"85287296","0","0","0"
"85287680","0","0","0"
"85290880","0","0","0"
"85304576","1","1","1"
"85310336","0","0","0"
"85317248","0","0","0"
"85352064","0","0","0"
"85365248","1","1","1"
"85369472","1","1","1"
"85372288","0","0","0"
"85376768","0","0","0"
"85377024","0.5","0.5","0.5"
"85379712","0","0","0"
"85385728","1","1","1"
"85385984","0","0","0"
"85388544","0","0","0"
"85398016","0","0","0"
"85398272","0","0","0"
"85454080","0","0","0"
"85460864","0","0","0"
"85461120","0.5","0.5","0.5"
"85462016","0","0","0"
"85468544","0","0","0"
"85472256","0","0","0"
"85479680","0","0","0"
"85484544","0","0","0"
"85545600","0","0","0"
"85565056","0","0","0"
"85566080","0","0","0"
"85570432","0","0","0"
"85617408","0","0","0"
"85633792","0","0","0"
"85636608","1","1","1"
"85649152","0","0","0"
"85649792","0","0","0"
"85701376","0","0","0"
"85707008","0","0","0"
"85720704","0","0","0"
"85722624","0.5","0.5","0.5"
"85723520","0","0","0"
"85732224","0.5","0.5","0.5"
"85735424","0","0","0"
"85738112","0","0","0"
"85752064","3","3","3"
"85758976","0","0","0"
"85787648","0","0","0"
"85800064","0","0","0"
"85804544","0","0","0"
"85811456","0","0","0"
"85813888","0","0","0"
"85830272","0","0","0"
"85832064","0","0","0"
"85886336","0","0","0"
"85887104","0","0","0"
"85891200","0","0","0"
"85894272","0","0","0"
"85918976","0","0","0"
"85960320","0","0","0"
"85960576","0","0","0"
"85968256","0","0","0"
"85971072","0","0","0"
"85977856","0","0","0"
"85978752","0","0","0"
"85982976","0","0","0"
"85984512","1","1","1"
"85986432","0","0","0"
"85987328","0","0","0"
"86040704","0.5","0.5","0.5"
"86046592","0","0","0"
"86056704","0","0","0"
"86057600","0","0","0"
"86077568","0","0","0"
"86084096","0","0","0"
"86085248","0","0","0"
"86093824","0","0","0"
"86100864","0","0","0"
"86139264","1","1","1"
"86142592","0","0","0"
"86148224","1","1","1"
"86159616","0","0","0"
"86160256","0","0","0"
"86161024","0","0","0"
"86171520","1","1","1"
"86189952","0","0","0"
"86216320","0","0","0"
"86225408","0","0","0"
"86230656","0","0","0"
"86262016","1","1","1"
"86306560","1","1","1"
"86312960","1","1","1"
"86331136","0","0","0"
"86335360","0","0","0"
"86340224","0.5","0.5","0.5"
"86353664","0","0","0"
"86404992","0","0","0"
"86410880","0","0","0"
"86425856","0","0","0"
"86427008","0.5","0.5","0.5"
"86434048","0","0","0"
"86443392","1","1","1"
"86458496","0","0","0"
"86488320","0","0","0"
"86495232","0","0","0"
"86520192","0","0","0"
"86535296","0","0","0"
"86558208","2","2","2"
"86588800","0","0","0"
"86592896","0.5","0.5","0.5"
"86595840","0","0","0"
"86602880","1","1","1"
"86607488","0","0","0"
"86614272","0","0","0"
"86614784","0","0","0"
"86644224","0","0","0"
"86667520","1","1","1"
"86680832","0","0","0"
"86685568","1","1","1"
"86699392","1","1","1"
"86700544","0","0","0"
"86744704","0","0","0"
"86747904","1","1","1"
"86752384","0","0","0"
"86757248","0","0","0"
"86757504","1","1","1"
"86758400","0","0","0"
"86766464","0","0","0"
"86832768","0","0","0"
"86841344","0","0","0"
"86844288","0","0","0"
"86848640","0","0","0"
"86867328","0","0","0"
"86869504","0","0","0"
"86872448","0","0","0"
"86874496","0","0","0"
"86875904","0","0","0"
"86892672","0","0","0"
"86915584","0","0","0"
"86921472","0","0","0"
"86923264","0","0","0"
"86926208","0","0","0"
"86930944","0","0","0"
"86936320","0","0","0"
"86941568","0","0","0"
"86941824","0","0","0"
"86953600","0","0","0"
"86963072","1","1","1"
"86979456","0","0","0"
"86983424","0","0","0"
"87007360","0","0","0"
"87008384","0","0","0"
"87009664","0","0","0"
"87012736","0","0","0"
"87022592","1","1","1"
"87025792","0","0","0"
"87030016","0.5","0.5","0.5"
"87030912","0","0","0"
"87032960","0","0","0"
"87034368","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"87035520","0","0","0"
"87036544","0","0","0"
"87039616","1","1","1"
"87041536","0","0","0"
"87084032","0","0","0"
"87091456","0","0","0"
"87110784","1","1","1"
"87128320","0","0","0"
"87130752","0","0","0"
"87151872","0","0","0"
"87179008","0","0","0"
"87183232","0","0","0"
"87193600","0","0","0"
"87210624","0","0","0"
"87281024","0","0","0"
"87284992","0","0","0"
"87305216","0","0","0"
"87306112","0","0","0"
"87312000","0","0","0"
"87325184","0","0","0"
"87350400","0","0","0"
"87355136","0","0","0"
"87356416","0","0","0"
"87361024","0","0","0"
"87366912","0","0","0"
"87371136","0","0","0"
"87371392","0","0","0"
"87379712","0","0","0"
"87379840","0","0","0"
"87380736","0","0","0"
"87394048","0","0","0"
"87394176","0","0","0"
"87395968","0","0","0"
"87459968","0","0","0"
"87461120","0","0","0"
"87461888","0","0","0"
"87473024","1","1","1"
"87525120","0","0","0"
"87539328","0","0","0"
"87544064","0","0","0"
"87552128","0","0","0"
"87563264","0","0","0"
"87564800","0","0","0"
"87570688","0","0","0"
"87603840","0","0","0"
"87616896","0","0","0"
"87624960","0","0","0"
"87627136","0","0","0"
"87628160","0","0","0"
"87637376","0.5","0.5","0.5"
"87639680","0","0","0"
"87645440","0","0","0"
"87667200","1","1","1"
"87702400","0","0","0"
"87711488","1","1","1"
"87711616","0","0","0"
"87737344","0","0","0"
"87742208","1","1","1"
"87777408","0","0","0"
"87792640","0","0","0"
"87798400","0","0","0"
"87809920","1","1","1"
"87819648","0","0","0"
"87821056","0","0","0"
"87822848","0","0","0"
"87859584","1","1","1"
"87892352","0","0","0"
"87893248","0","0","0"
"87918720","0","0","0"
"87949184","0","0","0"
"87966592","0","0","0"
"87973504","0","0","0"
"87978752","0","0","0"
"87984896","0","0","0"
"87985408","1","1","1"
"87992320","0","0","0"
"87994368","0","0","0"
"87997184","1","1","1"
"88015488","0","0","0"
"88051200","2","2","2"
"88054016","0","0","0"
"88072192","1","1","1"
"88075264","0","0","0"
"88084864","0","0","0"
"88133376","1","1","1"
"88142720","1","1","1"
"88149760","0","0","0"
"88154112","2","2","2"
"88175104","0","0","0"
"88238976","0","0","0"
"88244352","0","0","0"
"88260096","0","0","0"
"88309888","0","0","0"
"88319872","1","1","1"
"88329600","0","0","0"
"88335488","0","0","0"
"88337408","0","0","0"
"88343808","1","1","1"
"88346240","0","0","0"
"88349312","0","0","0"
"88393984","1","1","1"
"88418304","0","0","0"
"88419072","0","0","0"
"88420480","0","0","0"
"88428800","0","0","0"
"88445184","0","0","0"
"88476800","0","0","0"
"88484736","0","0","0"
"88503424","0.5","0.5","0.5"
"88516224","1","1","1"
"88516736","0","0","0"
"88529280","0","0","0"
"88583936","0","0","0"
"88594688","0","0","0"
"88605824","0","0","0"
"88612096","2","2","2"
"88616704","0","0","0"
"88621184","0","0","0"
"88656128","0","0","0"
"88658688","1","1","1"
"88660352","0","0","0"
"88666880","1","1","1"
"88667648","1","1","1"
"88675968","0","0","0"
"88685440","2","2","2"
"88691072","0","0","0"
"88747136","0","0","0"
"88750592","0","0","0"
"88759424","0","0","0"
"88761856","0","0","0"
"88770560","0","0","0"
"88770944","2","2","2"
"88777728","0","0","0"
"88848384","0","0","0"
"88851200","0","0","0"
"88852864","0.5","0.5","0.5"
"88866944","0","0","0"
"88867456","0","0","0"
"88873472","0","0","0"
"88927616","0","0","0"
"88928640","0","0","0"
"88929408","0","0","0"
"88941056","1.5","1.5","1.5"
"88952064","0","0","0"
"88954112","1","1","1"
"89004928","0","0","0"
"89010944","0","0","0"
"89015808","0","0","0"
"89027968","0","0","0"
"89032064","0","0","0"
"89032448","0","0","0"
"89042944","2","2","2"
"89043584","1","1","1"
"89052032","0","0","0"
"89077248","2","2","2"
"89106048","1","1","1"
"89106944","1","1","1"
"89111168","0","0","0"
"89113088","0","0","0"
"89114368","0","0","0"
"89129088","0","0","0"
"89135488","0","0","0"
"89144576","0","0","0"
"89168512","0","0","0"
"89182208","1","1","1"
"89200000","0","0","0"
"89201792","0","0","0"
"89226112","0","0","0"
"89231872","0","0","0"
"89239680","0","0","0"
"89263616","0","0","0"
"89265152","0","0","0"
"89271424","0","0","0"
"89273856","0","0","0"
"89280256","0","0","0"
"89287936","0","0","0"
"89288960","0.5","0.5","0.5"
"89294080","0","0","0"
"89299200","0","0","0"
"89299968","0","0","0"
"89308160","0","0","0"
"89308800","0","0","0"
"89348224","1","1","1"
"89352704","1","1","1"
"89371392","1","1","1"
"89372288","0","0","0"
"89383936","0","0","0"
"89387008","1","1","1"
"89391104","0","0","0"
"89411840","0","0","0"
"89443840","0","0","0"
"89449216","0","0","0"
"89460736","0","0","0"
"89461376","0","0","0"
"89465344","0","0","0"
"89515520","1","1","1"
"89526400","0","0","0"
"89532416","0","0","0"
"89534336","0","0","0"
"89537408","0","0","0"
"89550080","0","0","0"
"89592192","0","0","0"
"89607552","0","0","0"
"89617024","0","0","0"
"89619840","0","0","0"
"89621376","0","0","0"
"89628800","1","1","1"
"89633024","0","0","0"
"89635328","0","0","0"
"89640064","1","1","1"
"89651968","0","0","0"
"89705728","0","0","0"
"89706368","0","0","0"
"89709824","0","0","0"
"89720704","0.5","0.5","0.5"
"89737728","1","1","1"
"89800960","0","0","0"
"89807360","0","0","0"
"89810048","1","1","1"
"89812864","1","1","1"
"89813120","0","0","0"
"89819392","0","0","0"
"89822592","0","0","0"
"89851264","0","0","0"
"89882752","0","0","0"
"89887360","0","0","0"
"89893888","0","0","0"
"89895552","0","0","0"
"89895680","0","0","0"
"89900800","0","0","0"
"89910016","0","0","0"
"89910528","0","0","0"
"89915520","0","0","0"
"89924864","0","0","0"
"89962368","0","0","0"
"89967616","0","0","0"
"89973504","0","0","0"
"89992064","1","1","1"
"89996416","1","1","1"
"90040832","1","1","1"
"90045824","1","1","1"
"90054016","0","0","0"
"90070400","0","0","0"
"90073728","0","0","0"
"90076928","0","0","0"
"90077312","0","0","0"
"90103552","0","0","0"
"90133120","0","0","0"
"90139520","0","0","0"
"90152832","0","0","0"
"90175104","0","0","0"
"90179200","0","0","0"
"90194304","0","0","0"
"90244864","0","0","0"
"90255744","0","0","0"
"90262528","0","0","0"
"90266240","0.5","0.5","0.5"
"90272512","0","0","0"
"90273408","0","0","0"
"90318208","0","0","0"
"90326784","1","1","1"
"90332160","0","0","0"
"90334464","0","0","0"
"90356480","0","0","0"
"90364672","0","0","0"
"90395136","0","0","0"
"90398208","0","0","0"
"90405376","1","1","1"
"90405504","0","0","0"
"90407936","0","0","0"
"90410112","0","0","0"
"90412544","0","0","0"
"90419840","0.5","0.5","0.5"
"90420096","0","0","0"
"90483456","0","0","0"
"90492672","0","0","0"
"90501376","0","0","0"
"90504576","0","0","0"
"90512384","0","0","0"
"90516608","1","1","1"
"90558336","0","0","0"
"90560384","0","0","0"
"90571136","2","2","2"
"90575744","0","0","0"
"90585472","1","1","1"
"90589056","1","1","1"
"90599552","0","0","0"
"90660352","0","0","0"
"90665984","0","0","0"
"90668928","0","0","0"
"90676736","0","0","0"
"90678272","0","0","0"
"90679552","0","0","0"
"90680064","0","0","0"
"90680704","0","0","0"
"90682112","0","0","0"
"90694272","0","0","0"
"90736640","1","1","1"
"90748160","0","0","0"
"90753536","0","0","0"
"90766336","0","0","0"
"90767488","1","1","1"
"90768768","0","0","0"
"90770176","0.5","0.5","0.5"
"90770816","0.5","0.5","0.5"
"90784256","0","0","0"
"90793856","0","0","0"
"90799104","0","0","0"
"90832128","1","1","1"
"90836096","0","0","0"
"90837760","0","0","0"
"90838272","1","1","1"
"90848000","1","1","1"
"90850688","1","1","1"
"90854272","0","0","0"
"90855680","0","0","0"
"90859904","0","0","0"
"90870656","0","0","0"
"90871040","0","0","0"
"90906624","1","1","1"
"90918272","1","1","1"
"90934784","0","0","0"
"90948992","0","0","0"
"90949504","0","0","0"
"90951168","0","0","0"
"90960256","0","0","0"
"91024896","0","0","0"
"91029248","0","0","0"
"91035520","0","0","0"
"91037824","0","0","0"
"91050112","0","0","0"
"91063680","0","0","0"
"91108096","0","0","0"
"91110656","0","0","0"
"91114880","0","0","0"
"91134336","1","1","1"
"91134720","0","0","0"
"91139712","0","0","0"
"91150848","0","0","0"
"91179520","0","0","0"
"91181184","0","0","0"
"91193600","0","0","0"
"91196288","0","0","0"
"91197440","0","0","0"
"91203840","0","0","0"
"91214336","0","0","0"
"91223168","0","0","0"
"91266176","1","1","1"
"91269760","0","0","0"
"91270912","0","0","0"
"91275392","2","2","2"
"91276800","1","1","1"
"91290880","0","0","0"
"91292928","0","0","0"
"91297920","0","0","0"
"91300096","1","1","1"
"91316224","0","0","0"
"91322880","0","0","0"
"91334016","1","1","1"
"91351040","1","1","1"
"91361152","0","0","0"
"91368960","0","0","0"
"91373184","0","0","0"
"91373568","0","0","0"
"91383296","0","0","0"
"91397376","0","0","0"
"91445760","0","0","0"
"91450240","0","0","0"
"91467648","1","1","1"
"91470208","1","1","1"
"91518848","1","1","1"
"91526656","0","0","0"
"91530752","0","0","0"
"91533440","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"91539200","0","0","0"
"91545984","0","0","0"
"91547264","0","0","0"
"91554688","1","1","1"
"91561856","0","0","0"
"91573504","0","0","0"
"91576192","0","0","0"
"91603584","0","0","0"
"91619328","0","0","0"
"91622272","0","0","0"
"91629312","0","0","0"
"91630464","1","1","1"
"91641984","0","0","0"
"91643520","2","2","2"
"91646080","0","0","0"
"91647872","0","0","0"
"91652224","0","0","0"
"91657984","1","1","1"
"91659776","0","0","0"
"91673472","0","0","0"
"91704576","0.5","0.5","0.5"
"91718016","0","0","0"
"91722752","0","0","0"
"91730432","0","0","0"
"91731968","0","0","0"
"91737728","0","0","0"
"91796864","0","0","0"
"91799552","0","0","0"
"91806848","0","0","0"
"91816064","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"91820800","1","1","1"
"91825792","0","0","0"
"91851392","0","0","0"
"91875328","0","0","0"
"91888768","0","0","0"
"91902976","0","0","0"
"91950848","1","1","1"
"91969920","0","0","0"
"91974784","0","0","0"
"91976704","0","0","0"
"91981056","0","0","0"
"92056192","0","0","0"
"92059776","0","0","0"
"92065664","2","2","2"
"92066176","0","0","0"
"92078208","0","0","0"
"92087168","0","0","0"
"92129792","0","0","0"
"92140672","0","0","0"
"92160256","0","0","0"
"92171264","0.5","0.5","0.5"
"92182656","0","0","0"
"92196224","0","0","0"
"92227584","0","0","0"
"92235776","0","0","0"
"92239104","1","1","1"
"92244096","3","3","3"
"92246144","0","0","0"
"92251776","0","0","0"
"92253952","0","0","0"
"92261888","0","0","0"
"92270080","1","1","1"
"92274048","0","0","0"
"92316544","0.5","0.5","0.5"
"92318720","0","0","0"
"92321024","0","0","0"
"92322432","1","1","1"
"92326784","1","1","1"
"92333440","0","0","0"
"92333696","1","1","1"
"92334464","0","0","0"
"92335744","0","0","0"
"92350720","0","0","0"
"92368384","2","2","2"
"92398208","0","0","0"
"92400384","0","0","0"
"92404480","0","0","0"
"92407936","0","0","0"
"92409472","0","0","0"
"92414720","0","0","0"
"92417664","0","0","0"
"92425216","0","0","0"
"92439296","0","0","0"
"92442880","0","0","0"
"92447360","0","0","0"
"92486528","0","0","0"
"92501120","0","0","0"
"92507392","0","0","0"
"92513152","0","0","0"
"92515200","0","0","0"
"92516096","0","0","0"
"92516736","0","0","0"
"92520320","0","0","0"
"92542976","0","0","0"
"92568832","0","0","0"
"92572288","1","1","1"
"92576128","1","1","1"
"92583552","0","0","0"
"92583680","0","0","0"
"92583808","0","0","0"
"92592768","0","0","0"
"92598912","0.5","0.5","0.5"
"92599552","0","0","0"
"92610176","0","0","0"
"92615680","0","0","0"
"92626560","0","0","0"
"92678016","0","0","0"
"92678784","0","0","0"
"92679680","0","0","0"
"92686592","0","0","0"
"92687104","0","0","0"
"92702592","0","0","0"
"92704512","2","2","2"
"92707200","0","0","0"
"92717056","0","0","0"
"92747776","0","0","0"
"92755840","0","0","0"
"92762112","0","0","0"
"92773760","0","0","0"
"92775808","1","1","1"
"92784128","0","0","0"
