"Step","Freeway-v4__my_baseline_intrinsic__1__1664396756 - charts/mean_episodic_return","Freeway-v4__my_baseline_intrinsic__1__1664396756 - charts/mean_episodic_return__MIN","Freeway-v4__my_baseline_intrinsic__1__1664396756 - charts/mean_episodic_return__MAX"
"65036288","0","0","0"
"65038848","1","1","1"
"65039360","2","2","2"
"65041792","2","2","2"
"65044224","1","1","1"
"65046016","1","1","1"
"65103744","0","0","0"
"65113856","0","0","0"
"65122560","0","0","0"
"65130752","1","1","1"
"65202560","2","2","2"
"65206144","0","0","0"
"65215488","2","2","2"
"65223552","0","0","0"
"65230720","0","0","0"
"65273472","1","1","1"
"65273728","0","0","0"
"65275648","0","0","0"
"65282304","1","1","1"
"65296384","1","1","1"
"65299840","1","1","1"
"65300096","1","1","1"
"65314816","0","0","0"
"65367296","1","1","1"
"65368192","2","2","2"
"65368704","0","0","0"
"65369088","0","0","0"
"65377920","0","0","0"
"65381632","0.5","0.5","0.5"
"65391232","1","1","1"
"65405568","0","0","0"
"65460608","2","2","2"
"65465344","1","1","1"
"65543936","0","0","0"
"65547904","0","0","0"
"65549824","0","0","0"
"65555584","0","0","0"
"65556736","0","0","0"
"65560576","0","0","0"
"65571200","1","1","1"
"65617536","0","0","0"
"65626368","0","0","0"
"65631104","0","0","0"
"65634560","0","0","0"
"65635968","0","0","0"
"65639296","0","0","0"
"65646080","0","0","0"
"65663232","0","0","0"
"65725824","0","0","0"
"65729536","0","0","0"
"65745152","0","0","0"
"65755008","0","0","0"
"65792256","0","0","0"
"65801472","1","1","1"
"65816320","0","0","0"
"65838336","1","1","1"
"65901184","0","0","0"
"65902464","0","0","0"
"65902976","0","0","0"
"65907200","0","0","0"
"65920256","0","0","0"
"65988480","0","0","0"
"66011904","0","0","0"
"66061568","0","0","0"
"66068352","0","0","0"
"66080256","2","2","2"
"66094976","0.5","0.5","0.5"
"66098688","0","0","0"
"66142336","1","1","1"
"66147584","0","0","0"
"66154240","0","0","0"
"66164352","1","1","1"
"66165120","0","0","0"
"66173440","0","0","0"
"66177792","0","0","0"
"66193664","0","0","0"
"66200448","0","0","0"
"66230400","0","0","0"
"66241536","0","0","0"
"66247168","0","0","0"
"66253312","0","0","0"
"66278528","0","0","0"
"66282624","0","0","0"
"66319232","0","0","0"
"66327808","0","0","0"
"66334848","0","0","0"
"66335488","0","0","0"
"66378368","0","0","0"
"66408320","0","0","0"
"66409344","0","0","0"
"66421760","0","0","0"
"66429440","0","0","0"
"66449408","0","0","0"
"66494720","0","0","0"
"66509312","0","0","0"
"66513536","1","1","1"
"66594304","0.5","0.5","0.5"
"66595328","0.5","0.5","0.5"
"66606592","0","0","0"
"66608384","0","0","0"
"66668672","0","0","0"
"66672256","0","0","0"
"66674944","0","0","0"
"66679296","1","1","1"
"66680320","0","0","0"
"66685696","0","0","0"
"66708608","0","0","0"
"66726016","0","0","0"
"66772992","0","0","0"
"66773248","0","0","0"
"66776192","0","0","0"
"66776704","0","0","0"
"66780160","0","0","0"
"66782592","0","0","0"
"66790144","0.5","0.5","0.5"
"66797184","0","0","0"
"66797824","0","0","0"
"66850560","0","0","0"
"66851456","0","0","0"
"66853248","0","0","0"
"66868224","1","1","1"
"66869376","1","1","1"
"66869504","0","0","0"
"66872704","2","2","2"
"66927616","1","1","1"
"66976128","0","0","0"
"67017984","1","1","1"
"67031168","1","1","1"
"67041920","0","0","0"
"67067648","1","1","1"
"67086976","0","0","0"
"67111296","0.5","0.5","0.5"
"67112064","0","0","0"
"67112832","0","0","0"
"67122944","0","0","0"
"67124864","1","1","1"
"67125376","1","1","1"
"67128064","1","1","1"
"67144960","0","0","0"
"67205504","0","0","0"
"67209600","0.5","0.5","0.5"
"67218304","0","0","0"
"67224320","0","0","0"
"67229312","0","0","0"
"67287424","0","0","0"
"67290368","1","1","1"
"67303936","0","0","0"
"67313024","1","1","1"
"67377536","1","1","1"
"67378432","0","0","0"
"67384704","0","0","0"
"67394048","1","1","1"
"67412992","0","0","0"
"67458688","1","1","1"
"67461632","0","0","0"
"67473152","0","0","0"
"67473408","0","0","0"
"67527552","0","0","0"
"67551104","0","0","0"
"67622528","1","1","1"
"67625472","4","4","4"
"67626880","0","0","0"
"67639936","2","2","2"
"67666560","3","3","3"
"67673344","4","4","4"
"67798400","4","4","4"
"67805440","2","2","2"
"67832448","2","2","2"
"67839616","0","0","0"
"67881088","1","1","1"
"67898368","0","0","0"
"67914880","0.5","0.5","0.5"
"67917824","1","1","1"
"67993088","1","1","1"
"68016768","0","0","0"
"68041216","1","1","1"
"68065536","0.5","0.5","0.5"
"68066176","0.5","0.5","0.5"
"68074496","1","1","1"
"68104192","0","0","0"
"68143232","0","0","0"
"68150912","1","1","1"
"68152960","0.5","0.5","0.5"
"68153728","0","0","0"
"68155008","0","0","0"
"68155904","1.5","1.5","1.5"
"68189184","0","0","0"
"68196736","0","0","0"
"68241152","0.5","0.5","0.5"
"68253056","0.5","0.5","0.5"
"68260864","2","2","2"
"68265984","0","0","0"
"68278528","0","0","0"
"68302336","1","1","1"
"68321024","1","1","1"
"68328320","1","1","1"
"68330624","1","1","1"
"68338816","2","2","2"
"68365952","1","1","1"
"68416640","0","0","0"
"68417536","1","1","1"
"68428544","0","0","0"
"68503680","0","0","0"
"68506240","1","1","1"
"68508416","0","0","0"
"68510976","0","0","0"
"68515072","0","0","0"
"68517760","0","0","0"
"68523648","0","0","0"
"68544384","0","0","0"
"68596096","2","2","2"
"68674560","0","0","0"
"68676864","0","0","0"
"68678656","2","2","2"
"68683264","0.5","0.5","0.5"
"68684544","0","0","0"
"68690176","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"68705408","0","0","0"
"68719616","0","0","0"
"68750336","0","0","0"
"68767360","1","1","1"
"68768128","0","0","0"
"68844416","0","0","0"
"68857984","1","1","1"
"68861184","0","0","0"
"68864896","0","0","0"
"68866432","0","0","0"
"68878976","1","1","1"
"68887424","0","0","0"
"69007360","1","1","1"
"69022336","0","0","0"
"69028480","0","0","0"
"69030528","0","0","0"
"69032576","1","1","1"
"69043200","0","0","0"
"69047424","1","1","1"
"69056256","0","0","0"
"69092608","0","0","0"
"69110656","1","1","1"
"69129344","0.5","0.5","0.5"
"69132288","1","1","1"
"69199488","1","1","1"
"69201152","0","0","0"
"69204736","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"69214336","1","1","1"
"69215616","0","0","0"
"69216256","0","0","0"
"69283712","0","0","0"
"69284480","0","0","0"
"69285376","0","0","0"
"69295360","0","0","0"
"69346432","0","0","0"
"69360256","0","0","0"
"69371392","0","0","0"
"69378176","0","0","0"
"69379712","0","0","0"
"69381248","0","0","0"
"69381760","0","0","0"
"69383040","0","0","0"
"69459456","0","0","0"
"69459968","0","0","0"
"69469184","0","0","0"
"69542912","1","1","1"
"69543168","0","0","0"
"69548416","0","0","0"
"69550080","0","0","0"
"69565056","0","0","0"
"69577984","3","3","3"
"69620608","0","0","0"
"69630976","0","0","0"
"69634560","1","1","1"
"69635456","1","1","1"
"69637376","1","1","1"
"69644416","1","1","1"
"69645824","1","1","1"
"69646336","1.5","1.5","1.5"
"69651968","0","0","0"
"69655936","2","2","2"
"69656448","0","0","0"
"69668864","3","3","3"
"69707136","0","0","0"
"69716736","2","2","2"
"69722496","0","0","0"
"69739136","0","0","0"
"69756800","0","0","0"
"69793920","0","0","0"
"69897728","0","0","0"
"69913088","0","0","0"
"69918464","2","2","2"
"69918720","0","0","0"
"69926528","0","0","0"
"69929216","0","0","0"
"69980160","1","1","1"
"69986560","1","1","1"
"69996160","2","2","2"
"69997056","2","2","2"
"70011264","1","1","1"
"70049664","3","3","3"
"70063360","0","0","0"
"70076416","2","2","2"
"70153984","5","5","5"
"70167168","2","2","2"
"70181504","1","1","1"
"70236544","2","2","2"
"70242432","2","2","2"
"70255232","0","0","0"
"70257280","2","2","2"
"70323456","2","2","2"
"70338688","3","3","3"
"70349696","1","1","1"
"70354432","4","4","4"
"70404608","2","2","2"
"70409856","4","4","4"
"70421888","0","0","0"
"70427136","2","2","2"
"70431616","1","1","1"
"70435712","1","1","1"
"70497536","0","0","0"
"70500736","1","1","1"
"70503680","0","0","0"
"70509952","1","1","1"
"70588032","0","0","0"
"70603392","0","0","0"
"70605184","2","2","2"
"70624512","0","0","0"
"70625408","1","1","1"
"70643456","0","0","0"
"70676608","0","0","0"
"70697600","0","0","0"
"70769152","0","0","0"
"70777472","0","0","0"
"70780800","0","0","0"
"70781312","0","0","0"
"70850048","0","0","0"
"70850816","1","1","1"
"70866432","0","0","0"
"70889856","1","1","1"
"70917120","1","1","1"
"70925568","0","0","0"
"70930816","0","0","0"
"70949760","0","0","0"
"70950656","0","0","0"
"70977152","1","1","1"
"71024768","0","0","0"
"71045376","0","0","0"
"71068416","0","0","0"
"71117952","0","0","0"
"71122176","0","0","0"
"71126784","0","0","0"
"71129600","0","0","0"
"71146112","0","0","0"
"71194624","0","0","0"
"71196800","0","0","0"
"71214080","0","0","0"
"71224192","0","0","0"
"71299328","0","0","0"
"71302528","1","1","1"
"71318272","0","0","0"
"71329664","0","0","0"
"71380096","0","0","0"
"71391488","0","0","0"
"71434112","0","0","0"
"71451264","0","0","0"
"71452160","0","0","0"
"71456512","0","0","0"
"71458304","0","0","0"
"71464448","0","0","0"
"71472768","0","0","0"
"71478144","1","1","1"
"71542784","0","0","0"
"71544576","0","0","0"
"71549056","0","0","0"
"71552000","0","0","0"
"71560448","0","0","0"
"71572736","0","0","0"
"71579776","0","0","0"
"71590400","0","0","0"
"71627904","0","0","0"
"71633280","0","0","0"
"71635968","0","0","0"
"71638016","0","0","0"
"71644160","0","0","0"
"71646080","0","0","0"
"71646464","0","0","0"
"71647104","0","0","0"
"71652608","0","0","0"
"71686528","0","0","0"
"71702272","0","0","0"
"71718272","0","0","0"
"71729792","0","0","0"
"71732608","0","0","0"
"71749504","0","0","0"
"71799552","0","0","0"
"71804160","0","0","0"
"71808512","0","0","0"
"71813888","0","0","0"
"71827968","0","0","0"
"71888384","0","0","0"
"71889920","0","0","0"
"71902720","0","0","0"
"71907328","0","0","0"
"71915008","0","0","0"
"71915520","0","0","0"
"71946624","0","0","0"
"71984768","0","0","0"
"71985664","0","0","0"
"72019200","0","0","0"
"72043904","0","0","0"
"72054016","0","0","0"
"72063616","0","0","0"
"72064128","0","0","0"
"72064384","0","0","0"
"72069760","0","0","0"
"72075136","0","0","0"
"72092928","0","0","0"
"72145792","0.5","0.5","0.5"
"72164864","0","0","0"
"72167936","0","0","0"
"72168832","0","0","0"
"72169216","0","0","0"
"72181760","0","0","0"
"72222592","1","1","1"
"72239488","1","1","1"
"72253696","0","0","0"
"72254336","0","0","0"
"72303872","0","0","0"
"72308096","2","2","2"
"72322304","2","2","2"
"72326656","0","0","0"
"72352128","0","0","0"
"72368128","0","0","0"
"72477952","4","4","4"
"72496256","2","2","2"
"72501248","2","2","2"
"72510848","0","0","0"
"72521088","2","2","2"
"72521856","2","2","2"
"72583296","1","1","1"
"72595200","1","1","1"
"72602368","1","1","1"
"72607872","0","0","0"
"72610944","1","1","1"
"72668800","2","2","2"
"72676224","1","1","1"
"72677632","1","1","1"
"72681088","1","1","1"
"72689152","3","3","3"
"72698624","1","1","1"
"72750976","0","0","0"
"72764288","0","0","0"
"72783104","0","0","0"
"72792320","0","0","0"
"72848768","0","0","0"
"72863360","0","0","0"
"72866176","0","0","0"
"72869120","0","0","0"
"72927616","0","0","0"
"72942336","0","0","0"
"72948736","0","0","0"
"72952192","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"72957184","1","1","1"
"72965248","0","0","0"
"73017344","0","0","0"
"73018240","0","0","0"
"73020160","0","0","0"
"73023744","0","0","0"
"73035136","0","0","0"
"73036288","0","0","0"
"73050368","0","0","0"
"73054208","0","0","0"
"73068032","0","0","0"
"73107072","0","0","0"
"73109760","0","0","0"
"73118336","0","0","0"
"73125632","0","0","0"
"73128960","0","0","0"
"73190784","0","0","0"
"73196288","0","0","0"
"73204352","0","0","0"
"73204736","0","0","0"
"73205248","0","0","0"
"73205376","0","0","0"
"73210752","0","0","0"
"73224832","0","0","0"
"73282560","0","0","0"
"73300224","0","0","0"
"73303680","0","0","0"
"73304576","0","0","0"
"73362048","0","0","0"
"73370752","0","0","0"
"73376256","0","0","0"
"73379200","0","0","0"
"73394176","0","0","0"
"73465088","0","0","0"
"73481216","0","0","0"
"73482880","0","0","0"
"73492864","0","0","0"
"73524224","0","0","0"
"73535232","0","0","0"
"73544576","0","0","0"
"73549568","0","0","0"
"73564032","0","0","0"
"73569536","0","0","0"
"73581184","0","0","0"
"73623040","0","0","0"
"73625472","0","0","0"
"73627520","0","0","0"
"73635328","0","0","0"
"73658112","0","0","0"
"73667584","0","0","0"
"73710080","0","0","0"
"73713024","0","0","0"
"73718016","0","0","0"
"73725952","0","0","0"
"73727232","0","0","0"
"73736192","0","0","0"
"73742592","0","0","0"
"73745024","0","0","0"
"73784192","0","0","0"
"73784448","0","0","0"
"73796864","0","0","0"
"73805312","0","0","0"
"73816832","0","0","0"
"73880192","0","0","0"
"73888896","0","0","0"
"73898880","0","0","0"
"73907328","0","0","0"
"73909888","0","0","0"
"73919616","0","0","0"
"73970560","0.5","0.5","0.5"
"73991424","1","1","1"
"73999232","0","0","0"
"74057088","0","0","0"
"74064384","0","0","0"
"74079104","0","0","0"
"74083712","0","0","0"
"74088960","0","0","0"
"74129920","0","0","0"
"74165504","1","1","1"
"74167552","0","0","0"
"74167936","0","0","0"
"74260224","0","0","0"
"74263680","0","0","0"
"74323712","0","0","0"
"74339584","0","0","0"
"74353408","0","0","0"
"74357376","0","0","0"
"74389376","0","0","0"
"74417920","0","0","0"
"74428032","0","0","0"
"74433536","0","0","0"
"74434304","0","0","0"
"74451712","0","0","0"
"74490496","0","0","0"
"74494208","0","0","0"
"74505856","0","0","0"
"74506240","0","0","0"
"74509056","0","0","0"
"74514304","0","0","0"
"74515328","0","0","0"
"74552192","0","0","0"
"74562560","0","0","0"
"74578048","0","0","0"
"74601344","0","0","0"
"74604928","0","0","0"
"74611456","0","0","0"
"74625152","0","0","0"
"74673792","0","0","0"
"74676480","0","0","0"
"74681216","0","0","0"
"74682368","0","0","0"
"74682880","0","0","0"
"74696320","0","0","0"
"74750848","0","0","0"
"74755328","0","0","0"
"74836992","0","0","0"
"74850048","0","0","0"
"74852736","0","0","0"
"74855296","0","0","0"
"74917760","0","0","0"
"74926976","0","0","0"
"74927104","0","0","0"
"74931328","0","0","0"
"74934400","1","1","1"
"74941440","0","0","0"
"74954240","0","0","0"
"74966016","1","1","1"
"75000960","1","1","1"
"75010688","0","0","0"
"75017344","0","0","0"
"75018496","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"75026944","0","0","0"
"75030656","0.5","0.5","0.5"
"75033856","1","1","1"
"75035136","0","0","0"
"75035264","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"75040256","0","0","0"
"75104896","0","0","0"
"75117184","0","0","0"
"75132288","0","0","0"
"75196672","0","0","0"
"75196800","0","0","0"
"75231616","0","0","0"
"75287936","1","1","1"
"75298944","0.5","0.5","0.5"
"75375488","0","0","0"
"75380608","0","0","0"
"75381632","0","0","0"
"75385472","0","0","0"
"75387776","2","2","2"
"75388928","1","1","1"
"75405696","2","2","2"
"75448960","1","1","1"
"75455232","1","1","1"
"75462272","2","2","2"
"75464064","2","2","2"
"75469952","0.5","0.5","0.5"
"75474560","2","2","2"
"75491712","0","0","0"
"75508096","0","0","0"
"75535360","1","1","1"
"75555200","1","1","1"
"75556608","0","0","0"
"75561600","0","0","0"
"75562496","0","0","0"
"75578752","0","0","0"
"75619968","0","0","0"
"75648128","0","0","0"
"75655424","0","0","0"
"75716352","0","0","0"
"75721600","0","0","0"
"75723648","0","0","0"
"75729408","0","0","0"
"75743104","1","1","1"
"75748352","0","0","0"
"75749248","0","0","0"
"75752576","0","0","0"
"75805568","1","1","1"
"75812992","0","0","0"
"75816576","0","0","0"
"75866112","0","0","0"
"75881984","0","0","0"
"75882752","0","0","0"
"75907840","2","2","2"
"75972224","0","0","0"
"75976192","5","5","5"
"75987456","3.5","3.5","3.5"
"75987712","3","3","3"
"75996160","0","0","0"
"76056320","2","2","2"
"76067200","3","3","3"
"76074368","1","1","1"
"76076928","2","2","2"
"76091008","1","1","1"
"76146688","2","2","2"
"76150400","0","0","0"
"76155520","0","0","0"
"76163328","1","1","1"
"76166144","0","0","0"
"76168832","0","0","0"
"76212608","0","0","0"
"76235392","0","0","0"
"76242304","1","1","1"
"76265344","0","0","0"
"76319104","0","0","0"
"76338176","0","0","0"
"76405760","0","0","0"
"76424832","0","0","0"
"76433024","0","0","0"
"76493440","0","0","0"
"76494336","0","0","0"
"76497408","0","0","0"
"76497664","0","0","0"
"76515456","0","0","0"
"76525696","0","0","0"
"76548992","0","0","0"
"76580480","0","0","0"
"76583040","1","1","1"
"76583424","0","0","0"
"76584448","0","0","0"
"76586240","0","0","0"
"76593280","1","1","1"
"76594176","0","0","0"
"76670080","0","0","0"
"76673920","0","0","0"
"76700288","0","0","0"
"76701824","0","0","0"
"76760192","0","0","0"
"76777344","0","0","0"
"76823808","0","0","0"
"76830592","0","0","0"
"76841216","0","0","0"
"76843520","0","0","0"
"76857344","0","0","0"
"76859136","0","0","0"
"76926592","0","0","0"
"76928000","0","0","0"
"76937728","0","0","0"
"76939648","0","0","0"
"76951424","0","0","0"
"77020416","0","0","0"
"77020672","0","0","0"
"77022848","0","0","0"
"77032960","0","0","0"
"77039104","0","0","0"
"77040000","0","0","0"
"77057152","1","1","1"
"77114880","1","1","1"
"77124480","3","3","3"
"77131392","0","0","0"
"77136256","0","0","0"
"77142016","1","1","1"
"77142784","1","1","1"
"77171328","0","0","0"
"77187584","0","0","0"
"77191424","0","0","0"
"77198720","0","0","0"
"77202048","0.5","0.5","0.5"
"77206784","0.5","0.5","0.5"
"77227136","0","0","0"
"77230208","0","0","0"
"77232896","1","1","1"
"77243904","0","0","0"
"77283072","0","0","0"
"77287936","0","0","0"
"77289984","0","0","0"
"77314176","0","0","0"
"77356544","0","0","0"
"77364096","0","0","0"
"77368576","1","1","1"
"77369728","0","0","0"
"77375872","0","0","0"
"77379200","0.5","0.5","0.5"
"77387776","0","0","0"
"77398912","0","0","0"
"77415808","1","1","1"
"77462528","0","0","0"
"77487744","1","1","1"
"77540096","0","0","0"
"77608320","0","0","0"
"77627008","0","0","0"
"77645696","0.5","0.5","0.5"
"77657984","0","0","0"
"77711744","0","0","0"
"77712000","0","0","0"
"77719296","0","0","0"
"77729408","1","1","1"
"77744128","0","0","0"
"77750528","0","0","0"
"77764224","0","0","0"
"77791360","1","1","1"
"77794176","0","0","0"
"77798016","1","1","1"
"77804416","0","0","0"
"77889792","0","0","0"
"77898880","1","1","1"
"77903872","1","1","1"
"77904640","1","1","1"
"77910016","1.5","1.5","1.5"
"77910912","1","1","1"
"77968768","1","1","1"
"77971840","0","0","0"
"77978624","0","0","0"
"77992064","0","0","0"
"77993472","1","1","1"
"78005632","0","0","0"
"78072576","0","0","0"
"78078976","2","2","2"
"78084224","1","1","1"
"78086656","1","1","1"
"78094720","1","1","1"
"78107776","0","0","0"
"78126080","0","0","0"
"78138112","0","0","0"
"78155136","0","0","0"
"78155904","0","0","0"
"78157312","1","1","1"
"78164096","1","1","1"
"78165888","0","0","0"
"78166528","0","0","0"
"78167424","0","0","0"
"78255872","0","0","0"
"78269184","0","0","0"
"78326784","0","0","0"
"78333440","0","0","0"
"78359552","0","0","0"
"78411776","1","1","1"
"78413568","0","0","0"
"78431232","2","2","2"
"78452480","0","0","0"
"78509440","0","0","0"
"78539776","2","2","2"
"78591232","1","1","1"
"78597504","1","1","1"
"78598784","2","2","2"
"78600448","1","1","1"
"78615936","0","0","0"
"78674048","1","1","1"
"78678528","0","0","0"
"78682240","1","1","1"
"78683520","1.5","1.5","1.5"
"78692864","1","1","1"
"78750848","1","1","1"
"78752128","2","2","2"
"78774912","0","0","0"
"78778112","0","0","0"
"78789248","0","0","0"
"78806272","0","0","0"
"78835200","0","0","0"
"78841856","0","0","0"
"78842624","0","0","0"
"79012736","0","0","0"
"79013376","0","0","0"
"79034880","0","0","0"
"79036928","0","0","0"
"79040640","0","0","0"
"79060224","0","0","0"
"79082624","0","0","0"
"79087872","0","0","0"
"79096192","0","0","0"
"79098880","0","0","0"
"79102848","0","0","0"
"79108480","0","0","0"
"79114496","0","0","0"
"79115904","0","0","0"
"79118208","0","0","0"
"79123840","0","0","0"
"79129984","0","0","0"
"79131392","0","0","0"
"79145088","0","0","0"
"79150336","0","0","0"
"79196544","0","0","0"
"79200256","0","0","0"
"79202816","1","1","1"
"79210112","0","0","0"
"79262720","0","0","0"
"79290112","0","0","0"
"79307648","0","0","0"
"79310720","0","0","0"
"79358720","0","0","0"
"79361664","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"79361920","1","1","1"
"79377536","0","0","0"
"79399808","0","0","0"
"79476864","0","0","0"
"79478528","0","0","0"
"79485184","0","0","0"
"79543168","0","0","0"
"79548672","0","0","0"
"79581440","0","0","0"
"79614592","0","0","0"
"79638784","0","0","0"
"79660544","0","0","0"
"79689984","0","0","0"
"79712000","0","0","0"
"79727104","0","0","0"
"79748096","2","2","2"
"79777280","0","0","0"
"79807232","1","1","1"
"79812480","1","1","1"
"79813888","1","1","1"
"79833856","1","1","1"
"79834496","0","0","0"
"79879424","1","1","1"
"79899648","0","0","0"
"79912064","0","0","0"
"79957376","0","0","0"
"79975168","0","0","0"
"79978752","0","0","0"
"79998592","0.5","0.5","0.5"
"80004992","1","1","1"
"80068864","0","0","0"
"80077696","0","0","0"
"80079872","0","0","0"
"80089216","0","0","0"
"80140160","0","0","0"
"80147200","0","0","0"
"80156416","0","0","0"
"80157952","0","0","0"
"80159872","0","0","0"
"80163840","0","0","0"
"80181632","0","0","0"
"80232960","0","0","0"
"80236544","0","0","0"
"80239104","0","0","0"
"80244352","0","0","0"
"80263680","0","0","0"
"80270336","0","0","0"
"80323584","1","1","1"
"80333696","0","0","0"
"80347392","0","0","0"
"80350080","0","0","0"
"80383872","0","0","0"
"80417280","0","0","0"
"80424576","0","0","0"
"80424960","0","0","0"
"80437760","0","0","0"
"80502528","0","0","0"
"80504832","0","0","0"
"80572544","0","0","0"
"80598272","0","0","0"
"80600576","0.5","0.5","0.5"
"80605312","0","0","0"
"80618624","0","0","0"
"80658560","0","0","0"
"80660736","0","0","0"
"80664192","0","0","0"
"80684416","1","1","1"
"80698368","1","1","1"
"80738944","2","2","2"
"80748416","1","1","1"
"80749696","0","0","0"
"80762880","1","1","1"
"80781184","2","2","2"
"80806400","3","3","3"
"80835968","3","3","3"
"80836608","5","5","5"
"80837760","5","5","5"
"80838016","1","1","1"
"80846336","3.5","3.5","3.5"
"80847360","5","5","5"
"80852992","2","2","2"
"80861440","7","7","7"
"80862336","3","3","3"
"80921472","1","1","1"
"80921856","1","1","1"
"80933888","2","2","2"
"80935808","5","5","5"
"80941824","6","6","6"
"80944256","4","4","4"
"80944896","3","3","3"
"80968320","3","3","3"
"81027328","4","4","4"
"81032064","3.5","3.5","3.5"
"81038336","3","3","3"
"81098112","4","4","4"
"81110656","3","3","3"
"81110784","3","3","3"
"81118976","1","1","1"
"81121792","2","2","2"
"81124224","3","3","3"
"81153152","1","1","1"
"81196672","2","2","2"
"81200896","1","1","1"
"81217408","0","0","0"
"81285248","0","0","0"
"81289984","0","0","0"
"81296384","0.5","0.5","0.5"
"81300480","0","0","0"
"81312256","1","1","1"
"81318400","1","1","1"
"81327360","1","1","1"
"81348736","1","1","1"
"81356672","1","1","1"
"81370240","0","0","0"
"81371904","2","2","2"
"81407360","0","0","0"
"81442304","1","1","1"
"81443200","0","0","0"
"81449344","0","0","0"
"81455360","0","0","0"
"81459584","0","0","0"
"81462272","0","0","0"
"81467776","0","0","0"
"81468416","1","1","1"
"81476608","0","0","0"
"81485184","1","1","1"
"81521024","0","0","0"
"81534848","0","0","0"
"81536128","0","0","0"
"81540096","0","0","0"
"81542528","0","0","0"
"81547136","0","0","0"
"81548672","0","0","0"
"81550208","0","0","0"
"81556864","0","0","0"
"81558912","0","0","0"
"81571840","0","0","0"
"81572224","0","0","0"
"81586688","0","0","0"
"81628416","0.5","0.5","0.5"
"81635968","0","0","0"
"81640576","0.25","0.25","0.25"
"81667584","2","2","2"
"81730816","2","2","2"
"81734912","0","0","0"
"81766144","1","1","1"
"81802368","1","1","1"
"81808000","1","1","1"
"81816192","2","2","2"
"81820544","1","1","1"
"81821568","0","0","0"
"81885824","1","1","1"
"81886464","1","1","1"
"81894656","0","0","0"
"81902080","1","1","1"
"81904128","0","0","0"
"81907584","0","0","0"
"81913088","0","0","0"
"81982592","0","0","0"
"81994624","0","0","0"
"81995392","0.5","0.5","0.5"
"82007040","0","0","0"
"82038272","0","0","0"
"82040064","0","0","0"
"82063744","0","0","0"
"82069248","0","0","0"
"82078464","0","0","0"
"82081920","0","0","0"
"82082304","0","0","0"
"82236160","0","0","0"
"82238848","0","0","0"
"82242688","0","0","0"
"82246272","0","0","0"
"82246656","0","0","0"
"82261248","1","1","1"
"82268160","0","0","0"
"82269056","0","0","0"
"82320384","0","0","0"
"82334464","0","0","0"
"82334592","0","0","0"
"82354304","0","0","0"
"82405248","0","0","0"
"82405632","0","0","0"
"82408576","0","0","0"
"82415616","0","0","0"
"82419840","0","0","0"
"82422144","0","0","0"
"82430464","0","0","0"
"82445184","0","0","0"
"82455424","0","0","0"
"82497408","0","0","0"
"82514560","0","0","0"
"82529920","0","0","0"
"82548352","0","0","0"
"82579072","0","0","0"
"82598656","0","0","0"
"82599296","0","0","0"
"82603520","0","0","0"
"82628864","0","0","0"
"82678272","0","0","0"
"82681600","0","0","0"
"82714112","0","0","0"
"82742912","0","0","0"
"82751104","0","0","0"
"82752640","0","0","0"
"82761728","1","1","1"
"82765440","2","2","2"
"82772736","0","0","0"
"82856192","1","1","1"
"82875904","1","1","1"
"82879616","1","1","1"
"82942336","0","0","0"
"82945920","2","2","2"
"82950272","1","1","1"
"82951424","1","1","1"
"83010816","1","1","1"
"83015552","2","2","2"
"83024128","0","0","0"
"83027584","0","0","0"
"83033216","0","0","0"
"83054976","0","0","0"
"83126528","0","0","0"
"83181312","0","0","0"
"83188736","0","0","0"
"83194496","1","1","1"
"83210624","0","0","0"
"83261184","0","0","0"
"83271808","0","0","0"
"83289600","0","0","0"
"83294848","0","0","0"
"83295616","0","0","0"
"83300480","0","0","0"
"83303168","0","0","0"
"83305088","0","0","0"
"83346816","0","0","0"
"83371520","0","0","0"
"83374336","0","0","0"
"83384320","0","0","0"
"83389696","0","0","0"
"83460992","0","0","0"
"83488000","0","0","0"
"83635584","0","0","0"
"83640320","0","0","0"
"83648384","0","0","0"
"83652096","0","0","0"
"83653120","0","0","0"
"83707136","0","0","0"
"83726720","0","0","0"
"83808000","1","1","1"
"83819520","0","0","0"
"83827584","2","2","2"
"83894912","0.5","0.5","0.5"
"83914880","0","0","0"
"83936384","0","0","0"
"83955968","0","0","0"
"83971072","0","0","0"
"83972224","0","0","0"
"84040704","0","0","0"
"84062848","0","0","0"
"84063232","0","0","0"
"84070784","0","0","0"
"84075136","1","1","1"
"84146176","0","0","0"
"84148352","0","0","0"
"84149760","0","0","0"
"84150784","2","2","2"
"84153088","1","1","1"
"84160128","2","2","2"
"84161792","1","1","1"
"84172160","0","0","0"
"84189056","0","0","0"
"84243072","3","3","3"
"84248064","2","2","2"
"84251264","1","1","1"
"84252800","2","2","2"
"84255488","1","1","1"
"84302208","2","2","2"
"84321280","3","3","3"
"84321920","1","1","1"
"84327680","2","2","2"
"84333568","1","1","1"
"84334080","1","1","1"
"84339712","3.5","3.5","3.5"
"84343040","0","0","0"
