"Step","Freeway-v4__my_baseline_intrinsic__1__1664396756 - charts/mean_episodic_return","Freeway-v4__my_baseline_intrinsic__1__1664396756 - charts/mean_episodic_return__MIN","Freeway-v4__my_baseline_intrinsic__1__1664396756 - charts/mean_episodic_return__MAX"
"107543424","0","0","0"
"107545856","0","0","0"
"107555968","0.5","0.5","0.5"
"107564928","0","0","0"
"107565824","0","0","0"
"107593984","0","0","0"
"107594880","0","0","0"
"107618432","0","0","0"
"107619072","0","0","0"
"107620608","0","0","0"
"107632256","1","1","1"
"107637504","0.5","0.5","0.5"
"107648384","0","0","0"
"107658624","0","0","0"
"107671040","0","0","0"
"107671168","0","0","0"
"107689856","0","0","0"
"107704704","0","0","0"
"107740928","1","1","1"
"107796992","5","5","5"
"107812736","4","4","4"
"107813248","5","5","5"
"107822336","5","5","5"
"107824000","2","2","2"
"107826176","9","9","9"
"107832448","5","5","5"
"107854720","8","8","8"
"107890688","2","2","2"
"107899264","3","3","3"
"107916928","4","4","4"
"107917952","2","2","2"
"107963776","2","2","2"
"108000640","0","0","0"
"108003968","1","1","1"
"108009984","0","0","0"
"108035712","0","0","0"
"108043648","1","1","1"
"108071296","1","1","1"
"108083968","0","0","0"
"108139008","0","0","0"
"108153728","1","1","1"
"108177536","0","0","0"
"108237312","0","0","0"
"108244096","0","0","0"
"108247424","0","0","0"
"108255616","0","0","0"
"108258816","1","1","1"
"108259328","0","0","0"
"108307840","0","0","0"
"108311808","0","0","0"
"108316416","0","0","0"
"108321152","0","0","0"
"108349952","0","0","0"
"108355328","0","0","0"
"108402048","0","0","0"
"108406656","0","0","0"
"108417152","0","0","0"
"108417792","0","0","0"
"108426240","0","0","0"
"108440576","0","0","0"
"108456576","0","0","0"
"108460928","0","0","0"
"108471168","0","0","0"
"108485504","0","0","0"
"108504448","0","0","0"
"108589440","0","0","0"
"108608512","1","1","1"
"108608768","1","1","1"
"108661376","0","0","0"
"108670208","0","0","0"
"108678144","0","0","0"
"108683776","0","0","0"
"108695552","1","1","1"
"108717440","0","0","0"
"108719232","0","0","0"
"108746752","2","2","2"
"108750080","1","1","1"
"108757120","1","1","1"
"108767232","0","0","0"
"108774784","0.5","0.5","0.5"
"108791040","0","0","0"
"108800256","5","5","5"
"108832640","2","2","2"
"108834816","2","2","2"
"108861568","0","0","0"
"108892928","1","1","1"
"108919808","1","1","1"
"108922624","2.5","2.5","2.5"
"108933248","0","0","0"
"108963072","1","1","1"
"108976896","1","1","1"
"109006848","1","1","1"
"109012480","1","1","1"
"109019008","2","2","2"
"109020800","0","0","0"
"109031168","0","0","0"
"109033344","0","0","0"
"109043200","0","0","0"
"109050112","2","2","2"
"109077248","0","0","0"
"109104768","0","0","0"
"109108096","0","0","0"
"109108352","0","0","0"
"109133312","0","0","0"
"109133568","0","0","0"
"109157120","0","0","0"
"109183360","0","0","0"
"109185280","0","0","0"
"109186304","0","0","0"
"109197824","1","1","1"
"109205248","0","0","0"
"109205888","0","0","0"
"109206400","0","0","0"
"109214976","0","0","0"
"109220736","0","0","0"
"109227776","0","0","0"
"109264128","0","0","0"
"109266688","0","0","0"
"109271680","0","0","0"
"109302528","0","0","0"
"109330176","0","0","0"
"109357696","0","0","0"
"109358080","0","0","0"
"109361152","0","0","0"
"109366272","0","0","0"
"109374848","0","0","0"
"109417472","0","0","0"
"109419776","0","0","0"
"109453696","0","0","0"
"109461760","0","0","0"
"109526656","1","1","1"
"109569792","0","0","0"
"109618560","0","0","0"
"109626624","0","0","0"
"109631232","0","0","0"
"109635072","0","0","0"
"109635200","0","0","0"
"109658880","0","0","0"
"109712512","0","0","0"
"109718272","0","0","0"
"109723136","0","0","0"
"109879936","0","0","0"
"109893248","0","0","0"
"109901696","0","0","0"
"109930624","0","0","0"
"109948544","0","0","0"
"109970816","0","0","0"
"109972992","0","0","0"
"109973376","0","0","0"
"109981312","0","0","0"
"109981440","0","0","0"
"110044032","0","0","0"
"110048768","1","1","1"
"110054016","0","0","0"
"110065920","0","0","0"
"110069760","0","0","0"
"110081280","1","1","1"
"110084992","1","1","1"
"110085888","0","0","0"
"110090112","0","0","0"
"110106624","0","0","0"
"110131200","1","1","1"
"110131840","0","0","0"
"110140544","0","0","0"
"110145152","0","0","0"
"110161920","0","0","0"
"110171136","0","0","0"
"110171264","1","1","1"
"110201728","0","0","0"
"110233344","0","0","0"
"110291200","0","0","0"
"110323584","0","0","0"
"110324096","0","0","0"
"110326912","0","0","0"
"110328192","0","0","0"
"110345088","0","0","0"
"110345728","0","0","0"
"110349952","0","0","0"
"110380672","0","0","0"
"110398080","0","0","0"
"110407424","0","0","0"
"110422784","0","0","0"
"110422912","1","1","1"
"110455168","0","0","0"
"110483584","0","0","0"
"110497024","0","0","0"
"110521600","0","0","0"
"110530944","0","0","0"
"110551936","0","0","0"
"110579584","0","0","0"
"110586112","0","0","0"
"110587904","0","0","0"
"110595200","0","0","0"
"110640640","0","0","0"
"110652672","0","0","0"
"110747008","0","0","0"
"110755712","0","0","0"
"110808448","0","0","0"
"110843264","0","0","0"
"110843776","0","0","0"
"110847872","0","0","0"
"110868096","0","0","0"
"110956288","0","0","0"
"110967296","0","0","0"
"110987520","0","0","0"
"110991616","0","0","0"
"111006720","0","0","0"
"111044480","0","0","0"
"111093248","0","0","0"
"111094912","0","0","0"
"111106688","0","0","0"
"111107328","0","0","0"
"111114752","0","0","0"
"111130368","0","0","0"
"111132928","1","1","1"
"111179776","0","0","0"
"111183104","0","0","0"
"111187200","0","0","0"
"111198592","1","1","1"
"111205120","0","0","0"
"111241728","0","0","0"
"111260928","0","0","0"
"111270400","1","1","1"
"111277952","0.5","0.5","0.5"
"111286272","0","0","0"
"111291264","1","1","1"
"111294208","0","0","0"
"111300096","0","0","0"
"111301504","0","0","0"
"111304064","0","0","0"
"111327488","0","0","0"
"111358080","0","0","0"
"111390464","1","1","1"
"111393792","0","0","0"
"111444352","0","0","0"
"111448320","1","1","1"
"111452672","0","0","0"
"111454720","0","0","0"
"111460224","0","0","0"
"111460864","1","1","1"
"111466112","0","0","0"
"111476352","2","2","2"
"111507840","0","0","0"
"111512320","0","0","0"
"111519488","0","0","0"
"111520512","1","1","1"
"111531392","0","0","0"
"111538048","0","0","0"
"111540992","0","0","0"
"111547392","1","1","1"
"111561088","1","1","1"
"111575808","0","0","0"
"111628160","0","0","0"
"111628928","1","1","1"
"111659648","0","0","0"
"111713920","0.5","0.5","0.5"
"111731072","0","0","0"
"111732096","1","1","1"
"111735808","0","0","0"
"111746176","0","0","0"
"111758080","1","1","1"
"111802368","0","0","0"
"111816320","0","0","0"
"111817984","1","1","1"
"111824640","0.5","0.5","0.5"
"111832832","1","1","1"
"111849088","0","0","0"
"111868160","0","0","0"
"111888000","0","0","0"
"111888640","0","0","0"
"111955712","0","0","0"
"111962368","0","0","0"
"111964800","0","0","0"
"111971968","0","0","0"
"111977728","0","0","0"
"111979008","0","0","0"
"111986816","0","0","0"
"112068992","0","0","0"
"112071680","0","0","0"
"112080896","0","0","0"
"112093568","0","0","0"
"112141952","0","0","0"
"112147840","0","0","0"
"112148096","0","0","0"
"112164480","0","0","0"
"112172032","0","0","0"
"112172288","0","0","0"
"112179328","0","0","0"
"112209152","0","0","0"
"112223104","0","0","0"
"112228992","0","0","0"
"112248704","0","0","0"
"112250112","0","0","0"
"112295552","0","0","0"
"112306944","0","0","0"
"112321536","0","0","0"
"112324736","0","0","0"
"112326272","0","0","0"
"112348800","0","0","0"
"112403840","0","0","0"
"112408064","0","0","0"
"112413440","0","0","0"
"112425728","1","1","1"
"112434304","0","0","0"
"112449152","0","0","0"
"112487040","0","0","0"
"112502912","0","0","0"
"112521600","0","0","0"
"112523008","0","0","0"
"112532352","0","0","0"
"112565760","0","0","0"
"112581760","0","0","0"
"112658816","0","0","0"
"112663680","0","0","0"
"112672000","0","0","0"
"112723200","0","0","0"
"112738816","0","0","0"
"112745856","0","0","0"
"112748544","0","0","0"
"112754304","0","0","0"
"112755840","0","0","0"
"112758272","0","0","0"
"112763264","0","0","0"
"112781056","0","0","0"
"112788096","0","0","0"
"112852224","0","0","0"
"112871040","0","0","0"
"112875008","0","0","0"
"112899456","0","0","0"
"112916736","0","0","0"
"112927872","1","1","1"
"112951808","0","0","0"
"112962304","1","1","1"
"113014656","0","0","0"
"113025792","0","0","0"
"113090816","0","0","0"
"113091200","0","0","0"
"113109504","0","0","0"
"113122688","0","0","0"
"113128192","0","0","0"
"113163264","0","0","0"
"113176448","0","0","0"
"113182336","0","0","0"
"113184768","0","0","0"
"113190272","0","0","0"
"113191424","0","0","0"
"113211008","0","0","0"
"113227776","0","0","0"
"113249792","1","1","1"
"113266944","0","0","0"
"113269376","0","0","0"
"113276672","0","0","0"
"113285248","0","0","0"
"113297408","0","0","0"
"113299712","0","0","0"
"113308928","0","0","0"
"113317888","0","0","0"
"113339776","0","0","0"
"113361920","0","0","0"
"113367552","0","0","0"
"113380608","0","0","0"
"113426560","0","0","0"
"113439104","0","0","0"
"113449600","0","0","0"
"113469312","0","0","0"
"113471360","0","0","0"
"113478272","0","0","0"
"113503616","0","0","0"
"113537536","1","1","1"
"113547008","0","0","0"
"113555072","1","1","1"
"113556992","0","0","0"
"113613312","0","0","0"
"113619968","0.5","0.5","0.5"
"113625216","0","0","0"
"113630720","1","1","1"
"113643008","0","0","0"
"113649024","0","0","0"
"113649408","0","0","0"
"113674880","1","1","1"
"113703296","0","0","0"
"113709568","0","0","0"
"113710080","1","1","1"
"113729792","0","0","0"
"113730432","1","1","1"
"113730816","0","0","0"
"113787264","0","0","0"
"113796864","0","0","0"
"113798272","0","0","0"
"113799296","0","0","0"
"113821696","0","0","0"
"113822592","0","0","0"
"113826304","0","0","0"
"113854336","0","0","0"
"113857536","0","0","0"
"113895424","0","0","0"
"113911808","0","0","0"
"113912576","0","0","0"
"113960064","0","0","0"
"113979904","0","0","0"
"114021888","0","0","0"
"114035328","0","0","0"
"114069376","1","1","1"
"114078720","0","0","0"
"114082048","1","1","1"
"114108288","1","1","1"
"114110336","1","1","1"
"114142976","0","0","0"
"114144256","1.3333333730697632","1.3333333730697632","1.3333333730697632"
"114147456","1","1","1"
"114159616","1.5","1.5","1.5"
"114162176","2","2","2"
"114223104","2","2","2"
"114230912","0","0","0"
"114232192","1","1","1"
"114235264","1","1","1"
"114239488","3","3","3"
"114285056","0","0","0"
"114340096","2","2","2"
"114341632","0","0","0"
"114349952","0","0","0"
"114372224","0","0","0"
"114393984","0","0","0"
"114400128","0","0","0"
"114409856","0","0","0"
"114418176","0","0","0"
"114425088","0","0","0"
"114487552","0","0","0"
"114508928","0","0","0"
"114512128","0","0","0"
"114514048","0","0","0"
"114546304","0","0","0"
"114555392","2","2","2"
"114566784","0","0","0"
"114581760","0","0","0"
"114588032","1","1","1"
"114645760","1","1","1"
"114655104","3","3","3"
"114667648","0","0","0"
"114668928","1.5","1.5","1.5"
"114680704","2","2","2"
"114687488","0","0","0"
"114691456","0","0","0"
"114769536","1","1","1"
"114781440","1","1","1"
"114782336","0","0","0"
"114782976","0","0","0"
"114841088","0","0","0"
"114848128","0.5","0.5","0.5"
"114853760","0","0","0"
"114857216","0","0","0"
"114864128","1","1","1"
"114872320","0","0","0"
"114912896","0","0","0"
"114930816","0","0","0"
"114933888","0","0","0"
"115002240","1","1","1"
"115028608","0","0","0"
"115032832","1","1","1"
"115040512","0","0","0"
"115098368","0","0","0"
"115103232","0","0","0"
"115107072","0","0","0"
"115115904","0","0","0"
"115133440","0","0","0"
"115142272","0","0","0"
"115142656","0","0","0"
"115164672","0","0","0"
"115191040","0","0","0"
"115197952","0","0","0"
"115219328","0","0","0"
"115222272","0","0","0"
"115306624","0","0","0"
"115347584","0","0","0"
"115361152","0","0","0"
"115418624","0","0","0"
"115436800","0","0","0"
"115447424","0","0","0"
"115458048","0","0","0"
"115469952","0","0","0"
"115538560","0","0","0"
"115540608","0","0","0"
"115549696","0","0","0"
"115594752","1","1","1"
"115616128","0","0","0"
"115627264","0","0","0"
"115638912","0","0","0"
"115686784","0","0","0"
"115737216","0","0","0"
"115737472","1","1","1"
"115737600","1","1","1"
"115741312","1","1","1"
"115770880","0","0","0"
"115796352","0","0","0"
"115800576","0","0","0"
"115802880","0","0","0"
"115815296","0","0","0"
"115818752","0","0","0"
"115827456","0","0","0"
"115870592","0","0","0"
"115872384","0","0","0"
"115876992","0","0","0"
"115883520","0","0","0"
"115884416","0","0","0"
"115908096","0","0","0"
"115960320","0","0","0"
"115968000","0","0","0"
"115976064","0","0","0"
"115979904","0","0","0"
"115992192","0","0","0"
"115993984","0","0","0"
"115998720","0","0","0"
"116005888","0","0","0"
"116142976","0","0","0"
"116157568","0","0","0"
"116185472","0","0","0"
"116219648","0","0","0"
"116228352","0","0","0"
"116235008","0","0","0"
"116240768","0","0","0"
"116272256","0","0","0"
"116300160","0","0","0"
"116312448","0","0","0"
"116316032","0","0","0"
"116321280","0","0","0"
"116328064","0","0","0"
"116332160","0","0","0"
"116339968","1","1","1"
"116341760","0","0","0"
"116349952","0","0","0"
"116359296","0","0","0"
"116396160","1","1","1"
"116408704","0.5","0.5","0.5"
"116428288","2","2","2"
"116437120","1","1","1"
"116437504","0","0","0"
"116461184","2","2","2"
"116480512","2","2","2"
"116488832","2","2","2"
"116499712","1","1","1"
"116505728","1","1","1"
"116510976","3","3","3"
"116512256","0","0","0"
"116515712","1","1","1"
"116518272","1","1","1"
"116521600","0","0","0"
"116523392","2","2","2"
"116530816","5","5","5"
"116566656","3","3","3"
"116572544","1","1","1"
"116583296","0","0","0"
"116588672","1","1","1"
"116589952","0","0","0"
"116608640","2","2","2"
"116627200","4","4","4"
"116667904","3","3","3"
"116679936","0.5","0.5","0.5"
"116689408","0","0","0"
"116696704","1","1","1"
"116742144","2","2","2"
"116758912","1","1","1"
"116763136","1","1","1"
"116764544","1","1","1"
"116767616","0","0","0"
"116774784","0.5","0.5","0.5"
"116790016","2","2","2"
"116814848","0","0","0"
"116834560","1","1","1"
"116839808","2","2","2"
"116844288","1","1","1"
"116855552","0","0","0"
"116861824","2","2","2"
"116867072","0","0","0"
"116887552","0","0","0"
"116896512","1","1","1"
"116913024","0","0","0"
"116915328","0","0","0"
"116925824","0","0","0"
"116932096","0","0","0"
"116932864","0","0","0"
"116945664","0","0","0"
"116959360","0","0","0"
"116981120","0","0","0"
"116999808","0","0","0"
"117042688","0","0","0"
"117044224","0","0","0"
"117049088","0","0","0"
"117083904","0","0","0"
"117126400","1","1","1"
"117127040","0","0","0"
"117161472","0","0","0"
"117196928","0","0","0"
"117202176","0","0","0"
"117213696","0","0","0"
"117249408","0","0","0"
"117250560","0","0","0"
"117263232","0","0","0"
"117274496","0","0","0"
"117304192","0","0","0"
"117357312","0","0","0"
"117371136","0","0","0"
"117387264","0","0","0"
"117421312","0","0","0"
"117460224","0","0","0"
"117473152","0","0","0"
"117501440","0","0","0"
"117526400","0","0","0"
"117538432","0","0","0"
"117595264","1","1","1"
"117621504","1","1","1"
"117625728","0","0","0"
"117646208","0","0","0"
"117655808","0","0","0"
"117658240","0","0","0"
"117690496","0","0","0"
"117705600","0","0","0"
"117705856","1","1","1"
"117779712","0","0","0"
"117796096","0","0","0"
"117800320","0","0","0"
"117805440","0","0","0"
"117817984","0","0","0"
"117825024","0","0","0"
"117850112","0","0","0"
"117871488","0","0","0"
"117877632","0","0","0"
"117890560","0","0","0"
"117958272","0","0","0"
"117966976","0","0","0"
"117967488","0","0","0"
"117974016","0","0","0"
"117974656","0","0","0"
"117979264","0","0","0"
"118006784","0","0","0"
"118044928","0","0","0"
"118060800","0","0","0"
"118064640","0","0","0"
"118130304","0","0","0"
"118148224","0","0","0"
"118159744","0","0","0"
"118161024","0","0","0"
"118161920","0","0","0"
"118172416","0","0","0"
"118183168","0","0","0"
"118201088","0","0","0"
"118220416","0","0","0"
"118229632","0","0","0"
"118231424","0","0","0"
"118234880","0","0","0"
"118252544","0","0","0"
"118262784","0","0","0"
"118268416","0","0","0"
"118269056","0","0","0"
"118374912","0","0","0"
"118400512","0","0","0"
"118415872","0","0","0"
"118489984","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"118492800","0","0","0"
"118498432","0","0","0"
"118520192","0","0","0"
"118551680","0","0","0"
"118551808","1","1","1"
"118579584","1","1","1"
"118582016","0","0","0"
"118594560","0","0","0"
"118608384","0","0","0"
"118654464","1","1","1"
"118659456","0","0","0"
"118661760","0","0","0"
"118669312","0.5","0.5","0.5"
"118683136","0.5","0.5","0.5"
"118687488","0","0","0"
"118690176","0","0","0"
"118696320","0.5","0.5","0.5"
"118719616","0","0","0"
"118775168","1","1","1"
"118788736","0","0","0"
"118806528","1","1","1"
"118812416","1","1","1"
"118841728","1","1","1"
"118843136","1","1","1"
"118865024","1","1","1"
"118867456","3","3","3"
"118868480","0","0","0"
"118873344","2","2","2"
"118879872","1","1","1"
"118923520","2","2","2"
"118931840","1.5","1.5","1.5"
"118946048","0","0","0"
"118948736","1","1","1"
"118950272","0","0","0"
"119000320","0","0","0"
"119003776","0","0","0"
"119016320","0","0","0"
"119018368","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"119023488","0","0","0"
"119033728","0","0","0"
"119035264","1","1","1"
"119037952","0","0","0"
"119092992","1","1","1"
"119105664","2","2","2"
"119137536","1","1","1"
"119199488","3","3","3"
"119199744","1.3333333730697632","1.3333333730697632","1.3333333730697632"
"119207424","3","3","3"
"119260288","0","0","0"
"119270400","0","0","0"
"119275008","0","0","0"
"119275136","2","2","2"
"119277568","0.5","0.5","0.5"
"119278208","2","2","2"
"119344640","0","0","0"
"119346688","2","2","2"
"119351040","1","1","1"
"119354368","1","1","1"
"119364224","1","1","1"
"119389184","0","0","0"
"119432832","0","0","0"
"119461632","0","0","0"
"119464704","0","0","0"
"119476480","0","0","0"
"119478528","0","0","0"
"119485312","0","0","0"
"119487104","0","0","0"
"119523584","2","2","2"
"119526656","0","0","0"
"119606528","0","0","0"
"119612032","0","0","0"
"119618176","0","0","0"
"119628160","0","0","0"
"119632896","0","0","0"
"119634048","0","0","0"
"119649920","0","0","0"
"119678208","0","0","0"
"119719808","0","0","0"
"119723648","0","0","0"
"119739520","0","0","0"
"119750528","0","0","0"
"119778432","0","0","0"
"119796864","0","0","0"
"119806080","0","0","0"
"119806336","0","0","0"
"119818112","0","0","0"
"119823360","0","0","0"
"119859072","0","0","0"
"119910400","0","0","0"
"119937792","1","1","1"
"119968640","0","0","0"
"119972480","1","1","1"
"119978496","0","0","0"
"119987968","0","0","0"
"120044544","0","0","0"
"120059776","0","0","0"
"120068992","0","0","0"
"120117120","0","0","0"
"120134144","0","0","0"
"120143616","0","0","0"
"120152448","0","0","0"
"120175744","0","0","0"
"120235392","0","0","0"
"120239360","0","0","0"
"120240768","0","0","0"
"120254464","0","0","0"
"120321664","0","0","0"
"120322816","0","0","0"
"120326016","0","0","0"
"120345344","0","0","0"
"120355072","0","0","0"
"120390016","0","0","0"
"120407040","0","0","0"
"120409344","0","0","0"
"120431232","0","0","0"
"120462720","0","0","0"
"120470400","0","0","0"
"120493440","0","0","0"
"120502528","0","0","0"
"120569088","0","0","0"
"120603264","0","0","0"
"120605312","1","1","1"
"120608896","0","0","0"
"120616320","0","0","0"
"120622208","0","0","0"
"120651392","0","0","0"
"120661504","0","0","0"
"120669440","0","0","0"
"120675584","0","0","0"
"120679680","0","0","0"
"120688384","0","0","0"
"120693888","0","0","0"
"120702976","0","0","0"
"120731264","0","0","0"
"120755456","0","0","0"
"120759936","0","0","0"
"120760064","0","0","0"
"120762752","0","0","0"
"120776704","0","0","0"
"120780288","0","0","0"
"120804608","0","0","0"
"120834304","0","0","0"
"120841216","0","0","0"
"120842368","0","0","0"
"120842624","0","0","0"
"120925312","0","0","0"
"120928000","0","0","0"
"120938880","0","0","0"
"120961024","0","0","0"
"121006848","0","0","0"
"121019264","0","0","0"
"121026048","0","0","0"
"121033856","0","0","0"
"121035520","0","0","0"
"121040000","0","0","0"
"121088512","0","0","0"
"121093248","0","0","0"
"121094912","0","0","0"
"121107200","0","0","0"
"121107328","0","0","0"
"121114240","0","0","0"
"121123840","0","0","0"
"121125888","0","0","0"
"121155968","0","0","0"
"121205376","0","0","0"
"121207552","0","0","0"
"121213952","0","0","0"
"121236480","0","0","0"
"121242368","0","0","0"
"121270656","0","0","0"
"121272320","0","0","0"
"121290368","0","0","0"
"121294080","0","0","0"
"121302912","0","0","0"
"121319936","0","0","0"
"121327872","0","0","0"
"121360384","0","0","0"
"121364224","0","0","0"
"121366656","0","0","0"
"121373056","0","0","0"
"121373696","0","0","0"
"121384832","0","0","0"
"121385216","0","0","0"
"121387648","0","0","0"
"121414400","0","0","0"
"121450368","0","0","0"
"121472256","0","0","0"
"121480704","0","0","0"
"121505536","0","0","0"
"121524864","0","0","0"
"121540992","0","0","0"
"121548672","0","0","0"
"121561600","0","0","0"
"121562368","0","0","0"
"121565312","0","0","0"
"121601408","0","0","0"
"121609728","0","0","0"
"121621120","1","1","1"
"121630208","0","0","0"
"121643648","0","0","0"
"121686016","0","0","0"
"121704192","0","0","0"
"121714432","0","0","0"
"121770752","0","0","0"
"121793536","0","0","0"
"121818496","0","0","0"
"121830656","0","0","0"
"121834112","0","0","0"
"121837312","0","0","0"
"121859584","0","0","0"
"121871360","0","0","0"
"121880192","0","0","0"
"121890048","0","0","0"
"121896064","0","0","0"
"121896320","0","0","0"
"121903360","0","0","0"
"121935104","0","0","0"
"121937024","0","0","0"
"121960448","0","0","0"
"121975552","0","0","0"
"121977600","0","0","0"
"121980928","0","0","0"
"122008704","0","0","0"
"122034560","0","0","0"
"122036352","0","0","0"
"122045312","0","0","0"
"122055936","0","0","0"
"122069120","0","0","0"
"122070784","0","0","0"
"122077696","0","0","0"
"122121472","0.5","0.5","0.5"
"122134784","0.5","0.5","0.5"
"122150016","0","0","0"
"122151424","0","0","0"
"122158464","0","0","0"
"122166272","0","0","0"
"122170240","0","0","0"
"122238592","0.5","0.5","0.5"
"122241024","0","0","0"
"122250752","1","1","1"
"122253824","0","0","0"
"122257280","0","0","0"
"122333440","0","0","0"
"122333568","0","0","0"
"122345216","0","0","0"
"122358912","0","0","0"
"122401536","0","0","0"
"122425728","0","0","0"
"122452352","0","0","0"
"122489984","0","0","0"
"122494848","0","0","0"
"122501120","0","0","0"
"122515584","1","1","1"
"122521728","0","0","0"
"122573056","0","0","0"
"122588672","0","0","0"
"122609408","0","0","0"
"122617088","1","1","1"
"122645248","0","0","0"
"122648448","0","0","0"
"122667520","0","0","0"
"122667648","0","0","0"
"122670080","0","0","0"
"122672384","0","0","0"
"122691840","0","0","0"
"122695936","0","0","0"
"122750592","0","0","0"
"122763136","0","0","0"
"122763392","0","0","0"
"122789888","0","0","0"
"122828416","0","0","0"
"122846080","0","0","0"
"122847360","0","0","0"
"122865664","0.5","0.5","0.5"
"122928256","0","0","0"
"122934272","0","0","0"
"122944128","0","0","0"
"122981248","0","0","0"
"122982656","0","0","0"
"123009024","0","0","0"
"123010560","0","0","0"
"123012224","0","0","0"
"123017216","0","0","0"
"123035648","0","0","0"
"123036032","0","0","0"
"123051520","0","0","0"
"123085184","0","0","0"
"123109760","0","0","0"
"123110912","0","0","0"
"123120768","0","0","0"
"123122048","0","0","0"
"123122816","0","0","0"
"123129216","0","0","0"
"123131648","0","0","0"
"123175680","0","0","0"
"123210112","0","0","0"
"123215616","0.5","0.5","0.5"
"123224960","0","0","0"
"123253376","0","0","0"
"123256960","0","0","0"
"123269120","0","0","0"
"123280640","0","0","0"
"123297280","0.5","0.5","0.5"
"123356928","1","1","1"
"123357056","1","1","1"
"123358336","0","0","0"
"123361152","1","1","1"
"123364608","2","2","2"
"123370752","0","0","0"
"123390080","0","0","0"
"123425664","2","2","2"
"123454848","1","1","1"
"123457664","0","0","0"
"123461760","1","1","1"
"123464192","0","0","0"
"123476864","1","1","1"
"123515136","1","1","1"
"123531264","0","0","0"
"123544064","0","0","0"
"123556096","0","0","0"
"123576064","2","2","2"
"123593472","1","1","1"
"123619968","1","1","1"
"123627776","2","2","2"
"123629824","3","3","3"
"123630976","0","0","0"
"123639424","2","2","2"
"123652096","2","2","2"
"123712384","2","2","2"
"123713536","0","0","0"
"123773312","0","0","0"
"123784960","0","0","0"
"123792512","0","0","0"
"123801984","0","0","0"
"123811584","1","1","1"
"123820032","0","0","0"
"123853312","2","2","2"
"123863040","0","0","0"
"123869184","1","1","1"
"123871360","2","2","2"
"123881728","1","1","1"
"123893376","1","1","1"
"123903232","2","2","2"
"123976832","1","1","1"
"123979520","0","0","0"
"123994368","0","0","0"
"124025856","0","0","0"
"124052096","0","0","0"
"124054912","2","2","2"
"124065408","0","0","0"
"124074496","0","0","0"
"124106240","0","0","0"
"124133632","0","0","0"
"124141824","0","0","0"
"124172928","0","0","0"
"124196352","1","1","1"
"124201984","0","0","0"
"124232704","0","0","0"
"124239232","0","0","0"
"124253568","2","2","2"
"124254976","0","0","0"
"124256512","1","1","1"
"124279936","0","0","0"
"124308992","0","0","0"
"124310528","0","0","0"
"124312448","0","0","0"
"124319488","0","0","0"
"124337280","0","0","0"
"124337536","0","0","0"
"124354304","0","0","0"
"124381568","0","0","0"
"124397312","0","0","0"
"124424832","0","0","0"
"124425088","1","1","1"
"124434048","0","0","0"
"124445824","2","2","2"
"124475904","3","3","3"
"124483200","1","1","1"
"124487168","0","0","0"
"124498816","0","0","0"
"124511744","1","1","1"
"124514304","0","0","0"
"124524160","1","1","1"
"124569984","0","0","0"
"124581248","1","1","1"
"124604544","0","0","0"
"124627840","2","2","2"
"124671104","0","0","0"
"124690176","0.5","0.5","0.5"
"124691968","0","0","0"
"124695808","0","0","0"
"124742656","0","0","0"
"124743680","0","0","0"
"124749184","0","0","0"
"124749952","0","0","0"
"124755200","0","0","0"
"124797824","0","0","0"
"124802048","0","0","0"
"124836608","0","0","0"
"124869632","0","0","0"
"124949888","1","1","1"
"124976384","0","0","0"
"124997632","0","0","0"
"125005696","0","0","0"
"125011456","1","1","1"
"125023744","0","0","0"
"125059456","0","0","0"
"125064064","1","1","1"
"125087616","1","1","1"
"125103744","2","2","2"
"125106944","1","1","1"
"125178880","0","0","0"
"125183616","1.5","1.5","1.5"
"125186816","1","1","1"
"125194240","0","0","0"
"125196160","1","1","1"
"125204736","1","1","1"
"125254272","1","1","1"
"125261184","1","1","1"
"125289088","3","3","3"
"125300096","2","2","2"
"125358592","1","1","1"
"125364736","0.5","0.5","0.5"
"125370624","1","1","1"
"125386368","0","0","0"
"125410048","0","0","0"
"125427200","0","0","0"
"125445120","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"125449856","0","0","0"
"125461248","0","0","0"
"125464320","0.5","0.5","0.5"
"125469824","0","0","0"
"125471360","0.5","0.5","0.5"
"125484032","0","0","0"
"125492096","0","0","0"
"125544320","1","1","1"
"125544576","1","1","1"
"125564416","0.5","0.5","0.5"
"125644928","1","1","1"
"125651200","1","1","1"
"125689088","1","1","1"
"125703040","1","1","1"
"125708160","2","2","2"
"125718400","0.5","0.5","0.5"
"125731072","1","1","1"
"125747072","1","1","1"
"125763200","0","0","0"
"125792128","0","0","0"
"125800960","0","0","0"
"125862656","0","0","0"
"125878656","0","0","0"
"125894656","0","0","0"
"125908480","0","0","0"
"125960832","0","0","0"
"125965056","0","0","0"
"125984256","0","0","0"
"126041088","0","0","0"
"126045696","0","0","0"
"126052480","0","0","0"
"126068864","0","0","0"
"126115456","0","0","0"
"126133120","0","0","0"
"126140544","1","1","1"
"126143872","0","0","0"
"126147584","1","1","1"
"126148096","2","2","2"
"126152704","3","3","3"
"126155520","0","0","0"
"126168064","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"126200832","0","0","0"
"126215168","1","1","1"
"126237952","0","0","0"
