"Step","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MIN","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MAX"
"207812480","330","330","330"
"207823232","280","280","280"
"207863552","345","345","345"
"207869824","240","240","240"
"207890176","350","350","350"
"207890944","470","470","470"
"207951872","530","530","530"
"207998720","260","260","260"
"208108160","260","260","260"
"208128768","1150","1150","1150"
"208143616","410","410","410"
"208155392","470","470","470"
"208175360","380","380","380"
"208206720","460","460","460"
"208207104","490","490","490"
"208212608","373.3333435058594","373.3333435058594","373.3333435058594"
"208238208","510","510","510"
"208238464","1080","1080","1080"
"208247808","360","360","360"
"208269696","480","480","480"
"208289536","320","320","320"
"208325504","410","410","410"
"208334464","650","650","650"
"208346496","350","350","350"
"208360832","230","230","230"
"208363392","650","650","650"
"208380032","310","310","310"
"208413184","515","515","515"
"208464896","560","560","560"
"208495872","575","575","575"
"208509184","980","980","980"
"208551040","660","660","660"
"208560128","436.6666564941406","436.6666564941406","436.6666564941406"
"208618112","310","310","310"
"208622720","255","255","255"
"208664320","360","360","360"
"208716416","450","450","450"
"208717312","435","435","435"
"208762240","300","300","300"
"208788480","310","310","310"
"208792192","1220","1220","1220"
"208797440","370","370","370"
"208844032","910","910","910"
"208847616","370","370","370"
"208856704","450","450","450"
"208871296","475","475","475"
"208890880","380","380","380"
"208895744","370","370","370"
"208896640","440","440","440"
"208915840","520","520","520"
"208921856","410","410","410"
"208927616","960","960","960"
"208973312","393.3333435058594","393.3333435058594","393.3333435058594"
"208976256","600","600","600"
"208984448","620","620","620"
"209017984","1020","1020","1020"
"209045248","406.6666564941406","406.6666564941406","406.6666564941406"
"209062528","620","620","620"
"209092608","1700","1700","1700"
"209127168","510","510","510"
"209129472","430","430","430"
"209132288","420","420","420"
"209143936","270","270","270"
"209191808","440","440","440"
"209233152","500","500","500"
"209233408","400","400","400"
"209241216","300","300","300"
"209302528","470","470","470"
"209330816","750","750","750"
"209337472","490","490","490"
"209361408","730","730","730"
"209386880","450","450","450"
"209387136","660","660","660"
"209392640","350","350","350"
"209443072","325","325","325"
"209447040","160","160","160"
"209448576","560","560","560"
"209450240","510","510","510"
"209454848","380","380","380"
"209483776","260","260","260"
"209515392","455","455","455"
"209524480","340","340","340"
"209538944","680","680","680"
"209573504","1080","1080","1080"
"209617408","393.3333435058594","393.3333435058594","393.3333435058594"
"209645568","330","330","330"
"209692416","320","320","320"
"209701248","590","590","590"
"209722496","300","300","300"
"209756288","320","320","320"
"209761792","370","370","370"
"209762816","313.3333435058594","313.3333435058594","313.3333435058594"
"209768704","355","355","355"
"209779072","330","330","330"
"209783808","200","200","200"
"209801472","485","485","485"
"209832192","380","380","380"
"209864576","705","705","705"
"209896704","800","800","800"
"209911808","270","270","270"
"209929344","350","350","350"
"209951616","440","440","440"
"209977216","1060","1060","1060"
"210013056","330","330","330"
"210032256","1170","1170","1170"
"210110976","330","330","330"
"210184320","440","440","440"
"210213888","260","260","260"
"210223488","535","535","535"
"210231424","333.3333435058594","333.3333435058594","333.3333435058594"
"210253568","390","390","390"
"210258304","320","320","320"
"210282880","270","270","270"
"210321792","390","390","390"
"210375040","330","330","330"
"210396800","436.6666564941406","436.6666564941406","436.6666564941406"
"210409728","690","690","690"
"210433024","270","270","270"
"210470016","415","415","415"
"210512768","290","290","290"
"210537216","700","700","700"
"210632320","360","360","360"
"210646528","270","270","270"
"210660992","260","260","260"
"210694016","440","440","440"
"210698880","310","310","310"
"210725120","450","450","450"
"210766848","510","510","510"
"210775808","465","465","465"
"210806400","300","300","300"
"210815616","433.3333435058594","433.3333435058594","433.3333435058594"
"210856064","370","370","370"
"210856320","485","485","485"
"210866816","450","450","450"
"210871552","1020","1020","1020"
"210877056","360","360","360"
"210974720","340","340","340"
"210984064","380","380","380"
"210995328","1285","1285","1285"
"211016192","450","450","450"
"211071360","1070","1070","1070"
"211073408","220","220","220"
"211074432","750","750","750"
"211094656","413.3333435058594","413.3333435058594","413.3333435058594"
"211104256","240","240","240"
"211115648","270","270","270"
"211165696","720","720","720"
"211241856","430","430","430"
"211244928","280","280","280"
"211252992","300","300","300"
"211293184","550","550","550"
"211354240","530","530","530"
"211362304","210","210","210"
"211363968","650","650","650"
"211372416","310","310","310"
"211389440","1260","1260","1260"
"211392384","770","770","770"
"211402368","390","390","390"
"211402880","340","340","340"
"211414272","340","340","340"
"211418368","350","350","350"
"211448320","670","670","670"
"211450496","390","390","390"
"211450752","500","500","500"
"211524480","460","460","460"
"211548544","580","580","580"
"211596160","500","500","500"
"211619456","480","480","480"
"211650304","340","340","340"
"211673088","560","560","560"
"211677184","460","460","460"
"211680000","310","310","310"
"211704704","350","350","350"
"211707392","265","265","265"
"211743744","310","310","310"
"211749888","270","270","270"
"211799680","770","770","770"
"211831552","820","820","820"
"211858816","310","310","310"
"211881088","420","420","420"
"211891328","340","340","340"
"211908608","280","280","280"
"211933184","620","620","620"
"211942528","1230","1230","1230"
"212010240","1080","1080","1080"
"212041728","380","380","380"
"212042624","190","190","190"
"212044928","470","470","470"
"212074496","290","290","290"
"212105600","430","430","430"
"212116224","630","630","630"
"212140544","630","630","630"
"212145536","330","330","330"
"212164864","275","275","275"
"212189568","560","560","560"
"212192640","440","440","440"
"212213632","1000","1000","1000"
"212252160","570","570","570"
"212297728","300","300","300"
"212320000","370","370","370"
"212320768","430","430","430"
"212352384","390","390","390"
"212353792","740","740","740"
"212384384","470","470","470"
"212437760","1220","1220","1220"
"212458496","730","730","730"
"212497408","330","330","330"
"212499712","400","400","400"
"212551296","800","800","800"
"212555136","350","350","350"
"212556160","260","260","260"
"212563968","310","310","310"
"212582400","605","605","605"
"212606976","330","330","330"
"212614016","320","320","320"
"212631808","520","520","520"
"212632832","1720","1720","1720"
"212644352","380","380","380"
"212676352","286.6666564941406","286.6666564941406","286.6666564941406"
"212728576","560","560","560"
"212762624","490","490","490"
"212765312","290","290","290"
"212803200","300","300","300"
"212836608","410","410","410"
"212859520","330","330","330"
"212866816","290","290","290"
"212892288","770","770","770"
"212894976","390","390","390"
"212923392","300","300","300"
"212963072","830","830","830"
"212995712","680","680","680"
"213001344","340","340","340"
"213021824","290","290","290"
"213058560","473.3333435058594","473.3333435058594","473.3333435058594"
"213059456","290","290","290"
"213068672","350","350","350"
"213074688","530","530","530"
"213104512","320","320","320"
"213141760","630","630","630"
"213158656","790","790","790"
"213172992","590","590","590"
"213194624","470","470","470"
"213248256","300","300","300"
"213253504","210","210","210"
"213264256","780","780","780"
"213267328","330","330","330"
"213302144","280","280","280"
"213317888","320","320","320"
"213323648","555","555","555"
"213324928","290","290","290"
"213326208","400","400","400"
"213364992","300","300","300"
"213409408","425","425","425"
"213459712","305","305","305"
"213499776","510","510","510"
"213510656","380","380","380"
"213521664","440","440","440"
"213544704","370","370","370"
"213612288","640","640","640"
"213633920","690","690","690"
"213690880","410","410","410"
"213710208","360","360","360"
"213734016","330","330","330"
"213746816","375","375","375"
"213747584","410","410","410"
"213753856","500","500","500"
"213776512","355","355","355"
"213796736","416.6666564941406","416.6666564941406","416.6666564941406"
"213797888","300","300","300"
"213801856","310","310","310"
"213841280","690","690","690"
"213849600","440","440","440"
"213903744","725","725","725"
"213909632","300","300","300"
"213913344","530","530","530"
"213924992","1120","1120","1120"
"213934976","280","280","280"
"213948928","350","350","350"
"213987584","400","400","400"
"214015744","270","270","270"
"214017792","450","450","450"
"214052864","960","960","960"
"214087552","250","250","250"
"214104576","350","350","350"
"214109184","280","280","280"
"214124544","550","550","550"
"214126848","280","280","280"
"214146176","360","360","360"
"214150784","410","410","410"
"214160384","460","460","460"
"214165120","1080","1080","1080"
"214197888","320","320","320"
"214236672","250","250","250"
"214258944","370","370","370"
"214272768","280","280","280"
"214280320","330","330","330"
"214286336","320","320","320"
"214289664","360","360","360"
"214300928","410","410","410"
"214344960","380","380","380"
"214354816","470","470","470"
"214362368","280","280","280"
"214373632","450","450","450"
"214376320","300","300","300"
"214382976","340","340","340"
"214395264","600","600","600"
"214423040","450","450","450"
"214453632","700","700","700"
"214492544","416.6666564941406","416.6666564941406","416.6666564941406"
"214506368","320","320","320"
"214518912","530","530","530"
"214520576","700","700","700"
"214521856","530","530","530"
"214614400","1080","1080","1080"
"214616064","360","360","360"
"214620544","410","410","410"
"214631168","230","230","230"
"214656000","320","320","320"
"214674816","370","370","370"
"214711040","310","310","310"
"214732416","535","535","535"
"214738048","720","720","720"
"214770560","360","360","360"
"214811136","590","590","590"
"214842112","405","405","405"
"214857984","310","310","310"
"214888576","620","620","620"
"214905472","425","425","425"
"214916224","340","340","340"
"214925312","320","320","320"
"214947840","480","480","480"
"214961024","240","240","240"
"214963200","470","470","470"
"214981888","715","715","715"
"215006464","645","645","645"
"215044992","380","380","380"
"215110784","680","680","680"
"215119104","760","760","760"
"215158528","260","260","260"
"215163392","750","750","750"
"215173888","440","440","440"
"215193088","360","360","360"
"215245824","1170","1170","1170"
"215266560","325","325","325"
"215287424","460","460","460"
"215301248","270","270","270"
"215334784","400","400","400"
"215339776","720","720","720"
"215377152","280","280","280"
"215431808","450","450","450"
"215443584","530","530","530"
"215449472","260","260","260"
"215459072","500","500","500"
"215460992","250","250","250"
"215464448","640","640","640"
"215467520","720","720","720"
"215516928","1000","1000","1000"
"215531904","740","740","740"
"215564800","295","295","295"
"215644032","790","790","790"
"215677568","520","520","520"
"215748864","810","810","810"
"215783040","510","510","510"
"215806976","510","510","510"
"215843968","380","380","380"
"215852928","525","525","525"
"215853824","290","290","290"
"215854464","260","260","260"
"215860864","320","320","320"
"215892608","325","325","325"
"215901056","496.6666564941406","496.6666564941406","496.6666564941406"
"215950080","350","350","350"
"215978880","470","470","470"
"215984256","320","320","320"
"216019712","1440","1440","1440"
"216046464","310","310","310"
"216059904","1140","1140","1140"
"216072064","240","240","240"
"216106368","500","500","500"
"216147968","290","290","290"
"216175360","495","495","495"
"216179072","820","820","820"
"216193280","310","310","310"
"216200704","580","580","580"
"216229376","320","320","320"
"216232832","690","690","690"
"216263936","710","710","710"
"216303872","720","720","720"
"216310016","360","360","360"
"216333056","530","530","530"
"216335616","510","510","510"
"216343936","380","380","380"
"216352256","670","670","670"
"216368000","1240","1240","1240"
"216378624","280","280","280"
"216432768","330","330","330"
"216458112","360","360","360"
"216502912","280","280","280"
"216546688","370","370","370"
"216569984","950","950","950"
"216576000","320","320","320"
"216581376","280","280","280"
"216624512","490","490","490"
"216635392","360","360","360"
"216641664","365","365","365"
"216648576","495","495","495"
"216675072","300","300","300"
"216685696","260","260","260"
"216749952","540","540","540"
"216855680","330","330","330"
"216920448","530","530","530"
"216937216","270","270","270"
"216942208","630","630","630"
"216942848","1170","1170","1170"
"216947584","415","415","415"
"216986368","300","300","300"
"216999552","280","280","280"
"217009280","300","300","300"
"217032320","353.3333435058594","353.3333435058594","353.3333435058594"
"217049728","336.6666564941406","336.6666564941406","336.6666564941406"
"217062656","330","330","330"
"217099776","880","880","880"
"217107584","360","360","360"
"217112192","545","545","545"
"217136384","1370","1370","1370"
"217147136","273.3333435058594","273.3333435058594","273.3333435058594"
"217179520","680","680","680"
"217180928","300","300","300"
"217200000","320","320","320"
"217236480","360","360","360"
"217237376","410","410","410"
"217250944","280","280","280"
"217263616","535","535","535"
"217267328","340","340","340"
"217279360","390","390","390"
"217329920","1050","1050","1050"
"217340416","360","360","360"
"217341184","720","720","720"
"217353728","425","425","425"
"217377024","330","330","330"
"217384192","530","530","530"
"217402880","620","620","620"
"217406976","340","340","340"
"217438080","310","310","310"
"217494912","490","490","490"
"217498752","466.6666564941406","466.6666564941406","466.6666564941406"
"217530624","445","445","445"
"217533056","720","720","720"
"217550720","1050","1050","1050"
"217552000","490","490","490"
"217556864","770","770","770"
"217564416","360","360","360"
"217571200","540","540","540"
"217582720","350","350","350"
"217595136","460","460","460"
"217602304","640","640","640"
"217630080","560","560","560"
"217644800","560","560","560"
"217696384","665","665","665"
"217734528","300","300","300"
"217739648","515","515","515"
"217757824","435","435","435"
"217811968","360","360","360"
"217836544","275","275","275"
"217863040","240","240","240"
"217865216","300","300","300"
"217910144","350","350","350"
"217938816","280","280","280"
"217982720","250","250","250"
"218025088","480","480","480"
"218060928","415","415","415"
"218096256","430","430","430"
"218140160","370","370","370"
"218160640","470","470","470"
"218195328","1110","1110","1110"
"218201216","495","495","495"
"218201728","1010","1010","1010"
"218220672","330","330","330"
"218234368","450","450","450"
"218242048","270","270","270"
"218249472","300","300","300"
"218294400","710","710","710"
"218362752","380","380","380"
"218372352","410","410","410"
"218377344","460","460","460"
"218385280","1290","1290","1290"
"218423680","405","405","405"
"218439936","330","330","330"
"218488832","293.3333435058594","293.3333435058594","293.3333435058594"
"218520576","500","500","500"
"218652544","290","290","290"
"218665216","480","480","480"
"218683136","300","300","300"
"218685184","310","310","310"
"218701440","330","330","330"
"218702080","1140","1140","1140"
"218723200","330","330","330"
"218798464","535","535","535"
"218820224","430","430","430"
"218846208","500","500","500"
"218857088","300","300","300"
"218903936","450","450","450"
"218906240","470","470","470"
"218917376","550","550","550"
"218961664","490","490","490"
"218972032","455","455","455"
"218975104","465","465","465"
"218994944","285","285","285"
"219032448","380","380","380"
"219056512","350","350","350"
"219083648","310","310","310"
"219085056","440","440","440"
"219092096","300","300","300"
"219113472","340","340","340"
"219132544","260","260","260"
"219136000","260","260","260"
"219153536","780","780","780"
"219205632","316.6666564941406","316.6666564941406","316.6666564941406"
"219224448","270","270","270"
"219232896","300","300","300"
"219266176","380","380","380"
"219270784","935","935","935"
"219281664","640","640","640"
"219288576","240","240","240"
"219289088","380","380","380"
"219305984","350","350","350"
"219307520","330","330","330"
"219307776","365","365","365"
"219345920","270","270","270"
"219367040","410","410","410"
"219383552","290","290","290"
"219409152","425","425","425"
"219426560","380","380","380"
"219506304","250","250","250"
"219521664","235","235","235"
"219549056","320","320","320"
"219550336","345","345","345"
"219556992","390","390","390"
"219558272","1190","1190","1190"
"219576960","275","275","275"
"219603456","330","330","330"
"219628032","770","770","770"
"219651584","230","230","230"
"219668096","380","380","380"
"219676160","320","320","320"
"219677440","300","300","300"
"219688704","580","580","580"
"219689728","395","395","395"
"219755008","350","350","350"
"219756544","340","340","340"
"219767040","350","350","350"
"219811968","285","285","285"
"219839616","440","440","440"
"219897344","1180","1180","1180"
"219908224","450","450","450"
"219927936","470","470","470"
"219943808","390","390","390"
"219988480","660","660","660"
"220053248","370","370","370"
"220054784","465","465","465"
"220094592","290","290","290"
"220097920","435","435","435"
"220102912","180","180","180"
"220110592","320","320","320"
"220132608","443.3333435058594","443.3333435058594","443.3333435058594"
"220141696","325","325","325"
"220155648","480","480","480"
"220160512","630","630","630"
"220163712","840","840","840"
"220205056","255","255","255"
"220210176","555","555","555"
"220211072","400","400","400"
"220256512","570","570","570"
"220307968","720","720","720"
"220314240","285","285","285"
"220333440","820","820","820"
"220344704","200","200","200"
"220411776","1110","1110","1110"
"220422272","230","230","230"
"220423168","650","650","650"
"220481152","406.6666564941406","406.6666564941406","406.6666564941406"
"220491648","620","620","620"
"220499584","230","230","230"
"220524160","400","400","400"
"220554496","605","605","605"
"220568960","523.3333129882812","523.3333129882812","523.3333129882812"
"220595584","320","320","320"
"220606336","630","630","630"
"220646272","420","420","420"
"220653696","340","340","340"
"220666240","390","390","390"
"220679168","740","740","740"
"220686720","330","330","330"
"220700416","270","270","270"
"220711168","685","685","685"
"220727296","380","380","380"
"220772864","290","290","290"
"220774016","400","400","400"
"220794240","350","350","350"
"220796544","340","340","340"
"220832640","400","400","400"
"220851968","300","300","300"
"220900224","420","420","420"
"220914688","510","510","510"
"220927104","650","650","650"
"220936576","410","410","410"
"220967680","290","290","290"
"220976128","440","440","440"
"220980224","370","370","370"
"221008640","300","300","300"
"221016192","760","760","760"
"221028736","800","800","800"
"221055488","530","530","530"
"221065600","1040","1040","1040"
"221107456","720","720","720"
"221113856","365","365","365"
"221131008","345","345","345"
"221132800","365","365","365"
"221201280","1920","1920","1920"
"221251712","800","800","800"
"221361280","630","630","630"
"221379072","1000","1000","1000"
"221394176","470","470","470"
"221404544","600","600","600"
"221425536","400","400","400"
"221455744","330","330","330"
"221456000","290","290","290"
"221461888","625","625","625"
"221488768","340","340","340"
"221489280","420","420","420"
"221499136","370","370","370"
"221520512","505","505","505"
"221538560","540","540","540"
"221578240","430","430","430"
"221585152","385","385","385"
"221599616","250","250","250"
"221611904","400","400","400"
"221614464","410","410","410"
"221631232","726.6666870117188","726.6666870117188","726.6666870117188"
"221664384","370","370","370"
"221715840","495","495","495"
"221748224","380","380","380"
"221760640","330","330","330"
"221803392","595","595","595"
"221814016","680","680","680"
"221871488","440","440","440"
"221875840","460","460","460"
"221914624","325","325","325"
"221965696","1140","1140","1140"
"221966208","380","380","380"
"222015616","570","570","570"
"222037504","315","315","315"
"222042240","760","760","760"
"222049408","300","300","300"
"222092800","400","400","400"
"222096128","990","990","990"
"222108544","350","350","350"
"222122368","450","450","450"
"222142080","250","250","250"
"222146048","600","600","600"
"222146688","286.6666564941406","286.6666564941406","286.6666564941406"
"222166784","630","630","630"
"222172416","545","545","545"
"222178432","660","660","660"
"222222976","270","270","270"
"222226432","300","300","300"
"222233472","230","230","230"
"222268544","300","300","300"
"222297984","305","305","305"
"222317568","250","250","250"
"222344576","550","550","550"
"222379648","745","745","745"
"222383616","370","370","370"
"222386176","470","470","470"
"222397184","430","430","430"
"222445184","445","445","445"
"222483072","560","560","560"
"222483712","1010","1010","1010"
"222492672","380","380","380"
"222547072","320","320","320"
"222577536","530","530","530"
"222584704","300","300","300"
"222611200","350","350","350"
"222632832","315","315","315"
"222633088","360","360","360"
"222637952","1050","1050","1050"
"222687616","1080","1080","1080"
"222691328","390","390","390"
"222693120","750","750","750"
"222694528","550","550","550"
"222697728","340","340","340"
"222723584","280","280","280"
"222755712","785","785","785"
"222765056","280","280","280"
"222782464","460","460","460"
"222815744","1260","1260","1260"
"222858240","630","630","630"
"222885632","360","360","360"
"222932224","730","730","730"
"222940672","375","375","375"
"222961152","610","610","610"
"222996096","380","380","380"
"223001088","270","270","270"
"223001600","310","310","310"
"223006336","720","720","720"
"223020160","460","460","460"
"223023616","300","300","300"
"223044224","310","310","310"
"223071104","520","520","520"
"223104384","1880","1880","1880"
"223135232","310","310","310"
"223152256","690","690","690"
"223166848","465","465","465"
"223190272","290","290","290"
"223218304","300","300","300"
"223254784","480","480","480"
"223273856","420","420","420"
"223356544","390","390","390"
"223427968","500","500","500"
"223457152","330","330","330"
"223468800","760","760","760"
"223474816","360","360","360"
"223498112","420","420","420"
"223502720","400","400","400"
"223526400","520","520","520"
"223565312","270","270","270"
"223619456","260","260","260"
"223639680","560","560","560"
"223649920","370","370","370"
"223671168","320","320","320"
"223709952","500","500","500"
"223756160","460","460","460"
"223778432","280","280","280"
"223873536","620","620","620"
"223888256","430","430","430"
"223904000","370","370","370"
"223934592","390","390","390"
"223939968","400","400","400"
"223970560","400","400","400"
"224009600","330","330","330"
"224020608","360","360","360"
"224050432","360","360","360"
"224059648","376.6666564941406","376.6666564941406","376.6666564941406"
"224100480","330","330","330"
"224100736","370","370","370"
"224111104","400","400","400"
"224114944","320","320","320"
"224121216","340","340","340"
"224219648","370","370","370"
"224228992","445","445","445"
"224240512","340","340","340"
"224260096","310","310","310"
"224312960","360","360","360"
"224314752","350","350","350"
"224315904","270","270","270"
"224337408","360","360","360"
"224344960","300","300","300"
"224359552","340","340","340"
"224364928","760","760","760"
"224367744","480","480","480"
"224375680","730","730","730"
"224428544","350","350","350"
"224484352","566","566","566"
"224522880","530","530","530"
"224541824","290","290","290"
"224602752","150","150","150"
"224630144","290","290","290"
"224634368","430","430","430"
"224667008","240","240","240"
"224703104","290","290","290"
"224708864","630","630","630"
"224731392","470","470","470"
"224812032","260","260","260"
"224820608","260","260","260"
"224821504","425","425","425"
"224848256","310","310","310"
"224855808","650","650","650"
"224881408","430","430","430"
"224910208","370","370","370"
"224931712","290","290","290"
"224975232","440","440","440"
"224992768","320","320","320"
"224995328","480","480","480"
"225017216","360","360","360"
"225021312","315","315","315"
"225051392","830","830","830"
"225119104","470","470","470"
"225120768","480","480","480"
"225127936","426.6666564941406","426.6666564941406","426.6666564941406"
"225159296","650","650","650"
"225287424","375","375","375"
"225290880","350","350","350"
"225319936","1020","1020","1020"
"225324160","400","400","400"
"225338240","415","415","415"
"225346688","330","330","330"
"225368448","502.5","502.5","502.5"
"225384832","630","630","630"
"225401856","320","320","320"
"225409024","560","560","560"
"225444352","920","920","920"
"225452544","280","280","280"
"225479168","380","380","380"
"225490688","430","430","430"
"225506176","340","340","340"
"225510912","720","720","720"
"225531904","1240","1240","1240"
"225562624","360","360","360"
"225586048","580","580","580"
"225596544","320","320","320"
"225630848","410","410","410"
"225633664","330","330","330"
"225690368","470","470","470"
"225723008","490","490","490"
"225744896","310","310","310"
"225763712","840","840","840"
"225852672","720","720","720"
"225907328","490","490","490"
"225936384","360","360","360"
"225940992","360","360","360"
"226029184","340","340","340"
"226232064","625","625","625"
"226253824","575","575","575"
"226254720","400","400","400"
"226268672","370","370","370"
"226288512","405","405","405"
"226297472","360","360","360"
"226298880","270","270","270"
"226305024","570","570","570"
"226337024","420","420","420"
"226366336","450","450","450"
"226435840","340","340","340"
"226488960","300","300","300"
"226491136","680","680","680"
"226515840","495","495","495"
"226571520","380","380","380"
"226625408","345","345","345"
"226637056","520","520","520"
"226643200","390","390","390"
"226666752","520","520","520"
"226682368","620","620","620"
"226711552","280","280","280"
"226724608","395","395","395"
"226729088","400","400","400"
"226771200","400","400","400"
"226777600","350","350","350"
"226781952","340","340","340"
"226807168","360","360","360"
"226814848","605","605","605"
"226834944","385","385","385"
"226835968","250","250","250"
"226840960","340","340","340"
"226887424","770","770","770"
"226908544","440","440","440"
"226934272","340","340","340"
"226949120","443.3333435058594","443.3333435058594","443.3333435058594"
"226960640","350","350","350"
"226984704","570","570","570"
"227006976","380","380","380"
"227047296","270","270","270"
"227075712","600","600","600"
"227098624","345","345","345"
"227109888","1160","1160","1160"
"227148672","630","630","630"
"227196288","380","380","380"
"227214080","1060","1060","1060"
"227224576","380","380","380"
"227235328","350","350","350"
"227264000","260","260","260"
"227326208","270","270","270"
"227415936","350","350","350"
"227421696","320","320","320"
"227447808","725","725","725"
"227520384","455","455","455"
"227526528","560","560","560"
"227568000","340","340","340"
"227623040","1640","1640","1640"
"227634688","675","675","675"
"227719040","350","350","350"
"227720192","435","435","435"
"227728128","220","220","220"
"227750784","380","380","380"
"227753344","330","330","330"
"227763328","550","550","550"
"227763712","543.3333129882812","543.3333129882812","543.3333129882812"
"227772288","340","340","340"
"227784704","480","480","480"
"227800192","340","340","340"
"227804672","705","705","705"
"227809664","360","360","360"
"227824768","310","310","310"
"227880832","340","340","340"
"227916160","345","345","345"
"227948416","430","430","430"
"227965696","400","400","400"
"227966208","370","370","370"
"227966592","260","260","260"
"228019200","430","430","430"
"228071040","580","580","580"
"228086144","650","650","650"
"228096768","680","680","680"
"228128640","330","330","330"
"228141184","420","420","420"
"228189440","410","410","410"
"228228864","230","230","230"
"228256384","355","355","355"
"228280704","600","600","600"
"228310656","380","380","380"
"228331392","300","300","300"
"228335360","280","280","280"
"228347648","515","515","515"
"228368000","455","455","455"
"228392960","465","465","465"
"228437120","320","320","320"
"228516608","560","560","560"
"228533888","320","320","320"
"228595328","270","270","270"
"228613760","200","200","200"
"228628352","300","300","300"
"228649344","430","430","430"
"228654976","400","400","400"
"228656512","330","330","330"
"228662144","380","380","380"
"228694400","310","310","310"
"228708352","1070","1070","1070"
"228710144","540","540","540"
"228714752","290","290","290"
"228716288","260","260","260"
"228720256","390","390","390"
"228725504","360","360","360"
"228727936","810","810","810"
"228747392","650","650","650"
"228750848","400","400","400"
"228771584","505","505","505"
"228772224","640","640","640"
"228796800","690","690","690"
"228802560","380","380","380"
"228824320","390","390","390"
"228877568","850","850","850"
"228953472","550","550","550"
"228972544","540","540","540"
"228973056","420","420","420"
"228977152","330","330","330"
"229010304","486.6666564941406","486.6666564941406","486.6666564941406"
"229104000","560","560","560"
"229128448","680","680","680"
"229146368","430","430","430"
"229150336","370","370","370"
"229151488","460","460","460"
"229185792","430","430","430"
"229191296","840","840","840"
"229195904","980","980","980"
"229242496","970","970","970"
"229247616","310","310","310"
"229265536","455","455","455"
"229281920","675","675","675"
"229298048","515","515","515"
"229315840","450","450","450"
"229328640","530","530","530"
"229335552","380","380","380"
"229335808","330","330","330"
"229351936","470","470","470"
"229367936","320","320","320"
"229383936","390","390","390"
"229389824","270","270","270"
"229397248","480","480","480"
"229401728","330","330","330"
"229406336","350","350","350"
"229423744","335","335","335"
"229428992","380","380","380"
"229446528","280","280","280"
"229452544","310","310","310"
"229465344","635","635","635"
"229519104","290","290","290"
"229524608","610","610","610"
"229611520","355","355","355"
"229611776","550","550","550"
"229709952","430","430","430"
"229720576","390","390","390"
"229744256","700","700","700"
"229762816","545","545","545"
"229795584","750","750","750"
"229837824","390","390","390"
"229851264","515","515","515"
"229869696","350","350","350"
"229907328","370","370","370"
"229907584","360","360","360"
"229910528","310","310","310"
"229958912","1055","1055","1055"
"229960704","600","600","600"
"230005248","385","385","385"
"230010752","670","670","670"
"230013952","280","280","280"
"230057088","390","390","390"
"230067968","930","930","930"
"230068992","290","290","290"
"230070528","340","340","340"
"230075520","480","480","480"
"230097792","760","760","760"
"230153088","495","495","495"
"230173952","360","360","360"
"230182400","640","640","640"
"230264576","305","305","305"
"230296448","413.3333435058594","413.3333435058594","413.3333435058594"
"230299776","320","320","320"
"230345984","550","550","550"
"230362752","1350","1350","1350"
"230400768","550","550","550"
"230422784","600","600","600"
"230433664","495","495","495"
"230454016","570","570","570"
"230493184","310","310","310"
"230494976","340","340","340"
"230563328","300","300","300"
"230607488","250","250","250"
"230608512","450","450","450"
"230657024","345","345","345"
"230684416","370","370","370"
"230709376","477.5","477.5","477.5"
"230754432","320","320","320"
"230773120","430","430","430"
"230780544","350","350","350"
"230782976","355","355","355"
"230814336","660","660","660"
"230883328","565","565","565"
"230883840","1100","1100","1100"
"230896128","280","280","280"
"230906880","360","360","360"
"230921728","430","430","430"
"230957184","300","300","300"
"230990336","290","290","290"
"231000320","960","960","960"
"231020544","370","370","370"
"231031040","1400","1400","1400"
"231102080","750","750","750"
"231188096","520","520","520"
"231194112","410","410","410"
"231195520","280","280","280"
"231203328","230","230","230"
"231230976","560","560","560"
"231232896","450","450","450"
"231242752","320","320","320"
"231249536","290","290","290"
"231265536","295","295","295"
"231273600","790","790","790"
"231325184","290","290","290"
"231338240","210","210","210"
"231348736","310","310","310"
"231353216","240","240","240"
"231372288","240","240","240"
"231373312","680","680","680"
"231386752","380","380","380"
"231408000","1006.6666870117188","1006.6666870117188","1006.6666870117188"
"231464448","730","730","730"
"231479680","310","310","310"
"231488896","260","260","260"
"231517440","545","545","545"
"231568128","360","360","360"
"231574400","260","260","260"
"231611392","370","370","370"
"231623808","1050","1050","1050"
"231624704","400","400","400"
"231655552","330","330","330"
"231675136","300","300","300"
"231676288","320","320","320"
"231676416","550","550","550"
"231677824","530","530","530"
"231727488","480","480","480"
"231749760","340","340","340"
"231814400","260","260","260"
"231845120","480","480","480"
"231878528","670","670","670"
"231916032","450","450","450"
"231969664","350","350","350"
"231979520","350","350","350"
"231981440","280","280","280"
"231997440","490","490","490"
"232003712","1080","1080","1080"
"232018048","270","270","270"
"232067968","320","320","320"
"232081920","580","580","580"
"232112768","230","230","230"
"232133632","410","410","410"
"232134656","400","400","400"
"232137344","330","330","330"
"232143872","760","760","760"
"232154880","380","380","380"
"232168064","310","310","310"
"232175488","350","350","350"
"232225024","655","655","655"
