"Step","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MIN","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MAX"
"68297472","300","300","300"
"68313600","430","430","430"
"68331904","420","420","420"
"68332672","373.3333435058594","373.3333435058594","373.3333435058594"
"68459264","560","560","560"
"68470016","610","610","610"
"68470528","200","200","200"
"68487552","290","290","290"
"68505216","280","280","280"
"68532352","285","285","285"
"68547968","316.6666564941406","316.6666564941406","316.6666564941406"
"68589824","440","440","440"
"68608512","290","290","290"
"68646016","380","380","380"
"68660352","330","330","330"
"68680704","310","310","310"
"68706688","370","370","370"
"68710528","395","395","395"
"68722432","250","250","250"
"68726912","540","540","540"
"68766720","300","300","300"
"68783744","330","330","330"
"68818304","250","250","250"
"68844416","270","270","270"
"68850944","870","870","870"
"68859648","710","710","710"
"68890624","305","305","305"
"68926080","490","490","490"
"68948224","370","370","370"
"68980864","310","310","310"
"69043200","450","450","450"
"69056896","1620","1620","1620"
"69058816","825","825","825"
"69090304","1126.6666259765625","1126.6666259765625","1126.6666259765625"
"69100672","320","320","320"
"69127424","770","770","770"
"69148544","340","340","340"
"69165696","1050","1050","1050"
"69206528","455","455","455"
"69217152","260","260","260"
"69238656","310","310","310"
"69257728","285","285","285"
"69260544","540","540","540"
"69325184","600","600","600"
"69336192","820","820","820"
"69345408","550","550","550"
"69367040","330","330","330"
"69367936","340","340","340"
"69385216","560","560","560"
"69385344","380","380","380"
"69395072","696.6666870117188","696.6666870117188","696.6666870117188"
"69423872","340","340","340"
"69439488","710","710","710"
"69444352","400","400","400"
"69496832","610","610","610"
"69504896","370","370","370"
"69534336","230","230","230"
"69657472","305","305","305"
"69659136","250","250","250"
"69663232","330","330","330"
"69679360","245","245","245"
"69710720","1260","1260","1260"
"69730048","320","320","320"
"69790080","270","270","270"
"69799680","280","280","280"
"69803776","310","310","310"
"69815808","340","340","340"
"69839232","340","340","340"
"69849856","350","350","350"
"69892224","290","290","290"
"69923712","525","525","525"
"69953664","385","385","385"
"69984512","330","330","330"
"69995008","250","250","250"
"70012160","290","290","290"
"70019840","260","260","260"
"70077824","220","220","220"
"70081920","376.6666564941406","376.6666564941406","376.6666564941406"
"70112256","340","340","340"
"70120064","390","390","390"
"70122880","220","220","220"
"70131456","270","270","270"
"70153344","536.6666870117188","536.6666870117188","536.6666870117188"
"70153472","590","590","590"
"70187776","675","675","675"
"70199040","650","650","650"
"70236288","280","280","280"
"70274432","580","580","580"
"70285952","230","230","230"
"70318080","310","310","310"
"70336512","860","860","860"
"70354816","320","320","320"
"70393344","500","500","500"
"70429696","423.3333435058594","423.3333435058594","423.3333435058594"
"70499712","240","240","240"
"70518016","350","350","350"
"70523776","360","360","360"
"70527488","1880","1880","1880"
"70595712","417.5","417.5","417.5"
"70610944","350","350","350"
"70632064","350","350","350"
"70669568","180","180","180"
"70706688","445","445","445"
"70782976","720","720","720"
"70794496","400","400","400"
"70863360","720","720","720"
"70899968","290","290","290"
"70927616","300","300","300"
"70956160","675","675","675"
"70963712","370","370","370"
"71003520","322.5","322.5","322.5"
"71059072","520","520","520"
"71071488","480","480","480"
"71103360","320","320","320"
"71127040","410","410","410"
"71132672","440","440","440"
"71170304","1300","1300","1300"
"71171328","320","320","320"
"71173248","330","330","330"
"71175296","600","600","600"
"71195520","575","575","575"
"71202048","340","340","340"
"71212544","375","375","375"
"71218688","320","320","320"
"71219712","415","415","415"
"71240064","350","350","350"
"71289728","420","420","420"
"71303808","630","630","630"
"71359872","180","180","180"
"71398016","335","335","335"
"71400064","575","575","575"
"71432064","360","360","360"
"71434368","280","280","280"
"71447296","370","370","370"
"71459072","660","660","660"
"71510528","500","500","500"
"71516288","480","480","480"
"71566848","360","360","360"
"71573248","410","410","410"
"71574528","375","375","375"
"71603840","405","405","405"
"71620864","200","200","200"
"71623040","920","920","920"
"71623424","1130","1130","1130"
"71692672","260","260","260"
"71704576","340","340","340"
"71720576","360","360","360"
"71723136","320","320","320"
"71737088","310","310","310"
"71741312","640","640","640"
"71742464","450","450","450"
"71843968","370","370","370"
"71861376","380","380","380"
"71884672","350","350","350"
"71895040","290","290","290"
"71926656","310","310","310"
"71933312","440","440","440"
"71934848","710","710","710"
"71985536","400","400","400"
"71987328","406.6666564941406","406.6666564941406","406.6666564941406"
"72049280","430","430","430"
"72063232","442.5","442.5","442.5"
"72066944","315","315","315"
"72080256","380","380","380"
"72086528","290","290","290"
"72130816","600","600","600"
"72132736","270","270","270"
"72202112","1090","1090","1090"
"72246656","420","420","420"
"72247552","613.3333129882812","613.3333129882812","613.3333129882812"
"72248192","280","280","280"
"72274816","490","490","490"
"72283136","350","350","350"
"72297728","435","435","435"
"72312576","340","340","340"
"72330240","310","310","310"
"72362624","300","300","300"
"72370176","280","280","280"
"72376448","300","300","300"
"72403712","400","400","400"
"72414464","370","370","370"
"72496768","525","525","525"
"72504576","1470","1470","1470"
"72592256","460","460","460"
"72606464","270","270","270"
"72658304","390","390","390"
"72689536","780","780","780"
"72691072","740","740","740"
"72717824","360","360","360"
"72723328","335","335","335"
"72735104","530","530","530"
"72752512","385","385","385"
"72775040","340","340","340"
"72791936","630","630","630"
"72843648","355","355","355"
"72844288","535","535","535"
"72853120","320","320","320"
"72899584","450","450","450"
"72900736","250","250","250"
"72908928","740","740","740"
"72944512","230","230","230"
"72949888","430","430","430"
"72965120","750","750","750"
"72973952","460","460","460"
"72986752","420","420","420"
"73062016","480","480","480"
"73071744","1000","1000","1000"
"73113728","1080","1080","1080"
"73130624","390","390","390"
"73134080","270","270","270"
"73161216","785","785","785"
"73197440","280","280","280"
"73229312","330","330","330"
"73231616","545","545","545"
"73250944","320","320","320"
"73295360","500","500","500"
"73297664","190","190","190"
"73301248","390","390","390"
"73380736","345","345","345"
"73392000","860","860","860"
"73409920","260","260","260"
"73414528","325","325","325"
"73415936","470","470","470"
"73452800","340","340","340"
"73461504","340","340","340"
"73466624","365","365","365"
"73473664","320","320","320"
"73484672","420","420","420"
"73539840","340","340","340"
"73605376","250","250","250"
"73652224","1185","1185","1185"
"73660928","250","250","250"
"73691648","430","430","430"
"73691904","430","430","430"
"73714304","400","400","400"
"73742464","410","410","410"
"73770624","280","280","280"
"73785472","635","635","635"
"73833344","345","345","345"
"73849472","325","325","325"
"73863808","530","530","530"
"73882880","760","760","760"
"73904256","340","340","340"
"73952896","470","470","470"
"74049024","380","380","380"
"74051968","750","750","750"
"74069120","2050","2050","2050"
"74093568","440","440","440"
"74106496","470","470","470"
"74107520","190","190","190"
"74109184","360","360","360"
"74125056","360","360","360"
"74142464","765","765","765"
"74158848","610","610","610"
"74179712","620","620","620"
"74186880","465","465","465"
"74223104","1080","1080","1080"
"74230784","190","190","190"
"74260736","350","350","350"
"74273920","300","300","300"
"74369536","360","360","360"
"74397056","390","390","390"
"74424064","280","280","280"
"74436864","360","360","360"
"74438528","290","290","290"
"74503168","320","320","320"
"74516736","475","475","475"
"74517760","320","320","320"
"74539904","530","530","530"
"74543232","710","710","710"
"74552320","630","630","630"
"74557696","295","295","295"
"74591488","320","320","320"
"74597120","550","550","550"
"74638592","323.3333435058594","323.3333435058594","323.3333435058594"
"74679936","585","585","585"
"74682240","390","390","390"
"74685056","330","330","330"
"74687360","815","815","815"
"74711168","380","380","380"
"74800896","800","800","800"
"74814080","290","290","290"
"74844160","190","190","190"
"74891008","500","500","500"
"74951552","700","700","700"
"74953472","340","340","340"
"74977152","670","670","670"
"75002496","310","310","310"
"75059072","520","520","520"
"75089024","336.6666564941406","336.6666564941406","336.6666564941406"
"75089792","505","505","505"
"75164160","530","530","530"
"75214080","740","740","740"
"75219328","390","390","390"
"75233792","400","400","400"
"75233920","345","345","345"
"75292928","330","330","330"
"75303936","280","280","280"
"75321216","550","550","550"
"75331840","720","720","720"
"75376640","285","285","285"
"75379072","283.3333435058594","283.3333435058594","283.3333435058594"
"75380480","700","700","700"
"75405696","680","680","680"
"75412480","230","230","230"
"75413760","695","695","695"
"75426688","230","230","230"
"75478528","460","460","460"
"75479424","370","370","370"
"75480704","710","710","710"
"75544064","400","400","400"
"75546496","410","410","410"
"75550336","470","470","470"
"75552256","313.3333435058594","313.3333435058594","313.3333435058594"
"75562624","430","430","430"
"75581952","270","270","270"
"75590656","260","260","260"
"75629440","520","520","520"
"75651200","250","250","250"
"75662080","480","480","480"
"75667072","366.6666564941406","366.6666564941406","366.6666564941406"
"75700352","270","270","270"
"75729536","450","450","450"
"75755904","1155","1155","1155"
"75762432","320","320","320"
"75775872","220","220","220"
"75792640","463.3333435058594","463.3333435058594","463.3333435058594"
"75829248","870","870","870"
"75834240","266.6666564941406","266.6666564941406","266.6666564941406"
"75870336","640","640","640"
"75919616","290","290","290"
"76012416","320","320","320"
"76013568","320","320","320"
"76090624","1090","1090","1090"
"76113024","810","810","810"
"76161152","330","330","330"
"76205056","330","330","330"
"76216832","830","830","830"
"76223488","430","430","430"
"76250880","330","330","330"
"76278400","222.5","222.5","222.5"
"76294528","430","430","430"
"76308096","490","490","490"
"76349440","370","370","370"
"76367872","320","320","320"
"76374656","306.6666564941406","306.6666564941406","306.6666564941406"
"76432896","336.6666564941406","336.6666564941406","336.6666564941406"
"76440320","350","350","350"
"76463616","800","800","800"
"76465024","450","450","450"
"76465280","840","840","840"
"76492544","440","440","440"
"76499968","540","540","540"
"76516096","770","770","770"
"76541568","250","250","250"
"76608000","340","340","340"
"76614144","260","260","260"
"76632064","340","340","340"
"76634752","400","400","400"
"76689536","410","410","410"
"76690560","345","345","345"
"76750720","1870","1870","1870"
"76761216","540","540","540"
"76778240","880","880","880"
"76780800","190","190","190"
"76789760","390","390","390"
"76791808","460","460","460"
"76820480","720","720","720"
"76840832","650","650","650"
"76877952","580","580","580"
"76880000","320","320","320"
"76899328","200","200","200"
"76943360","270","270","270"
"77023488","250","250","250"
"77026048","600","600","600"
"77052928","315","315","315"
"77097344","360","360","360"
"77131264","250","250","250"
"77138816","570","570","570"
"77150464","600","600","600"
"77151232","290","290","290"
"77157632","340","340","340"
"77159424","910","910","910"
"77193088","770","770","770"
"77207424","370","370","370"
"77209728","430","430","430"
"77224320","390","390","390"
"77227648","550","550","550"
"77232128","640","640","640"
"77265664","350","350","350"
"77308544","280","280","280"
"77341568","315","315","315"
"77353344","800","800","800"
"77359616","1890","1890","1890"
"77411968","320","320","320"
"77449600","380","380","380"
"77492096","320","320","320"
"77507840","610","610","610"
"77553408","280","280","280"
"77627648","320","320","320"
"77669120","350","350","350"
"77670144","670","670","670"
"77671040","430","430","430"
"77683072","360","360","360"
"77688704","260","260","260"
"77730944","565","565","565"
"77768448","870","870","870"
"77785728","320","320","320"
"77825664","420","420","420"
"77855360","820","820","820"
"77902080","466.6666564941406","466.6666564941406","466.6666564941406"
"77934080","320","320","320"
"77935616","570","570","570"
"77948032","305","305","305"
"77948800","320","320","320"
"77954560","900","900","900"
"78039040","370","370","370"
"78044544","330","330","330"
"78047104","250","250","250"
"78050944","405","405","405"
"78060288","950","950","950"
"78078464","1270","1270","1270"
"78089472","736.6666870117188","736.6666870117188","736.6666870117188"
"78110336","545","545","545"
"78119808","870","870","870"
"78132736","690","690","690"
"78183296","445","445","445"
"78208000","610","610","610"
"78217984","460","460","460"
"78235776","290","290","290"
"78277888","330","330","330"
"78306816","380","380","380"
"78355200","350","350","350"
"78369536","355","355","355"
"78450944","526.6666870117188","526.6666870117188","526.6666870117188"
"78451968","530","530","530"
"78472832","290","290","290"
"78518400","330","330","330"
"78518784","690","690","690"
"78540288","370","370","370"
"78596864","505","505","505"
"78667264","350","350","350"
"78678272","400","400","400"
"78684416","250","250","250"
"78693888","320","320","320"
"78697856","245","245","245"
"78711552","485","485","485"
"78779392","370","370","370"
"78782720","390","390","390"
"78801024","310","310","310"
"78816512","245","245","245"
"78878208","425","425","425"
"78882176","200","200","200"
"78886528","340","340","340"
"78904704","660","660","660"
"78933120","430","430","430"
"78934400","305","305","305"
"78946688","470","470","470"
"78948736","376.6666564941406","376.6666564941406","376.6666564941406"
"78969088","310","310","310"
"78991104","460","460","460"
"79014784","420","420","420"
"79039488","340","340","340"
"79049344","1230","1230","1230"
"79117696","350","350","350"
"79134080","390","390","390"
"79135616","380","380","380"
"79158144","420","420","420"
"79170560","365","365","365"
"79208704","335","335","335"
"79235200","290","290","290"
"79265408","340","340","340"
"79270016","360","360","360"
"79281920","335","335","335"
"79288064","696.6666870117188","696.6666870117188","696.6666870117188"
"79290240","350","350","350"
"79294848","370","370","370"
"79297664","510","510","510"
"79300224","1110","1110","1110"
"79339648","270","270","270"
"79349504","710","710","710"
"79381376","450","450","450"
"79382400","790","790","790"
"79383424","210","210","210"
"79394944","460","460","460"
"79402112","140","140","140"
"79405568","350","350","350"
"79442304","200","200","200"
"79462144","300","300","300"
"79463936","903.3333129882812","903.3333129882812","903.3333129882812"
"79466624","920","920","920"
"79481856","490","490","490"
"79500416","300","300","300"
"79505408","730","730","730"
"79511296","600","600","600"
"79625344","350","350","350"
"79630080","420","420","420"
"79641728","240","240","240"
"79642112","510","510","510"
"79659648","280","280","280"
"79683712","370","370","370"
"79689856","460","460","460"
"79715200","380","380","380"
"79744768","910","910","910"
"79746176","355","355","355"
"79755392","430","430","430"
"79765632","300","300","300"
"79779968","403.3333435058594","403.3333435058594","403.3333435058594"
"79807744","610","610","610"
"79812736","575","575","575"
"79846144","390","390","390"
"79854848","340","340","340"
"79856256","990","990","990"
"79858816","370","370","370"
"79875840","690","690","690"
"79888384","770","770","770"
"79898496","570","570","570"
"79945472","285","285","285"
"79991936","300","300","300"
"80007680","360","360","360"
"80014208","330","330","330"
"80019328","330","330","330"
"80033792","640","640","640"
"80042880","300","300","300"
"80068608","1060","1060","1060"
"80078464","330","330","330"
"80081024","290","290","290"
"80102784","423.3333435058594","423.3333435058594","423.3333435058594"
"80110976","520","520","520"
"80120192","590","590","590"
"80140544","530","530","530"
"80165888","410","410","410"
"80182784","345","345","345"
"80207744","310","310","310"
"80208512","440","440","440"
"80244096","230","230","230"
"80287488","690","690","690"
"80301312","590","590","590"
"80308992","610","610","610"
"80376960","315","315","315"
"80378240","340","340","340"
"80380928","520","520","520"
"80387712","530","530","530"
"80394112","300","300","300"
"80465664","350","350","350"
"80483968","530","530","530"
"80487040","690","690","690"
"80488960","320","320","320"
"80533248","270","270","270"
"80571776","385","385","385"
"80592384","340","340","340"
"80596608","400","400","400"
"80597376","380","380","380"
"80609280","350","350","350"
"80621440","300","300","300"
"80718080","716.6666870117188","716.6666870117188","716.6666870117188"
"80724096","442.5","442.5","442.5"
"80733312","260","260","260"
"80754432","480","480","480"
"80757760","1050","1050","1050"
"80772608","270","270","270"
"80811392","470","470","470"
"80829568","330","330","330"
"80908288","320","320","320"
"80937088","470","470","470"
"80956160","270","270","270"
"80963840","485","485","485"
"80992384","450","450","450"
"81021696","395","395","395"
"81050624","430","430","430"
"81061248","290","290","290"
"81085696","280","280","280"
"81105920","370","370","370"
"81113856","350","350","350"
"81120512","535","535","535"
"81131392","340","340","340"
"81139200","470","470","470"
"81173632","370","370","370"
"81181824","275","275","275"
"81208704","490","490","490"
"81226368","415","415","415"
"81227904","570","570","570"
"81235840","270","270","270"
"81238400","740","740","740"
"81257856","250","250","250"
"81286528","1690","1690","1690"
"81288448","330","330","330"
"81301376","315","315","315"
"81349888","280","280","280"
"81352064","320","320","320"
"81359104","410","410","410"
"81369088","400","400","400"
"81384064","930","930","930"
"81398912","370","370","370"
"81414144","510","510","510"
"81425920","500","500","500"
"81486592","345","345","345"
"81487232","720","720","720"
"81491584","450","450","450"
"81534976","380","380","380"
"81546880","470","470","470"
"81552640","680","680","680"
"81566592","490","490","490"
"81571328","385","385","385"
"81622016","350","350","350"
"81631104","310","310","310"
"81653888","370","370","370"
"81656704","400","400","400"
"81676032","350","350","350"
"81693568","270","270","270"
"81720192","670","670","670"
"81745152","260","260","260"
"81755776","370","370","370"
"81759744","1260","1260","1260"
"81770496","260","260","260"
"81799552","300","300","300"
"81847424","590","590","590"
"81875840","370","370","370"
"81878144","270","270","270"
"81884800","580","580","580"
"81912448","310","310","310"
"81917056","490","490","490"
"81924992","330","330","330"
"81927424","310","310","310"
"81929856","400","400","400"
"81938816","270","270","270"
"81946240","340","340","340"
"81953408","480","480","480"
"81955840","360","360","360"
"81963264","460","460","460"
"82008320","450","450","450"
"82076032","680","680","680"
"82086144","325","325","325"
"82119680","360","360","360"
"82144128","310","310","310"
"82165888","650","650","650"
"82195072","380","380","380"
"82196224","220","220","220"
"82207744","560","560","560"
"82243072","290","290","290"
"82262272","520","520","520"
"82285312","260","260","260"
"82286464","540","540","540"
"82289920","800","800","800"
"82291968","940","940","940"
"82301056","625","625","625"
"82325760","340","340","340"
"82329344","550","550","550"
"82331008","1130","1130","1130"
"82374144","270","270","270"
"82417536","410","410","410"
"82422144","270","270","270"
"82437120","430","430","430"
"82437376","285","285","285"
"82450432","540","540","540"
"82465152","385","385","385"
"82469120","410","410","410"
"82469632","470","470","470"
"82479616","400","400","400"
"82484608","260","260","260"
"82484864","720","720","720"
"82514048","460","460","460"
"82555648","475","475","475"
"82558336","770","770","770"
"82561024","240","240","240"
"82627328","470","470","470"
"82629760","456.6666564941406","456.6666564941406","456.6666564941406"
"82695424","370","370","370"
"82750976","290","290","290"
"82771712","400","400","400"
"82798720","395","395","395"
"82817152","320","320","320"
"82826752","410","410","410"
"82854912","600","600","600"
"82856064","370","370","370"
"82864128","340","340","340"
"82899584","425","425","425"
"82919552","330","330","330"
"82921344","330","330","330"
"82929920","270","270","270"
"82942720","610","610","610"
"82953984","326.6666564941406","326.6666564941406","326.6666564941406"
"82966656","440","440","440"
"82990336","640","640","640"
"83081088","370","370","370"
"83101568","430","430","430"
"83105408","290","290","290"
"83114624","430","430","430"
"83130240","480","480","480"
"83139584","1130","1130","1130"
"83142784","510","510","510"
"83152896","460","460","460"
"83166592","785","785","785"
"83179264","340","340","340"
"83252480","240","240","240"
"83282048","320","320","320"
"83295872","265","265","265"
"83345664","305","305","305"
"83352704","260","260","260"
"83378944","310","310","310"
"83405440","575","575","575"
"83416704","330","330","330"
"83419008","660","660","660"
"83436672","530","530","530"
"83495424","410","410","410"
"83538048","860","860","860"
"83554176","595","595","595"
"83556864","490","490","490"
"83559296","220","220","220"
"83568000","550","550","550"
"83597824","460","460","460"
"83616128","350","350","350"
"83621248","330","330","330"
"83631616","420","420","420"
"83635968","280","280","280"
"83640704","336.6666564941406","336.6666564941406","336.6666564941406"
"83643904","260","260","260"
"83662208","310","310","310"
"83686144","280","280","280"
"83699840","300","300","300"
"83754880","263.3333435058594","263.3333435058594","263.3333435058594"
"83767424","350","350","350"
"83776000","425","425","425"
"83784576","350","350","350"
"83831296","480","480","480"
"83846400","560","560","560"
"83871488","300","300","300"
"83876864","310","310","310"
"83899520","290","290","290"
"83913600","875","875","875"
"83935232","340","340","340"
"83947776","330","330","330"
"84015104","305","305","305"
"84028928","200","200","200"
"84043776","350","350","350"
"84046208","480","480","480"
"84103808","430","430","430"
"84107776","380","380","380"
"84144896","320","320","320"
"84153088","850","850","850"
"84173824","210","210","210"
"84221184","450","450","450"
"84233984","840","840","840"
"84253056","310","310","310"
"84277376","400","400","400"
"84296320","370","370","370"
"84334080","330","330","330"
"84366336","430","430","430"
"84396288","300","300","300"
"84408704","360","360","360"
"84440320","360","360","360"
"84459008","356.6666564941406","356.6666564941406","356.6666564941406"
"84489728","220","220","220"
"84551040","280","280","280"
"84565760","260","260","260"
"84589696","1100","1100","1100"
"84596608","330","330","330"
"84612992","320","320","320"
"84632192","190","190","190"
"84671488","650","650","650"
"84679936","300","300","300"
"84732288","365","365","365"
"84742144","370","370","370"
"84786816","340","340","340"
"84805760","350","350","350"
"84810240","350","350","350"
"84810752","300","300","300"
"84823808","180","180","180"
"84827392","376.6666564941406","376.6666564941406","376.6666564941406"
"84835584","1080","1080","1080"
"84841216","230","230","230"
"84848000","290","290","290"
"84883200","295","295","295"
"84891264","310","310","310"
"84897536","370","370","370"
"84908800","670","670","670"
"84909056","380","380","380"
"84913024","325","325","325"
"84933632","330","330","330"
"84953600","240","240","240"
"84956544","310","310","310"
"84963072","565","565","565"
"84975872","310","310","310"
"85038720","310","310","310"
"85040512","470","470","470"
"85044224","360","360","360"
"85118208","330","330","330"
"85122944","320","320","320"
"85123328","350","350","350"
"85127552","240","240","240"
"85156864","290","290","290"
"85161344","320","320","320"
"85181952","600","600","600"
"85207552","450","450","450"
"85209856","1130","1130","1130"
"85233792","310","310","310"
"85250560","250","250","250"
"85286784","300","300","300"
"85333376","360","360","360"
"85385088","305","305","305"
"85426048","400","400","400"
"85436544","400","400","400"
"85518464","710","710","710"
"85524224","360","360","360"
"85538944","360","360","360"
"85542272","670","670","670"
"85578752","320","320","320"
"85586688","420","420","420"
"85599744","1120","1120","1120"
"85648256","490","490","490"
"85659136","350","350","350"
"85678592","400","400","400"
"85715584","505","505","505"
"85747712","605","605","605"
"85754880","270","270","270"
"85787008","380","380","380"
"85791488","550","550","550"
"85808768","400","400","400"
"85897088","360","360","360"
"85903360","320","320","320"
"85907456","393.3333435058594","393.3333435058594","393.3333435058594"
"85931904","270","270","270"
"85940352","370","370","370"
"85949568","560","560","560"
"85958400","370","370","370"
"86010112","580","580","580"
"86021248","710","710","710"
"86090624","455","455","455"
"86101248","560","560","560"
"86174720","400","400","400"
"86180608","490","490","490"
"86188032","360","360","360"
"86188288","570","570","570"
"86232448","330","330","330"
"86248192","480","480","480"
"86273792","330","330","330"
"86286208","250","250","250"
"86293632","740","740","740"
"86318848","700","700","700"
"86319616","330","330","330"
"86334848","380","380","380"
"86352256","660","660","660"
"86363648","335","335","335"
"86389504","270","270","270"
"86420096","380","380","380"
"86458880","860","860","860"
"86480000","340","340","340"
"86518784","400","400","400"
"86544000","540","540","540"
"86555264","510","510","510"
"86607744","1150","1150","1150"
"86610432","450","450","450"
"86632576","590","590","590"
"86640384","390","390","390"
"86663808","475","475","475"
"86683776","1070","1070","1070"
"86685312","430","430","430"
"86705280","240","240","240"
"86709376","360","360","360"
"86716544","360","360","360"
"86734976","220","220","220"
"86785408","480","480","480"
"86793216","650","650","650"
"86799744","410","410","410"
"86811392","340","340","340"
"86879232","340","340","340"
"86896256","1390","1390","1390"
"86922624","400","400","400"
"86937088","700","700","700"
"86938752","380","380","380"
"86978304","410","410","410"
"87007104","900","900","900"
"87012992","415","415","415"
"87025536","160","160","160"
"87031552","310","310","310"
"87064832","515","515","515"
"87069056","360","360","360"
"87110016","470","470","470"
"87118976","270","270","270"
"87248640","920","920","920"
"87290240","360","360","360"
"87301632","560","560","560"
"87301888","350","350","350"
"87303296","310","310","310"
"87309440","370","370","370"
"87331840","430","430","430"
"87350016","380","380","380"
"87366016","350","350","350"
"87367168","810","810","810"
"87411328","300","300","300"
"87439488","420","420","420"
"87446016","395","395","395"
"87489280","430","430","430"
"87512576","300","300","300"
"87518464","540","540","540"
"87521024","700","700","700"
"87541760","580","580","580"
"87543680","560","560","560"
"87590784","390","390","390"
"87627904","310","310","310"
"87629440","395","395","395"
"87643520","430","430","430"
"87657856","370","370","370"
"87666560","290","290","290"
"87677568","540","540","540"
"87688192","475","475","475"
"87697792","580","580","580"
"87730304","2110","2110","2110"
"87781632","680","680","680"
"87806336","463.3333435058594","463.3333435058594","463.3333435058594"
"87860224","450","450","450"
"87918464","360","360","360"
"87950208","305","305","305"
"87957248","305","305","305"
"87990528","1160","1160","1160"
"88008960","390","390","390"
"88013312","363.3333435058594","363.3333435058594","363.3333435058594"
"88036608","380","380","380"
"88044032","430","430","430"
"88056704","955","955","955"
"88181632","310","310","310"
"88214144","310","310","310"
"88240768","340","340","340"
"88254080","280","280","280"
"88256896","440","440","440"
"88286464","376.6666564941406","376.6666564941406","376.6666564941406"
"88298240","373.3333435058594","373.3333435058594","373.3333435058594"
"88354688","320","320","320"
"88396032","280","280","280"
"88396928","270","270","270"
"88406656","400","400","400"
"88420352","380","380","380"
"88434432","910","910","910"
"88488064","200","200","200"
"88506624","170","170","170"
"88548480","265","265","265"
"88568704","320","320","320"
"88585344","360","360","360"
"88611328","470","470","470"
"88625024","580","580","580"
"88637568","386.6666564941406","386.6666564941406","386.6666564941406"
"88643072","270","270","270"
"88677760","690","690","690"
"88699136","410","410","410"
"88739328","540","540","540"
"88762880","270","270","270"
"88768384","340","340","340"
"88801664","555","555","555"
"88835456","680","680","680"
"88880512","320","320","320"
"88881024","476.6666564941406","476.6666564941406","476.6666564941406"
"88915840","660","660","660"
"88918144","360","360","360"
"88922240","410","410","410"
"88922368","740","740","740"
"88924160","240","240","240"
"88924288","840","840","840"
"88967168","760","760","760"
"88980736","310","310","310"
"88991872","320","320","320"
"88997248","800","800","800"
"89001216","420","420","420"
"89004928","600","600","600"
"89033216","260","260","260"
"89053312","330","330","330"
"89063808","245","245","245"
"89094656","1130","1130","1130"
"89137536","305","305","305"
"89141376","320","320","320"
"89181952","250","250","250"
"89195648","400","400","400"
"89222784","480","480","480"
"89227520","370","370","370"
"89242752","340","340","340"
"89252736","720","720","720"
"89260672","290","290","290"
"89299968","610","610","610"
"89304320","443.3333435058594","443.3333435058594","443.3333435058594"
"89309440","360","360","360"
"89313536","350","350","350"
"89319808","330","330","330"
"89323136","390","390","390"
"89342336","290","290","290"
"89345664","350","350","350"
"89385728","360","360","360"
"89410560","285","285","285"
"89460480","615","615","615"
"89476864","720","720","720"
"89497216","460","460","460"
"89504256","520","520","520"
"89515648","1130","1130","1130"
"89522176","230","230","230"
"89578368","380","380","380"
"89585408","400","400","400"
"89600512","1050","1050","1050"
"89648384","305","305","305"
"89668864","475","475","475"
"89696256","586.6666870117188","586.6666870117188","586.6666870117188"
"89727616","780","780","780"
"89765888","330","330","330"
"89773056","440","440","440"
"89782016","240","240","240"
"89816704","420","420","420"
"89827072","210","210","210"
"89830784","365","365","365"
"89873408","295","295","295"
"89881600","330","330","330"
"89904384","490","490","490"
"89931264","320","320","320"
"89947264","445","445","445"
"89952000","280","280","280"
"89979392","220","220","220"
"90018304","280","280","280"
"90034048","350","350","350"
"90044800","730","730","730"
"90049024","290","290","290"
"90051072","640","640","640"
"90078976","220","220","220"
"90082176","310","310","310"
"90114688","440","440","440"
"90121472","740","740","740"
"90152448","310","310","310"
"90160128","750","750","750"
"90168448","670","670","670"
"90213504","300","300","300"
"90220544","715","715","715"
"90278528","500","500","500"
"90301312","1050","1050","1050"
"90308736","410","410","410"
"90311296","500","500","500"
"90391168","400","400","400"
"90407296","1280","1280","1280"
"90407936","355","355","355"
"90411264","1240","1240","1240"
"90412544","570","570","570"
"90437120","810","810","810"
"90443392","350","350","350"
"90455424","560","560","560"
"90463104","640","640","640"
"90469504","395","395","395"
"90472704","430","430","430"
"90497920","490","490","490"
"90503552","450","450","450"
"90534272","310","310","310"
"90592512","370","370","370"
"90609920","493.3333435058594","493.3333435058594","493.3333435058594"
"90615424","1120","1120","1120"
"90624512","410","410","410"
"90642176","220","220","220"
"90709632","520","520","520"
"90727552","735","735","735"
"90750336","326.6666564941406","326.6666564941406","326.6666564941406"
"90767488","330","330","330"
"90795392","360","360","360"
"90867584","400","400","400"
"90870656","435","435","435"
"90888960","440","440","440"
"90964224","350","350","350"
"90979712","280","280","280"
"91076352","430","430","430"
"91084288","1020","1020","1020"
"91095168","336.6666564941406","336.6666564941406","336.6666564941406"
"91101056","450","450","450"
"91112192","306.6666564941406","306.6666564941406","306.6666564941406"
"91129600","490","490","490"
"91132928","420","420","420"
"91143680","250","250","250"
"91175424","410","410","410"
"91240960","260","260","260"
"91288064","290","290","290"
"91291264","580","580","580"
"91306496","750","750","750"
