"Step","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return__MIN","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return__MAX"
"12310400","2040","2040","2040"
"12317056","1815","1815","1815"
"12319744","1610","1610","1610"
"12320512","1800","1800","1800"
"12321152","1200","1200","1200"
"12342528","1540","1540","1540"
"12345216","1910","1910","1910"
"12357120","1860","1860","1860"
"12361216","1560","1560","1560"
"12375168","1030","1030","1030"
"12375808","1220","1220","1220"
"12375936","1560","1560","1560"
"12393600","1340","1340","1340"
"12404480","890","890","890"
"12412544","2230","2230","2230"
"12413440","1725","1725","1725"
"12426624","750","750","750"
"12448128","1000","1000","1000"
"12453632","1600","1600","1600"
"12457216","2250","2250","2250"
"12512512","1500","1500","1500"
"12533376","1835","1835","1835"
"12617984","1420","1420","1420"
"12619136","2240","2240","2240"
"12647680","1540","1540","1540"
"12671360","1720","1720","1720"
"12699392","1740","1740","1740"
"12714496","2220","2220","2220"
"12765696","1760","1760","1760"
"12773760","1980","1980","1980"
"12825472","2200","2200","2200"
"12838528","1670","1670","1670"
"12916736","1430","1430","1430"
"12920576","2150","2150","2150"
"12924928","1830","1830","1830"
"12958848","1710","1710","1710"
"12970624","1810","1810","1810"
"12992256","1000","1000","1000"
"13000704","1600","1600","1600"
"13010176","1790","1790","1790"
"13020416","1930","1930","1930"
"13042304","1900","1900","1900"
"13047680","2020","2020","2020"
"13059328","1970","1970","1970"
"13075968","2160","2160","2160"
"13097856","2550","2550","2550"
"13097984","1540","1540","1540"
"13154432","1440","1440","1440"
"13169792","2430","2430","2430"
"13174016","2410","2410","2410"
"13203072","1530","1530","1530"
"13218048","1840","1840","1840"
"13223040","2000","2000","2000"
"13232768","2060","2060","2060"
"13251456","1545","1545","1545"
"13275392","1400","1400","1400"
"13308544","1610","1610","1610"
"13313280","1920","1920","1920"
"13327744","2090","2090","2090"
"13340928","2040","2040","2040"
"13382016","1920","1920","1920"
"13403008","2160","2160","2160"
"13407488","1610","1610","1610"
"13430272","1910","1910","1910"
"13432448","1600","1600","1600"
"13473280","1780","1780","1780"
"13523328","2225","2225","2225"
"13557504","1880","1880","1880"
"13567616","1460","1460","1460"
"13568128","2190","2190","2190"
"13581312","2080","2080","2080"
"13601664","1710","1710","1710"
"13609984","2190","2190","2190"
"13610368","1580","1580","1580"
"13612032","2220","2220","2220"
"13616128","1700","1700","1700"
"13618048","2070","2070","2070"
"13627264","1950","1950","1950"
"13636352","2130","2130","2130"
"13639936","2130","2130","2130"
"13669760","2285","2285","2285"
"13683584","1660","1660","1660"
"13708160","1890","1890","1890"
"13733376","1830","1830","1830"
"13751552","2410","2410","2410"
"13761408","1965","1965","1965"
"13766144","1620","1620","1620"
"13789568","2000","2000","2000"
"13803264","2380","2380","2380"
"13837696","2000","2000","2000"
"13848576","1925","1925","1925"
"13850496","2070","2070","2070"
"13859072","2080","2080","2080"
"13908608","1610","1610","1610"
"13911168","1810","1810","1810"
"13938304","1630","1630","1630"
"13970560","2320","2320","2320"
"13971200","2150","2150","2150"
"13997568","2050","2050","2050"
"14003072","1900","1900","1900"
"14039680","2130","2130","2130"
"14047360","1770","1770","1770"
"14057728","1630","1630","1630"
"14067968","2190","2190","2190"
"14082048","1720","1720","1720"
"14083712","2290","2290","2290"
"14106368","2270","2270","2270"
"14128000","1995","1995","1995"
"14134016","1640","1640","1640"
"14171008","2200","2200","2200"
"14211712","2190","2190","2190"
"14259456","2190","2190","2190"
"14260224","2010","2010","2010"
"14296832","2140","2140","2140"
"14330496","1590","1590","1590"
"14331008","1960","1960","1960"
"14374784","1980","1980","1980"
"14381568","1800","1800","1800"
"14399104","2290","2290","2290"
"14420224","2265","2265","2265"
"14429952","2060","2060","2060"
"14447360","1945","1945","1945"
"14458880","2090","2090","2090"
"14483968","1570","1570","1570"
"14554496","2010","2010","2010"
"14563840","2040","2040","2040"
"14573312","2100","2100","2100"
"14575488","1710","1710","1710"
"14580864","1630","1630","1630"
"14584192","1990","1990","1990"
"14590464","1830","1830","1830"
"14608256","2120","2120","2120"
"14639744","1940","1940","1940"
"14658688","1980","1980","1980"
"14689792","2010","2010","2010"
"14712960","2020","2020","2020"
"14803840","1610","1610","1610"
"14808960","1780","1780","1780"
"14814976","1850","1850","1850"
"14817664","2135","2135","2135"
"14878848","2310","2310","2310"
"14900608","1410","1410","1410"
"14911104","2090","2090","2090"
"14915328","1990","1990","1990"
"14935808","2110","2110","2110"
"14980608","1770","1770","1770"
"14997888","2045","2045","2045"
"15022592","2540","2540","2540"
"15031680","1670","1670","1670"
"15060352","1970","1970","1970"
"15108992","2190","2190","2190"
"15124864","2210","2210","2210"
"15167744","2310","2310","2310"
"15172096","2010","2010","2010"
"15231872","1610","1610","1610"
"15263744","2020","2020","2020"
"15272448","2150","2150","2150"
"15289088","1910","1910","1910"
"15296128","2390","2390","2390"
"15324544","2380","2380","2380"
"15345920","1750","1750","1750"
"15351552","1670","1670","1670"
"15362304","1740","1740","1740"
"15410816","2350","2350","2350"
"15428608","2035","2035","2035"
"15432064","1690","1690","1690"
"15444096","1750","1750","1750"
"15458176","1980","1980","1980"
"15490816","1790","1790","1790"
"15497984","1610","1610","1610"
"15531264","2220","2220","2220"
"15537536","1460","1460","1460"
"15559936","1930","1930","1930"
"15575808","2100","2100","2100"
"15581568","2320","2320","2320"
"15594368","1960","1960","1960"
"15595776","2070","2070","2070"
"15617792","1690","1690","1690"
"15622784","2070","2070","2070"
"15626112","2050","2050","2050"
"15644032","1640","1640","1640"
"15678976","2310","2310","2310"
"15684992","2630","2630","2630"
"15702912","2390","2390","2390"
"15729024","2130","2130","2130"
"15781376","2140","2140","2140"
"15782144","1320","1320","1320"
"15785856","2205","2205","2205"
"15788416","1960","1960","1960"
"15792768","2420","2420","2420"
"15824768","1950","1950","1950"
"15831808","2200","2200","2200"
"15855104","1610","1610","1610"
"15862528","2300","2300","2300"
"15887616","2300","2300","2300"
"15895424","2120","2120","2120"
"15905664","1650","1650","1650"
"15910400","1760","1760","1760"
"15910784","2055","2055","2055"
"15934208","1930","1930","1930"
"15938432","1680","1680","1680"
"15940992","2060","2060","2060"
"15941248","2080","2080","2080"
"15945088","1770","1770","1770"
"15948672","1940","1940","1940"
"15968384","2160","2160","2160"
"15969280","1920","1920","1920"
"16022528","1910","1910","1910"
"16077056","1870","1870","1870"
"16082560","2230","2230","2230"
"16093056","2300","2300","2300"
"16093952","2210","2210","2210"
"16158336","2340","2340","2340"
"16183808","2470","2470","2470"
"16189440","2020","2020","2020"
"16208256","2000","2000","2000"
"16236160","1840","1840","1840"
"16281344","1830","1830","1830"
"16285824","1470","1470","1470"
"16286336","2240","2240","2240"
"16309248","1880","1880","1880"
"16309632","2400","2400","2400"
"16320384","2400","2400","2400"
"16321280","2080","2080","2080"
"16334976","1990","1990","1990"
"16344448","1850","1850","1850"
"16368128","2290","2290","2290"
"16376320","2220","2220","2220"
"16388736","1650","1650","1650"
"16392704","2040","2040","2040"
"16396928","1960","1960","1960"
"16397312","2055","2055","2055"
"16401408","2220","2220","2220"
"16409728","1940","1940","1940"
"16421376","2460","2460","2460"
"16432384","2340","2340","2340"
"16447104","2500","2500","2500"
"16464768","2265","2265","2265"
"16467200","1810","1810","1810"
"16478848","1980","1980","1980"
"16493824","2050","2050","2050"
"16514688","2100","2100","2100"
"16563200","1810","1810","1810"
"16593920","1980","1980","1980"
"16616320","1855","1855","1855"
"16620672","1930","1930","1930"
"16625024","1790","1790","1790"
"16628224","2170","2170","2170"
"16638336","2210","2210","2210"
"16644224","2000","2000","2000"
"16677120","2660","2660","2660"
"16682112","1480","1480","1480"
"16687744","1960","1960","1960"
"16707456","2530","2530","2530"
"16784384","1370","1370","1370"
"16792832","2460","2460","2460"
"16834432","1950","1950","1950"
"16842496","2195","2195","2195"
"16845440","2170","2170","2170"
"16879744","2350","2350","2350"
"16917632","1930","1930","1930"
"16972288","1930","1930","1930"
"17018368","1960","1960","1960"
"17025536","1700","1700","1700"
"17057536","1510","1510","1510"
"17058688","2340","2340","2340"
"17080320","2315","2315","2315"
"17092480","1930","1930","1930"
"17098112","2330","2330","2330"
"17133824","2060","2060","2060"
"17183616","1980","1980","1980"
"17223808","2100","2100","2100"
"17226240","1950","1950","1950"
"17228288","2260","2260","2260"
"17234048","1970","1970","1970"
"17270016","1850","1850","1850"
"17271040","1990","1990","1990"
"17293952","2390","2390","2390"
"17309568","1670","1670","1670"
"17330688","2160","2160","2160"
"17343488","2170","2170","2170"
"17344640","1790","1790","1790"
"17374208","1830","1830","1830"
"17379456","2120","2120","2120"
"17390720","1500","1500","1500"
"17405568","2130","2130","2130"
"17412352","2120","2120","2120"
"17414400","1990","1990","1990"
"17425024","2520","2520","2520"
"17428480","1870","1870","1870"
"17434752","2130","2130","2130"
"17459328","2400","2400","2400"
"17461632","1930","1930","1930"
"17470848","1860","1860","1860"
"17477504","1810","1810","1810"
"17517056","2220","2220","2220"
"17528704","1790","1790","1790"
"17536128","1770","1770","1770"
"17568640","2300","2300","2300"
"17570432","1820","1820","1820"
"17579264","2810","2810","2810"
"17588736","2120","2120","2120"
"17602688","1970","1970","1970"
"17604736","2620","2620","2620"
"17606144","2130","2130","2130"
"17622144","1850","1850","1850"
"17630336","1895","1895","1895"
"17632128","1590","1590","1590"
"17638912","2200","2200","2200"
"17657728","2030","2030","2030"
"17657856","2410","2410","2410"
"17677056","2155","2155","2155"
"17700608","1710","1710","1710"
"17701504","1530","1530","1530"
"17737856","1390","1390","1390"
"17769472","1960","1960","1960"
"17772416","1672.5","1672.5","1672.5"
"17831552","1630","1630","1630"
"17871360","2080","2080","2080"
"17940992","1975","1975","1975"
"17968000","2130","2130","2130"
"17970944","1830","1830","1830"
"17978624","1910","1910","1910"
"17988352","1790","1790","1790"
"18002944","1330","1330","1330"
"18005760","1660","1660","1660"
"18033792","1850","1850","1850"
"18046080","2020","2020","2020"
"18058112","1120","1120","1120"
"18099200","2090","2090","2090"
"18129152","1950","1950","1950"
"18134400","1870","1870","1870"
"18172544","2180","2180","2180"
"18209536","1900","1900","1900"
"18227584","1785","1785","1785"
"18245376","1840","1840","1840"
"18246400","1140","1140","1140"
"18263552","1300","1300","1300"
"18264960","2210","2210","2210"
"18311808","2030","2030","2030"
"18312320","2410","2410","2410"
"18325376","1800","1800","1800"
"18343296","1820","1820","1820"
"18361856","2490","2490","2490"
"18368768","1860","1860","1860"
"18402048","1770","1770","1770"
"18407552","2340","2340","2340"
"18411648","2320","2320","2320"
"18417536","1790","1790","1790"
"18472704","2150","2150","2150"
"18482944","1280","1280","1280"
"18485504","1800","1800","1800"
"18491648","1960","1960","1960"
"18503424","1670","1670","1670"
"18505856","1690","1690","1690"
"18532992","1315","1315","1315"
"18545536","2080","2080","2080"
"18549888","1900","1900","1900"
"18576000","2040","2040","2040"
"18578304","1630","1630","1630"
"18585984","2030","2030","2030"
"18593280","1690","1690","1690"
"18594944","2050","2050","2050"
"18601728","1900","1900","1900"
"18630656","2070","2070","2070"
"18642304","1370","1370","1370"
"18652288","1870","1870","1870"
"18672256","2090","2090","2090"
"18683776","1560","1560","1560"
"18691584","1540","1540","1540"
"18696704","1560","1560","1560"
"18702336","2110","2110","2110"
"18727168","1675","1675","1675"
"18728832","2200","2200","2200"
"18742400","1390","1390","1390"
"18752128","1895","1895","1895"
"18763392","2110","2110","2110"
"18771200","1470","1470","1470"
"18796800","2150","2150","2150"
"18810112","1180","1180","1180"
"18819968","1550","1550","1550"
"18834048","1460","1460","1460"
"18875520","1545","1545","1545"
"18882176","1330","1330","1330"
"18901248","1930","1930","1930"
"18908032","1620","1620","1620"
"18921600","1610","1610","1610"
"18922752","1750","1750","1750"
"18935168","1870","1870","1870"
"18943744","1380","1380","1380"
"18951040","2410","2410","2410"
"18962176","1200","1200","1200"
"18964480","1580","1580","1580"
"18985728","950","950","950"
"18987392","1670","1670","1670"
"19022848","1200","1200","1200"
"19036928","1940","1940","1940"
"19053056","1775","1775","1775"
"19074944","1300","1300","1300"
"19077376","1340","1340","1340"
"19084800","1470","1470","1470"
"19115264","980","980","980"
"19127296","640","640","640"
"19127424","1420","1420","1420"
"19132416","1240","1240","1240"
"19148928","1470","1470","1470"
"19176832","1625","1625","1625"
"19253376","1270","1270","1270"
"19254912","1480","1480","1480"
"19256576","1710","1710","1710"
"19265408","1603.3333740234375","1603.3333740234375","1603.3333740234375"
"19266432","1230","1230","1230"
"19289600","1560","1560","1560"
"19294592","1432.5","1432.5","1432.5"
"19296000","960","960","960"
"19314944","1525","1525","1525"
"19315840","580","580","580"
"19316736","1320","1320","1320"
"19319808","1210","1210","1210"
"19323904","1300","1300","1300"
"19326080","1610","1610","1610"
"19337344","1670","1670","1670"
"19352064","1460","1460","1460"
"19353984","1240","1240","1240"
"19355136","1420","1420","1420"
"19388544","1430","1430","1430"
"19403520","1400","1400","1400"
"19409408","1485","1485","1485"
"19422592","1050","1050","1050"
"19454848","1120","1120","1120"
"19464320","1343.3333740234375","1343.3333740234375","1343.3333740234375"
"19469952","1530","1530","1530"
"19481600","1980","1980","1980"
"19490432","1506.6666259765625","1506.6666259765625","1506.6666259765625"
"19500672","1460","1460","1460"
"19512448","1380","1380","1380"
"19517056","1770","1770","1770"
"19526144","1470","1470","1470"
"19549696","1040","1040","1040"
"19551616","1200","1200","1200"
"19555456","1440","1440","1440"
"19560576","1770","1770","1770"
"19561600","1460","1460","1460"
"19595136","1360","1360","1360"
"19599232","1320","1320","1320"
"19599872","1510","1510","1510"
"19605632","1485","1485","1485"
"19609216","1310","1310","1310"
"19610496","1220","1220","1220"
"19638272","1500","1500","1500"
"19680256","1470","1470","1470"
"19690496","1560","1560","1560"
"19698944","1640","1640","1640"
"19716224","1470","1470","1470"
"19719808","1360","1360","1360"
"19721984","1540","1540","1540"
"19722112","1390","1390","1390"
"19729536","1290","1290","1290"
"19732608","1290","1290","1290"
"19750656","1600","1600","1600"
"19755136","1830","1830","1830"
"19761536","1495","1495","1495"
"19790080","1160","1160","1160"
"19842688","1400","1400","1400"
"19855488","1390","1390","1390"
"19858816","1290","1290","1290"
"19873408","1420","1420","1420"
"19873664","1010","1010","1010"
"19874432","1295","1295","1295"
"19881344","1180","1180","1180"
"19885568","1370","1370","1370"
"19888768","1415","1415","1415"
"19893376","1365","1365","1365"
"19910656","1340","1340","1340"
"19913600","1190","1190","1190"
"19929728","1380","1380","1380"
"19946880","1590","1590","1590"
"19952384","1520","1520","1520"
"19992704","1810","1810","1810"
"20011392","1283.3333740234375","1283.3333740234375","1283.3333740234375"
"20018944","1380","1380","1380"
"20032640","1600","1600","1600"
"20053760","1473.3333740234375","1473.3333740234375","1473.3333740234375"
"20061056","1310","1310","1310"
"20088448","1550","1550","1550"
"20108032","1800","1800","1800"
"20119168","1655","1655","1655"
"20119808","1260","1260","1260"
"20125056","1770","1770","1770"
"20130944","1260","1260","1260"
"20132224","1390","1390","1390"
"20134784","1430","1430","1430"
"20148864","1180","1180","1180"
"20156544","1520","1520","1520"
"20170240","1580","1580","1580"
"20176768","1010","1010","1010"
"20186880","1500","1500","1500"
"20191488","1580","1580","1580"
"20197760","1480","1480","1480"
"20203520","1190","1190","1190"
"20213632","1325","1325","1325"
"20227968","990","990","990"
"20250240","1540","1540","1540"
"20252672","910","910","910"
"20255616","1550","1550","1550"
"20260096","1340","1340","1340"
"20269568","1340","1340","1340"
"20275584","1310","1310","1310"
"20284800","1280","1280","1280"
"20294016","1400","1400","1400"
"20304128","1040","1040","1040"
"20307456","960","960","960"
