"Step","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return__MIN","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return__MAX","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return__MIN","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return__MAX","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return__MIN","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return__MAX"
"8075392","2300","2300","2300","","","","","",""
"8075920","13800","13800","13800","","","","","",""
"8076160","10700","10700","10700","","","","","",""
"8076656","5100","5100","5100","","","","","",""
"8078464","8600","8600","8600","","","","","",""
"8078496","7000","7000","7000","","","","","",""
"8079184","9300","9300","9300","","","","","",""
"8079744","","","","7400","7400","7400","","",""
"8081424","16200","16200","16200","","","","","",""
"8082176","","","","","","","13700","13700","13700"
"8083328","","","","13200","13200","13200","","",""
"8083968","","","","10000","10000","10000","","",""
"8084608","","","","9500","9500","9500","","",""
"8084736","","","","9000","9000","9000","","",""
"8085088","12300","12300","12300","","","","","",""
"8085280","12100","12100","12100","","","","","",""
"8085920","15200","15200","15200","","","","","",""
"8086016","","","","12300","12300","12300","","",""
"8086272","","","","7100","7100","7100","","",""
"8087296","","","","9600","9600","9600","","",""
"8087920","9300","9300","9300","","","","","",""
"8089520","9300","9300","9300","","","","","",""
"8089968","12900","12900","12900","","","","","",""
"8090112","","","","16400","16400","16400","","",""
"8090352","5000","5000","5000","","","","","",""
"8090784","6100","6100","6100","","","","","",""
"8091648","","","","9150","9150","9150","","",""
"8091936","12400","12400","12400","","","","","",""
"8092544","9700","9700","9700","","","","","",""
"8092672","","","","11800","11800","11800","","",""
"8093056","","","","20600","20600","20600","","",""
"8094080","","","","9700","9700","9700","","",""
"8094096","8800","8800","8800","","","","","",""
"8094384","8500","8500","8500","","","","","",""
"8094768","15000","15000","15000","","","","","",""
"8095488","","","","8600","8600","8600","","",""
"8095920","11000","11000","11000","","","","","",""
"8096016","7500","7500","7500","","","","","",""
"8096896","","","","8800","8800","8800","","",""
"8097152","","","","6900","6900","6900","","",""
"8097280","","","","9200","9200","9200","","",""
"8097568","11700","11700","11700","","","","","",""
"8098016","7300","7300","7300","","","","","",""
"8098704","15000","15000","15000","","","","","",""
"8099136","5500","5500","5500","","","","","",""
"8099200","","","","23900","23900","23900","","",""
"8099456","","","","7500","7500","7500","","",""
"8100480","","","","18150","18150","18150","","",""
"8100992","","","","10000","10000","10000","","",""
"8101728","15700","15700","15700","","","","","",""
"8102352","10600","10600","10600","","","","","",""
"8102944","21200","21200","21200","","","","","",""
"8103040","","","","12300","12300","12300","","",""
"8103424","","","","9200","9200","9200","","",""
"8103664","11100","11100","11100","","","","","",""
"8103808","","","","8500","8500","8500","","",""
"8104096","13400","13400","13400","","","","","",""
"8104400","11000","11000","11000","","","","","",""
"8104960","","","","6800","6800","6800","","",""
"8106240","","","","10200","10200","10200","","",""
"8108512","9800","9800","9800","","","","","",""
"8109952","","","","7800","7800","7800","","",""
"8110608","6200","6200","6200","","","","","",""
"8112512","","","","6950","6950","6950","","",""
"8112640","5700","5700","5700","","","","","",""
"8112816","14000","14000","14000","","","","","",""
"8112896","","","","6600","6600","6600","","",""
"8112944","7600","7600","7600","","","","","",""
"8113392","19900","19900","19900","","","","","",""
"8114176","","","","10300","10300","10300","","",""
"8114432","","","","7900","7900","7900","","",""
"8114816","","","","5000","5000","5000","","",""
"8117120","","","","6100","6100","6100","","",""
"8118272","","","","3600","3600","3600","","",""
"8120272","11650","11650","11650","","","","","",""
"8120832","","","","7200","7200","7200","","",""
"8123392","","","","17600","17600","17600","","",""
"8124416","","","","6500","6500","6500","","",""
"8124944","6900","6900","6900","","","","","",""
"8125568","","","","9850","9850","9850","","",""
"8125696","","","","7300","7300","7300","","",""
"8126160","14000","14000","14000","","","","","",""
"8126592","","","","16200","16200","16200","","",""
"8127104","","","","18500","18500","18500","","",""
"8127488","","","","6200","6200","6200","","",""
"8127616","","","","7000","7000","7000","","",""
"8127680","14600","14600","14600","","","","","",""
"8128032","16200","16200","16200","","","","","",""
"8128576","6500","6500","6500","","","","","",""
"8129056","5300","5300","5300","","","","","",""
"8130000","23900","23900","23900","","","","","",""
"8130080","3900","3900","3900","","","","","",""
"8131328","","","","12600","12600","12600","","",""
"8132224","","","","11900","11900","11900","","",""
"8132480","","","","10900","10900","10900","","",""
"8133120","3300","3300","3300","","","","","",""
"8134016","","","","10000","10000","10000","","",""
"8134144","","","","5100","5100","5100","","",""
"8135072","6300","6300","6300","","","","","",""
"8135296","","","","22000","22000","22000","","",""
"8135424","","","","15700","15700","15700","","",""
"8135680","","","","10900","10900","10900","","",""
"8135792","8700","8700","8700","","","","","",""
"8135808","","","","8850","8850","8850","","",""
"8135936","","","","7700","7700","7700","","",""
"8136288","11100","11100","11100","","","","","",""
"8136576","","","","13500","13500","13500","","",""
"8136864","17000","17000","17000","","","","","",""
"8137312","11300","11300","11300","","","","","",""
"8137344","","","","4100","4100","4100","","",""
"8137536","11200","11200","11200","","","","","",""
"8137984","","","","8600","8600","8600","","",""
"8138176","11400","11400","11400","","","","","",""
"8138672","8900","8900","8900","","","","","",""
"8139056","4300","4300","4300","","","","","",""
"8141280","13200","13200","13200","","","","","",""
"8142336","10100","10100","10100","10600","10600","10600","13700","13700","13700"
"8143456","8600","8600","8600","","","","","",""
"8144000","","","","5900","5900","5900","","",""
"8144816","9500","9500","9500","","","","","",""
"8146176","","","","4000","4000","4000","","",""
"8146368","11800","11800","11800","","","","","",""
"8146944","9000","9000","9000","","","","","",""
"8147840","","","","6300","6300","6300","","",""
"8150528","","","","7650","7650","7650","","",""
"8151984","7300","7300","7300","","","","","",""
"8152944","8300","8300","8300","","","","","",""
"8153344","","","","13400","13400","13400","19400","19400","19400"
"8153728","","","","8400","8400","8400","","",""
"8154112","","","","4700","4700","4700","","",""
"8154368","8300","8300","8300","","","","","",""
"8154496","","","","4800","4800","4800","","",""
"8155008","","","","8650","8650","8650","","",""
"8155392","","","","11200","11200","11200","","",""
"8156288","","","","21000","21000","21000","","",""
"8157360","7300","7300","7300","","","","","",""
"8158064","5900","5900","5900","","","","","",""
"8158592","5700","5700","5700","","","","","",""
"8158720","12500","12500","12500","","","","","",""
"8159152","5100","5100","5100","","","","","",""
"8161152","5200","5200","5200","","","","","",""
"8161200","13000","13000","13000","","","","","",""
"8162688","9500","9500","9500","","","","","",""
"8162816","","","","5200","5200","5200","","",""
"8162944","6900","6900","6900","","","","","",""
"8163200","11900","11900","11900","","","","","",""
"8164096","","","","6466.66650390625","6466.66650390625","6466.66650390625","","",""
"8167040","","","","7100","7100","7100","","",""
"8167088","5600","5600","5600","","","","","",""
"8167552","","","","16400","16400","16400","","",""
"8167888","7900","7900","7900","","","","","",""
"8168608","5500","5500","5500","","","","","",""
"8168832","","","","15900","15900","15900","","",""
"8169344","","","","12800","12800","12800","","",""
"8170368","","","","13950","13950","13950","","",""
"8170496","","","","7600","7600","7600","","",""
"8171008","","","","7200","7200","7200","","",""
"8171584","12100","12100","12100","","","","","",""
"8172160","","","","9500","9500","9500","","",""
"8173056","16800","16800","16800","","","","","",""
"8173440","","","","11000","11000","11000","","",""
"8173696","","","","8300","8300","8300","","",""
"8173792","11300","11300","11300","","","","","",""
"8173920","8700","8700","8700","","","","","",""
"8174080","","","","6500","6500","6500","","",""
"8174608","5600","5600","5600","","","","","",""
"8175904","8400","8400","8400","","","","","",""
"8175968","10400","10400","10400","","","","","",""
"8176064","12700","12700","12700","","","","","",""
"8176112","8400","8400","8400","","","","","",""
"8177024","","","","11200","11200","11200","","",""
"8177856","5300","5300","5300","","","","","",""
"8178048","","","","12900","12900","12900","","",""
"8178528","8400","8400","8400","","","","","",""
"8181456","6700","6700","6700","","","","","",""
"8181824","5500","5500","5500","","","","","",""
"8182400","","","","9800","9800","9800","","",""
"8182896","9200","9200","9200","","","","","",""
"8183168","","","","4600","4600","4600","","",""
"8184192","","","","11750","11750","11750","","",""
"8184320","","","","5950","5950","5950","","",""
"8184432","13100","13100","13100","","","","","",""
"8184576","","","","5200","5200","5200","","",""
"8184704","","","","9800","9800","9800","","",""
"8185120","14300","14300","14300","","","","","",""
"8185984","","","","6866.66650390625","6866.66650390625","6866.66650390625","","",""
"8186368","","","","6800","6800","6800","","",""
"8186752","","","","13400","13400","13400","9800","9800","9800"
"8187248","7900","7900","7900","","","","","",""
"8188064","12900","12900","12900","","","","","",""
"8188160","","","","10500","10500","10500","","",""
"8188368","7500","7500","7500","","","","","",""
"8188928","","","","5933.33349609375","5933.33349609375","5933.33349609375","","",""
"8189056","","","","10200","10200","10200","","",""
"8190592","","","","","","","15900","15900","15900"
"8191616","","","","11200","11200","11200","","",""
"8191728","15600","15600","15600","","","","","",""
"8192032","9600","9600","9600","","","","","",""
"8192896","","","","8900","8900","8900","","",""
"8193024","","","","8600","8600","8600","","",""
"8194176","","","","9200","9200","9200","","",""
"8194304","","","","11250","11250","11250","","",""
"8195248","15500","15500","15500","","","","","",""
"8195408","9200","9200","9200","","","","","",""
"8195456","","","","9400","9400","9400","","",""
"8196480","","","","5700","5700","5700","","",""
"8196656","5700","5700","5700","","","","","",""
"8197248","","","","3500","3500","3500","","",""
"8197712","6600","6600","6600","","","","","",""
"8197840","13500","13500","13500","","","","","",""
"8197968","10300","10300","10300","","","","","",""
"8198816","10300","10300","10300","","","","","",""
"8198912","","","","13100","13100","13100","","",""
"8199792","8000","8000","8000","","","","","",""
"8200192","","","","","","","9800","9800","9800"
"8200672","10500","10500","10500","","","","","",""
"8200800","7200","7200","7200","","","","","",""
"8201344","","","","5000","5000","5000","","",""
"8203632","15300","15300","15300","","","","","",""
"8203760","5250","5250","5250","","","","","",""
"8203904","","","","3100","3100","3100","","",""
"8204288","","","","11100","11100","11100","","",""
"8205168","9300","9300","9300","","","","","",""
"8205712","6600","6600","6600","","","","","",""
"8206208","","","","13300","13300","13300","","",""
"8207248","11600","11600","11600","","","","","",""
"8208496","7300","7300","7300","","","","","",""
"8208640","6600","6600","6600","","","","","",""
"8209664","","","","8100","8100","8100","","",""
"8210016","6000","6000","6000","","","","","",""
"8210048","","","","6800","6800","6800","","",""
"8211744","6700","6700","6700","","","","","",""
"8212224","","","","4100","4100","4100","","",""
"8213488","9200","9200","9200","","","","","",""
"8213616","8300","8300","8300","","","","","",""
"8213632","","","","8800","8800","8800","","",""
"8214432","2400","2400","2400","","","","","",""
"8214544","18900","18900","18900","","","","","",""
"8214784","","","","6900","6900","6900","","",""
"8215664","21300","21300","21300","","","","","",""
"8215680","","","","","","","10000","10000","10000"
"8215744","9100","9100","9100","","","","","",""
"8216192","","","","10500","10500","10500","","",""
"8217088","","","","9000","9000","9000","","",""
"8217600","","","","5400","5400","5400","","",""
"8218224","10600","10600","10600","","","","","",""
"8218880","","","","8350","8350","8350","","",""
